number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
460	0.50042	0.01796	0.53430	0.66270	0.53430	0.52251	-9.46183	1731	1445	42	42
460	0.50068	0.00200	0.54924	0.68141	0.54924	0.54871	-9.12443	1784	1392	39	45
460	0.50086	0.00200	0.55958	0.66502	0.55958	0.54478	-9.21122	1759	1417	39	45
460	0.50196	0.00599	0.55135	0.66911	0.55135	0.55243	-9.53394	1732	1444	37	47
460	0.50008	0.18363	0.51677	0.65643	0.51677	0.50972	-9.06716	1801	1375	46	38
460	0.49957	0.03992	0.52828	0.64416	0.52828	0.53526	-8.89265	1812	1364	42	42
460	0.50091	0.00200	0.59018	0.66610	0.59018	0.56084	-9.03585	1861	1315	39	45
460	0.49934	0.00200	0.56113	0.65810	0.56113	0.53933	-9.10747	1800	1376	41	43
460	0.50061	0.00200	0.57300	0.67130	0.57300	0.55823	-9.42680	1731	1445	36	48
460	0.50095	0.01397	0.53615	0.66089	0.53615	0.54446	-9.30069	1757	1419	39	45
460	0.50065	0.09780	0.52297	0.65754	0.52297	0.52727	-9.09088	1799	1377	43	41
460	0.50078	0.03194	0.53083	0.68340	0.53083	0.51436	-9.69216	1717	1459	43	41
460	0.50014	0.00399	0.54898	0.66643	0.54898	0.53785	-9.48110	1715	1461	39	45
460	0.49958	0.00200	0.56278	0.67065	0.56278	0.55542	-9.30109	1751	1425	37	47
460	0.50068	0.00200	0.55298	0.65426	0.55298	0.54008	-9.10303	1767	1409	40	44
460	0.50094	0.00200	0.58755	0.66837	0.58755	0.56377	-8.98183	1804	1372	37	47
460	0.49952	0.08184	0.52337	0.65729	0.52337	0.50796	-9.33729	1752	1424	45	39
460	0.49929	0.00200	0.54930	0.67321	0.54930	0.50840	-9.38009	1717	1459	44	40
460	0.49972	0.00200	0.55536	0.68622	0.55536	0.53083	-9.44539	1746	1430	41	43
460	0.50073	0.00200	0.55576	0.67620	0.55576	0.54213	-9.29699	1780	1396	40	44
