number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
312	0.50078	0.00399	0.54975	0.65467	0.54975	0.54354	-9.10290	1846	1331	41	42
312	0.50063	0.02395	0.53226	0.64404	0.53226	0.53149	-9.20865	1846	1331	43	40
312	0.49917	0.00200	0.55522	0.66668	0.55522	0.53969	-9.31047	1745	1432	39	44
312	0.50018	0.00200	0.55423	0.64598	0.55423	0.54774	-8.89000	1911	1266	42	41
312	0.50063	0.00798	0.54498	0.64653	0.54498	0.54855	-9.19517	1763	1414	38	45
312	0.49911	0.00998	0.54070	0.65415	0.54070	0.53956	-8.94746	1859	1318	42	41
312	0.50045	0.09980	0.52167	0.66740	0.52167	0.52547	-9.20843	1846	1331	44	39
312	0.50014	0.00200	0.54676	0.64202	0.54676	0.51681	-9.12879	1791	1386	44	39
312	0.49992	0.00200	0.56341	0.63724	0.56341	0.54619	-9.13828	1748	1429	38	45
312	0.49960	0.00399	0.55450	0.63662	0.55450	0.56543	-8.99420	1832	1345	37	46
312	0.49971	0.00200	0.56969	0.65830	0.56969	0.57098	-9.16116	1829	1348	36	47
312	0.50027	0.05589	0.52456	0.64511	0.52456	0.52728	-9.05457	1781	1396	42	41
312	0.49930	0.00200	0.55558	0.64911	0.55558	0.56334	-9.10155	1857	1320	38	45
312	0.49951	0.00200	0.56427	0.66662	0.56427	0.56307	-9.24481	1817	1360	37	46
312	0.49976	0.00200	0.55553	0.63847	0.55553	0.56291	-9.06732	1816	1361	37	46
312	0.50266	0.00200	0.58263	0.63787	0.58263	0.56071	-9.06701	1802	1375	37	46
312	0.49966	0.01397	0.53713	0.66521	0.53713	0.53513	-9.57120	1716	1461	39	44
312	0.49965	0.02196	0.53674	0.63367	0.53674	0.54205	-9.07636	1760	1417	39	44
312	0.50060	0.00200	0.55837	0.62493	0.55837	0.54873	-8.81525	1879	1298	41	42
312	0.50151	0.02994	0.53125	0.66638	0.53125	0.54933	-9.31558	1768	1409	38	45
