number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
37	0.49972	0.98204	0.46452	0.40563	0.47153	0.52101	-8.93740	1419	1757	34	50
37	0.49998	0.99202	0.45979	0.38566	0.46229	0.53382	-9.38864	1765	1411	41	43
37	0.50120	0.97006	0.47143	0.38144	0.47733	0.51037	-8.81111	633	2543	15	69
37	0.50070	0.90419	0.47747	0.38312	0.47492	0.50939	-9.11016	1383	1793	35	49
37	0.49955	0.98802	0.45899	0.37934	0.46577	0.53059	-8.51414	1253	1923	28	56
37	0.50031	1.00000	0.44933	0.39170	0.45606	0.55626	-9.27548	2210	966	49	35
37	0.50015	0.99601	0.45905	0.38620	0.45278	0.52758	-8.63377	1007	2169	22	62
37	0.50079	0.95609	0.47220	0.36958	0.47217	0.48912	-8.92082	1103	2073	31	53
37	0.50012	0.94411	0.47501	0.39183	0.47491	0.49897	-9.35770	2073	1103	55	29
37	0.49887	0.89421	0.47943	0.39159	0.46948	0.53576	-9.04576	1248	1928	27	57
37	0.49899	0.90220	0.47699	0.39682	0.47152	0.53036	-8.64203	760	2416	15	69
37	0.49933	1.00000	0.44761	0.38753	0.45104	0.51571	-8.85039	1045	2131	25	59
37	0.50149	0.92216	0.47911	0.36916	0.48405	0.49738	-8.81055	1647	1529	44	40
37	0.49936	0.96008	0.47245	0.40152	0.46993	0.53937	-9.10342	2254	922	53	31
37	0.49958	0.92814	0.47608	0.40098	0.49358	0.53685	-9.08185	1444	1732	32	52
37	0.49881	0.68463	0.49052	0.37554	0.50661	0.44219	-9.13357	1977	1199	62	22
37	0.50110	0.90619	0.47811	0.39853	0.48114	0.51889	-9.26791	914	2262	21	63
37	0.50023	0.94012	0.47363	0.35865	0.47748	0.52481	-9.05152	1859	1317	45	39
37	0.49960	0.97804	0.46802	0.38083	0.46769	0.52123	-8.85429	1496	1680	36	48
37	0.50027	0.99800	0.44824	0.35315	0.44722	0.54423	-8.89007	1264	1912	26	58
