number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
149	0.49997	0.02595	0.53086	0.99608	0.54026	0.53083	-9.03677	1727	1450	40	43
149	0.50118	0.00200	0.55717	0.99897	0.56477	0.53142	-8.98762	1769	1408	41	42
149	0.49929	0.00200	0.54818	0.99771	0.55494	0.54749	-8.98346	1718	1459	37	46
149	0.50000	0.00200	0.55190	0.99561	0.55903	0.54994	-9.28080	1657	1520	35	48
149	0.49911	0.00200	0.56320	0.99482	0.56658	0.57588	-9.07084	1707	1470	32	51
149	0.49900	0.00200	0.55808	0.99657	0.55664	0.55434	-9.17208	1685	1492	35	48
149	0.49953	0.09182	0.52087	0.99655	0.51902	0.51323	-9.15949	1730	1447	43	40
149	0.50015	0.09182	0.52268	0.99604	0.52250	0.53344	-9.24925	1667	1510	38	45
149	0.49885	0.06587	0.52735	0.99828	0.52452	0.50840	-9.18254	1661	1516	42	41
149	0.49973	0.00200	0.58073	0.99611	0.57448	0.54376	-9.15355	1656	1521	36	47
149	0.49931	0.01597	0.53264	0.98796	0.53052	0.50910	-9.44898	1742	1435	44	39
149	0.50047	0.02595	0.53180	0.99847	0.54438	0.54142	-8.93575	1756	1421	39	44
149	0.50019	0.09780	0.52105	0.99846	0.52016	0.51292	-8.95761	1728	1449	43	40
149	0.49990	0.00998	0.53917	0.99705	0.54884	0.53477	-8.92289	1752	1425	40	43
149	0.49991	0.00200	0.56113	0.99418	0.56272	0.56644	-9.27476	1647	1530	32	51
149	0.50051	0.16766	0.51637	0.99477	0.52153	0.50930	-9.16266	1705	1472	43	40
149	0.50002	0.20559	0.51395	0.99733	0.53652	0.51280	-9.09724	1689	1488	42	41
149	0.49911	0.00200	0.55859	0.99513	0.56659	0.55722	-9.26174	1665	1512	34	49
149	0.49895	0.10379	0.51986	0.99523	0.53258	0.52856	-9.19303	1636	1541	38	45
149	0.50114	0.00200	0.56813	0.99419	0.56903	0.56017	-9.13670	1722	1455	35	48
