test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp	fold	gen	model	subset
0.50037	0.14172	0.51784	1.0	0.48065	0.47106	-9.00235	1730	1447	50	33	0	f	svc	top29
0.49972	0.98204	0.46452	0.40563	0.47153	0.52101	-8.9374	1419	1757	34	50	1	f	svc	top29
0.49998	0.99202	0.45979	0.38566	0.46229	0.53382	-9.38864	1765	1411	41	43	1	f	svc	top29
0.5012	0.97006	0.47143	0.38144	0.47733	0.51037	-8.81111	633	2543	15	69	1	f	svc	top29
0.5007	0.90419	0.47747	0.38312	0.47492	0.50939	-9.11016	1383	1793	35	49	1	f	svc	top29
0.49955	0.98802	0.45899	0.37934	0.46577	0.53059	-8.51414	1253	1923	28	56	1	f	svc	top29
0.50031	1.0	0.44933	0.3917	0.45606	0.55626	-9.27548	2210	966	49	35	1	f	svc	top29
0.50015	0.99601	0.45905	0.3862	0.45278	0.52758	-8.63377	1007	2169	22	62	1	f	svc	top29
0.50079	0.95609	0.4722	0.36958	0.47217	0.48912	-8.92082	1103	2073	31	53	1	f	svc	top29
0.50012	0.94411	0.47501	0.39183	0.47491	0.49897	-9.3577	2073	1103	55	29	1	f	svc	top29
0.49887	0.89421	0.47943	0.39159	0.46948	0.53576	-9.04576	1248	1928	27	57	1	f	svc	top29
0.49899	0.9022	0.47699	0.39682	0.47152	0.53036	-8.64203	760	2416	15	69	1	f	svc	top29
0.49933	1.0	0.44761	0.38753	0.45104	0.51571	-8.85039	1045	2131	25	59	1	f	svc	top29
0.50149	0.92216	0.47911	0.36916	0.48405	0.49738	-8.81055	1647	1529	44	40	1	f	svc	top29
0.49936	0.96008	0.47245	0.40152	0.46993	0.53937	-9.10342	2254	922	53	31	1	f	svc	top29
0.49958	0.92814	0.47608	0.40098	0.49358	0.53685	-9.08185	1444	1732	32	52	1	f	svc	top29
0.49881	0.68463	0.49052	0.37554	0.50661	0.44219	-9.13357	1977	1199	62	22	1	f	svc	top29
0.5011	0.90619	0.47811	0.39853	0.48114	0.51889	-9.26791	914	2262	21	63	1	f	svc	top29
0.50023	0.94012	0.47363	0.35865	0.47748	0.52481	-9.05152	1859	1317	45	39	1	f	svc	top29
0.4996	0.97804	0.46802	0.38083	0.46769	0.52123	-8.85429	1496	1680	36	48	1	f	svc	top29
0.50027	0.998	0.44824	0.35315	0.44722	0.54423	-8.89007	1264	1912	26	58	1	f	svc	top29
0.49913	0.499	0.5	0.40357	0.48892	0.5193	-8.65596	1824	1352	45	39	2	f	svc	top29
0.49952	0.47106	0.5	0.41845	0.47207	0.51099	-9.31584	1620	1556	41	43	2	f	svc	top29
0.49948	0.93413	0.47517	0.5	0.5	0.51608	-8.95899	1917	1259	48	36	2	f	svc	top29
0.50048	0.9002	0.48036	0.36627	0.48033	0.52712	-8.70275	1609	1567	38	46	2	f	svc	top29
0.49899	0.47904	0.5	0.5	0.5	0.51627	-8.95899	1956	1220	49	35	2	f	svc	top29
0.50065	0.51697	0.5	0.39402	0.47241	0.49954	-8.67925	1396	1780	37	47	2	f	svc	top29
0.49916	1.0	0.44503	0.5	0.5	0.55987	-8.95899	1628	1548	33	51	2	f	svc	top29
0.50046	0.51497	0.5	0.5	0.5	0.51984	-8.95899	1714	1462	42	42	2	f	svc	top29
0.50081	1.0	0.43833	0.5	0.5	0.55469	-8.95899	2011	1165	44	40	2	f	svc	top29
0.49966	0.48902	0.5	0.5	0.5	0.53515	-8.95899	2265	911	54	30	2	f	svc	top29
0.50023	0.998	0.46221	0.39701	0.46222	0.51889	-8.74939	1708	1468	42	42	2	f	svc	top29
0.50016	0.49301	0.5	0.5	0.5	0.53421	-8.95899	1465	1711	33	51	2	f	svc	top29
0.49961	0.98603	0.46169	0.38623	0.46166	0.52392	-8.74942	1929	1247	47	37	2	f	svc	top29
0.49963	0.48503	0.5	0.38606	0.49775	0.48014	-9.29129	1235	1941	36	48	2	f	svc	top29
0.50107	0.53693	0.5	0.39107	0.48487	0.50947	-8.70265	1081	2095	27	57	2	f	svc	top29
0.49846	0.43313	0.5	0.5	0.5	0.51453	-8.95899	1340	1836	33	51	2	f	svc	top29
0.50037	1.0	0.437	0.5	0.5	0.53484	-8.95899	2074	1102	49	35	2	f	svc	top29
0.49935	0.48303	0.5	0.37893	0.44362	0.54113	-9.171	1698	1478	38	46	2	f	svc	top29
0.499	0.22954	0.51128	0.41406	0.51131	0.48975	-9.34033	1901	1275	52	32	2	f	svc	top29
0.50032	0.998	0.45694	0.5	0.5	0.53222	-8.95899	1528	1648	35	49	2	f	svc	top29
0.50012	0.74251	0.48917	0.5	0.5	0.52313	-8.95899	1924	1252	47	37	3	f	svc	top29
0.50008	0.96407	0.47025	0.37926	0.47025	0.51591	-9.17065	1500	1676	37	47	3	f	svc	top29
0.50146	0.98603	0.46263	0.37444	0.46263	0.50876	-8.6575	1379	1797	35	49	3	f	svc	top29
0.49879	0.74052	0.48927	0.5	0.5	0.49761	-8.95899	1535	1641	41	43	3	f	svc	top29
0.49936	0.93413	0.47474	0.38631	0.47474	0.50273	-8.74767	1076	2100	28	56	3	f	svc	top29
0.50001	0.47904	0.5	0.38204	0.46784	0.526	-9.17062	1980	1196	48	36	3	f	svc	top29
0.49928	0.88822	0.47973	0.5	0.5	0.51453	-8.95899	1340	1836	33	51	3	f	svc	top29
0.50128	0.89621	0.4805	0.38062	0.4805	0.47612	-9.60085	1096	2080	33	51	3	f	svc	top29
0.49956	0.69261	0.4919	0.40315	0.4919	0.50617	-8.49173	1665	1511	43	41	3	f	svc	top29
0.5004	0.64072	0.4941	0.5	0.5	0.4978	-8.95899	1574	1602	42	42	3	f	svc	top29
0.49965	0.85629	0.48271	0.38536	0.48271	0.51465	-8.72811	1492	1684	37	47	3	f	svc	top29
0.49911	1.0	0.44985	0.39191	0.44985	0.55099	-9.38422	1496	1680	31	53	3	f	svc	top29
0.49938	0.99202	0.4595	0.5	0.5	0.54917	-8.95899	1371	1805	28	56	3	f	svc	top29
0.5001	0.59681	0.49574	0.39248	0.48693	0.49271	-9.38387	1277	1899	35	49	3	f	svc	top29
0.49858	0.43313	0.50051	0.39734	0.50051	0.50305	-8.61075	1683	1493	44	40	3	f	svc	top29
0.4991	0.48902	0.5	0.5	0.5	0.53488	-8.95899	1923	1253	45	39	3	f	svc	top29
0.49976	0.96407	0.46877	0.3821	0.46877	0.52248	-8.70338	1693	1483	41	43	3	f	svc	top29
0.49998	0.50499	0.5	0.40225	0.52002	0.48069	-9.21879	1730	1446	49	35	3	f	svc	top29
0.50027	0.86228	0.48232	0.38049	0.48232	0.49534	-10.43715	651	2525	18	66	3	f	svc	top29
0.50024	0.50898	0.5	0.39097	0.50274	0.50264	-8.74999	1756	1420	46	38	3	f	svc	top29
0.49881	0.88224	0.47987	0.28762	0.47987	0.51481	-7.93022	1304	1872	32	52	4	f	svc	top29
0.49906	1.0	0.44702	0.27063	0.44702	0.51769	-9.29161	1776	1400	44	40	4	f	svc	top29
0.49925	0.89022	0.47892	0.2121	0.47892	0.49836	-8.7027	1691	1485	45	39	4	f	svc	top29
0.49852	0.54291	0.49619	0.27272	0.49619	0.51202	-9.24236	1740	1436	44	40	4	f	svc	top29
0.50065	0.96607	0.4722	0.27052	0.4722	0.51628	-8.67915	973	2203	23	61	4	f	svc	top29
0.49961	0.48503	0.5	0.25894	0.43257	0.53575	-9.26746	2231	945	53	31	4	f	svc	top29
0.49977	0.92415	0.47512	0.27877	0.47512	0.50526	-8.72613	1697	1479	44	40	4	f	svc	top29
0.49837	0.9521	0.4725	0.2554	0.4725	0.53493	-9.26723	1583	1593	36	48	4	f	svc	top29
0.49931	0.76447	0.48705	0.26333	0.48705	0.52189	-8.0322	1538	1638	37	47	4	f	svc	top29
0.49936	0.501	0.5	0.25804	0.48796	0.50247	-9.21898	1339	1837	35	49	4	f	svc	top29
0.49963	0.99002	0.45924	0.5	0.5	0.52612	-8.95899	1338	1838	31	53	4	f	svc	top29
0.50041	0.90818	0.47769	0.27356	0.47769	0.51445	-9.31585	1642	1534	41	43	4	f	svc	top29
0.49918	0.81836	0.48546	0.27482	0.48546	0.48725	-9.36494	1507	1669	42	42	4	f	svc	top29
0.49918	1.0	0.45035	0.25485	0.45035	0.5405	-8.63249	1694	1482	38	46	4	f	svc	top29
0.5	1.0	0.44241	0.5	0.5	0.55587	-8.95899	1527	1649	31	53	4	f	svc	top29
0.50139	0.98603	0.46729	0.5	0.5	0.52059	-8.95899	1681	1495	41	43	4	f	svc	top29
0.49959	0.51497	0.5	0.26059	0.47376	0.52799	-8.67924	1123	2053	25	59	4	f	svc	top29
0.49983	0.70858	0.49088	0.5	0.5	0.49811	-8.95899	1576	1600	42	42	4	f	svc	top29
0.50007	0.32335	0.5075	0.25289	0.5075	0.49394	-8.65621	2041	1135	55	29	4	f	svc	top29
0.50132	0.53693	0.5	0.27256	0.48441	0.52431	-8.63271	1629	1547	39	45	4	f	svc	top29
0.50032	0.37924	0.50532	0.69636	0.50566	0.48738	-9.12309	1604	1573	44	39	0	combine	svc	top29
0.50072	0.00798	0.53873	0.5	0.5	0.5356	-9.07581	1719	1458	39	44	0	combine	svc	top29
0.50053	0.002	0.55062	0.69567	0.55014	0.54706	-9.04497	1677	1500	36	47	0	combine	svc	top29
0.50017	0.55489	0.49763	0.68593	0.49938	0.51753	-9.12766	1719	1458	42	41	0	combine	svc	top29
0.49924	0.002	0.57497	0.68284	0.57234	0.55682	-9.06289	1739	1438	36	47	0	combine	svc	top29
0.5008	0.00399	0.55058	0.68745	0.55202	0.5443	-9.06337	1736	1441	38	45	0	combine	svc	top29
0.49985	0.98802	0.46635	0.44642	0.47816	0.54603	-9.07924	1747	1430	38	45	0	combine	svc	top29
0.49985	0.00599	0.53878	0.6981	0.53846	0.54809	-9.11944	1607	1570	34	49	0	combine	svc	top29
0.50047	0.10978	0.51976	0.69845	0.51869	0.50449	-8.98601	1751	1426	45	38	0	combine	svc	top29
0.49978	0.0479	0.52612	0.50149	0.49984	0.51303	-9.07587	1767	1410	44	39	0	combine	svc	top29
0.50015	0.64072	0.49471	0.5306	0.49728	0.51391	-9.07463	1696	1481	42	41	0	combine	svc	top29
0.50063	0.13573	0.5203	0.69356	0.52163	0.52391	-9.05941	1683	1494	40	43	0	combine	svc	top29
0.5007	0.15968	0.51701	0.69726	0.51973	0.51438	-9.07697	1699	1478	42	41	0	combine	svc	top29
0.4993	0.07585	0.52408	0.7025	0.52508	0.49819	-9.06817	1711	1466	45	38	0	combine	svc	top29
0.49941	0.11178	0.51896	0.66319	0.51688	0.52481	-9.03335	1727	1450	41	42	0	combine	svc	top29
0.49977	0.002	0.59391	0.69883	0.59232	0.58203	-9.08629	1593	1584	28	55	0	combine	svc	top29
0.4996	0.10978	0.51972	0.70345	0.51963	0.50044	-9.05439	1687	1490	44	39	0	combine	svc	top29
0.50005	0.20758	0.51347	0.67771	0.52026	0.48635	-9.06872	1674	1503	46	37	0	combine	svc	top29
0.49857	0.002	0.55144	0.67171	0.54737	0.51295	-9.00059	1843	1334	46	37	0	combine	svc	top29
0.49941	0.04591	0.52839	0.69927	0.52986	0.51343	-9.10123	1693	1484	42	41	0	combine	svc	top29
0.50037	0.002	0.55656	0.92061	0.55698	0.54803	-9.04456	1515	1661	32	52	1	combine	svc	top29
0.49896	0.002	0.55673	0.9285	0.55784	0.53058	-8.99215	1631	1545	38	46	1	combine	svc	top29
0.50131	0.98603	0.46591	0.08824	0.4744	0.51238	-9.00978	1591	1585	40	44	1	combine	svc	top29
0.50121	0.002	0.5848	0.92481	0.58893	0.5502	-8.92179	1680	1496	36	48	1	combine	svc	top29
0.50169	0.002	0.5761	0.93681	0.57608	0.55751	-8.88395	1613	1563	33	51	1	combine	svc	top29
0.50011	1.0	0.42263	0.9171	0.57906	0.54692	-8.86719	1697	1479	37	47	1	combine	svc	top29
0.49977	0.002	0.59063	0.83487	0.57885	0.56661	-8.94933	1633	1543	32	52	1	combine	svc	top29
0.49934	0.00798	0.54009	0.92767	0.54047	0.52846	-8.91872	1731	1445	41	43	1	combine	svc	top29
0.50021	0.002	0.58263	0.93449	0.58375	0.5314	-8.92807	1674	1502	39	45	1	combine	svc	top29
0.5	0.00998	0.5394	0.91276	0.54246	0.51265	-8.79659	1744	1432	44	40	1	combine	svc	top29
0.49929	0.00399	0.54069	0.92966	0.54105	0.51956	-9.08606	1561	1615	38	46	1	combine	svc	top29
0.50019	0.002	0.56116	0.5	0.50079	0.56198	-8.95863	1528	1648	30	54	1	combine	svc	top29
0.50119	0.002	0.55894	0.91776	0.55919	0.53833	-8.90485	1529	1647	34	50	1	combine	svc	top29
0.50108	0.002	0.57179	0.91869	0.57175	0.58591	-8.88426	1680	1496	30	54	1	combine	svc	top29
0.49973	0.002	0.57593	0.92766	0.57339	0.57952	-8.8583	1715	1461	32	52	1	combine	svc	top29
0.50025	0.002	0.56313	0.92751	0.56111	0.50299	-8.85099	1607	1569	42	42	1	combine	svc	top29
0.50042	0.12176	0.5195	0.9191	0.52062	0.50236	-8.91775	1603	1573	42	42	1	combine	svc	top29
0.50031	0.002	0.56321	0.8985	0.5677	0.55344	-8.93298	1625	1551	34	50	1	combine	svc	top29
0.49919	0.002	0.56968	0.91745	0.57137	0.54942	-8.922	1486	1690	31	53	1	combine	svc	top29
0.50008	0.002	0.56307	0.92266	0.56465	0.53591	-8.95995	1438	1738	32	52	1	combine	svc	top29
0.50026	0.03194	0.52992	0.89898	0.5295	0.51981	-8.91747	1676	1500	41	43	2	combine	svc	top29
0.49964	0.02196	0.53093	0.91796	0.52997	0.53329	-8.93293	1686	1490	39	45	2	combine	svc	top29
0.49992	0.01397	0.53567	0.90284	0.53491	0.53999	-8.89207	1842	1334	42	42	2	combine	svc	top29
0.50016	0.002	0.55001	0.9083	0.55157	0.55996	-8.84117	1742	1434	36	48	2	combine	svc	top29
0.49972	0.002	0.56496	0.89976	0.56466	0.55511	-8.79579	1749	1427	37	47	2	combine	svc	top29
0.49884	0.00798	0.53737	0.9	0.53333	0.5221	-8.90138	1804	1372	44	40	2	combine	svc	top29
0.49947	0.002	0.5758	0.89861	0.57675	0.53706	-8.91749	1710	1466	39	45	2	combine	svc	top29
0.49927	0.00399	0.54818	0.9143	0.54795	0.52948	-8.84054	1624	1552	38	46	2	combine	svc	top29
0.49932	0.002	0.58474	0.91436	0.58583	0.54302	-8.89453	1710	1466	38	46	2	combine	svc	top29
0.50033	0.002	0.53735	0.91704	0.53594	0.51593	-8.84765	1727	1449	43	41	2	combine	svc	top29
0.50032	0.002	0.5539	0.66086	0.53736	0.52131	-8.94753	1799	1377	44	40	2	combine	svc	top29
0.49906	0.07784	0.52381	0.91268	0.52427	0.51105	-8.98047	1696	1480	43	41	2	combine	svc	top29
0.49981	0.002	0.55304	0.90478	0.55254	0.53675	-8.8759	1708	1468	39	45	2	combine	svc	top29
0.49954	0.99401	0.45352	0.08897	0.44925	0.54011	-9.18587	1805	1371	41	43	2	combine	svc	top29
0.49939	0.002	0.59178	0.90256	0.5924	0.58849	-8.77077	1772	1404	32	52	2	combine	svc	top29
0.50013	0.02794	0.53485	0.90649	0.53481	0.51014	-8.89064	1728	1448	44	40	2	combine	svc	top29
0.50062	0.002	0.54962	0.92095	0.54863	0.53984	-8.91288	1652	1524	37	47	2	combine	svc	top29
0.49782	0.00998	0.53839	0.90733	0.53836	0.53984	-8.87963	1652	1524	37	47	2	combine	svc	top29
0.49842	0.00998	0.53915	0.12036	0.46582	0.51533	-9.03163	1761	1415	44	40	2	combine	svc	top29
0.49914	0.002	0.56756	0.89975	0.5561	0.48402	-8.82808	1789	1387	50	34	2	combine	svc	top29
0.49956	0.01996	0.53695	0.77437	0.53577	0.53228	-8.93902	1604	1572	37	47	3	combine	svc	top29
0.49844	0.002	0.54518	0.78759	0.5454	0.55149	-8.91561	1726	1450	37	47	3	combine	svc	top29
0.50064	0.002	0.57453	0.79263	0.5744	0.55039	-8.81767	1719	1457	37	47	3	combine	svc	top29
0.50043	0.002	0.56541	0.78365	0.56599	0.54941	-8.87107	1675	1501	36	48	3	combine	svc	top29
0.49941	0.002	0.57748	0.78362	0.57922	0.54113	-8.87674	1698	1478	38	46	3	combine	svc	top29
0.50079	1.0	0.45978	0.72922	0.52767	0.54764	-8.93219	1815	1361	40	44	3	combine	svc	top29
0.49998	0.00399	0.54598	0.79091	0.54588	0.5319	-8.8516	1715	1461	40	44	3	combine	svc	top29
0.50012	0.00399	0.54041	0.79264	0.53803	0.50175	-8.8536	1826	1350	48	36	3	combine	svc	top29
0.49933	0.00599	0.53878	0.79582	0.53818	0.52501	-8.99413	1520	1656	36	48	3	combine	svc	top29
0.49968	0.002	0.56177	0.78955	0.56202	0.54018	-8.87286	1692	1484	38	46	3	combine	svc	top29
0.50043	0.002	0.56301	0.79085	0.5624	0.52069	-8.94955	1606	1570	39	45	3	combine	svc	top29
0.50197	0.002	0.59335	0.80106	0.59337	0.56793	-8.84236	1717	1459	34	50	3	combine	svc	top29
0.50061	0.02994	0.52993	0.77936	0.52933	0.49241	-8.89488	1691	1485	46	38	3	combine	svc	top29
0.49935	0.00599	0.5416	0.77427	0.54174	0.5161	-8.94842	1539	1637	38	46	3	combine	svc	top29
0.50121	0.002	0.56327	0.78735	0.56386	0.53978	-8.94357	1576	1600	35	49	3	combine	svc	top29
0.50024	0.002	0.55064	0.77451	0.53725	0.5005	-8.95429	1629	1547	43	41	3	combine	svc	top29
0.50037	0.002	0.55327	0.79482	0.55301	0.54847	-8.99119	1669	1507	36	48	3	combine	svc	top29
0.49973	0.002	0.575	0.7924	0.57499	0.56856	-8.84736	1532	1644	29	55	3	combine	svc	top29
0.50058	0.00399	0.55035	0.78088	0.55118	0.51471	-8.99376	1568	1608	39	45	3	combine	svc	top29
0.4994	0.00998	0.53797	0.78019	0.53789	0.53968	-8.92342	1651	1525	37	47	3	combine	svc	top29
0.50071	0.002	0.56173	0.69535	0.56549	0.56049	-8.89161	1821	1355	38	46	4	combine	svc	top29
0.49952	0.02794	0.53394	0.69195	0.5356	0.50588	-8.85148	1701	1475	44	40	4	combine	svc	top29
0.49932	0.02196	0.53005	0.68454	0.53087	0.52034	-8.89005	1755	1421	43	41	4	combine	svc	top29
0.49909	0.00599	0.54465	0.6785	0.54187	0.54207	-8.92518	1704	1472	38	46	4	combine	svc	top29
0.49895	0.50299	0.49952	0.69382	0.49957	0.50796	-8.86314	1752	1424	45	39	4	combine	svc	top29
0.49947	0.74451	0.48884	0.64981	0.51044	0.47927	-8.94574	1721	1455	49	35	4	combine	svc	top29
0.5013	0.23353	0.51289	0.70149	0.51175	0.5152	-8.84055	1798	1378	45	39	4	combine	svc	top29
0.49936	0.00599	0.54143	0.68365	0.53968	0.53397	-8.82147	1955	1221	46	38	4	combine	svc	top29
0.49943	0.0479	0.52537	0.69042	0.52604	0.52437	-8.87769	1705	1471	41	43	4	combine	svc	top29
0.50047	0.05788	0.52578	0.71235	0.52644	0.54418	-9.01668	1793	1383	40	44	4	combine	svc	top29
0.50133	0.00998	0.54068	0.71595	0.54098	0.54811	-8.96664	1818	1358	40	44	4	combine	svc	top29
0.50107	0.04591	0.53112	0.69308	0.5313	0.54589	-9.19558	1577	1599	34	50	4	combine	svc	top29
0.49965	0.04391	0.52859	0.68676	0.52774	0.51048	-8.84999	1768	1408	45	39	4	combine	svc	top29
0.49953	0.6986	0.49137	0.32644	0.5101	0.48966	-8.98471	1787	1389	49	35	4	combine	svc	top29
0.4993	0.56886	0.49641	0.67557	0.50032	0.51659	-8.91069	1769	1407	44	40	4	combine	svc	top29
0.49976	0.00599	0.54255	0.66218	0.53202	0.53171	-8.94243	1676	1500	39	45	4	combine	svc	top29
0.49931	0.00599	0.5423	0.6767	0.53798	0.53388	-8.92088	1841	1335	43	41	4	combine	svc	top29
0.50089	0.49701	0.50101	0.6832	0.50332	0.50075	-8.91416	1744	1432	46	38	4	combine	svc	top29
0.4989	0.51297	0.49841	0.68332	0.49326	0.48497	-8.87165	1795	1381	50	34	4	combine	svc	top29
0.49983	0.83234	0.483	0.5889	0.52554	0.50906	-8.95891	1759	1417	45	39	4	combine	svc	top29
0.50016	0.08583	0.52338	0.86475	0.52338	0.52346	-7.86754	2216	961	54	29	0	m	bnb	selected
0.49925	0.05788	0.52677	0.86833	0.52677	0.51633	-7.73746	2209	968	55	28	0	m	bnb	selected
0.49956	0.05589	0.52717	0.85044	0.52717	0.52656	-7.2576	2274	903	55	28	0	m	bnb	selected
0.49918	0.07585	0.52301	0.8556	0.52301	0.50057	-7.3284	2262	915	59	24	0	m	bnb	selected
0.49899	0.41717	0.50266	0.85586	0.50266	0.4716	-7.53691	2231	946	63	20	0	m	bnb	selected
0.49981	0.06188	0.52628	0.84836	0.52628	0.51467	-7.35071	2275	902	57	26	0	m	bnb	selected
0.50008	0.02794	0.53361	0.84051	0.53361	0.5262	-7.09153	2310	867	56	27	0	m	bnb	selected
0.5006	0.06387	0.52503	0.86084	0.52503	0.51381	-7.83436	2193	984	55	28	0	m	bnb	selected
0.50024	0.06986	0.52453	0.85618	0.52453	0.50837	-7.69756	2235	942	57	26	0	m	bnb	selected
0.4998	0.00798	0.54288	0.85604	0.54288	0.48428	-7.28435	2235	942	61	22	0	m	bnb	selected
0.49996	0.00798	0.54339	0.84431	0.54339	0.51053	-7.05864	2287	890	58	25	0	m	bnb	selected
0.50008	0.00998	0.54281	0.84128	0.54281	0.52121	-7.40455	2240	937	55	28	0	m	bnb	selected
0.50087	0.03992	0.52891	0.86842	0.52891	0.53645	-7.87021	2222	955	52	31	0	m	bnb	selected
0.50041	0.00798	0.54201	0.85912	0.54201	0.51916	-7.56548	2227	950	55	28	0	m	bnb	selected
0.49997	0.10978	0.51956	0.85263	0.51956	0.51184	-7.29756	2257	920	57	26	0	m	bnb	selected
0.49988	0.00798	0.5378	0.86156	0.5378	0.51984	-7.97089	2193	984	54	29	0	m	bnb	selected
0.49909	0.03792	0.52778	0.85649	0.52778	0.52613	-7.44718	2233	944	54	29	0	m	bnb	selected
0.49912	0.61078	0.49575	0.85032	0.49575	0.49341	-7.07407	2293	884	61	22	0	m	bnb	selected
0.50009	0.03992	0.52911	0.86035	0.52911	0.49853	-7.71222	2249	928	59	24	0	m	bnb	selected
0.50034	0.20359	0.51314	0.84391	0.51314	0.49361	-7.34587	2256	921	60	23	0	m	bnb	selected
0.49917	0.02994	0.53327	0.87019	0.53327	0.50807	-6.86308	2282	894	59	25	1	m	bnb	selected
0.49884	0.02395	0.53278	0.8721	0.53278	0.5405	-6.76907	2299	877	54	30	1	m	bnb	selected
0.50047	0.11577	0.51897	0.85427	0.51897	0.51972	-6.37289	2356	820	59	25	1	m	bnb	selected
0.50116	0.02994	0.52997	0.87939	0.52997	0.54334	-6.92908	2317	859	54	30	1	m	bnb	selected
0.5011	0.01198	0.54363	0.86247	0.54363	0.53285	-6.65728	2326	850	56	28	1	m	bnb	selected
0.50071	0.00998	0.54288	0.88779	0.54288	0.55115	-6.99436	2291	885	52	32	1	m	bnb	selected
0.50082	0.02395	0.53372	0.85964	0.53372	0.53351	-6.46731	2368	808	57	27	1	m	bnb	selected
0.50111	0.00399	0.54464	0.88548	0.54464	0.55134	-6.72452	2330	846	53	31	1	m	bnb	selected
0.50016	0.002	0.54976	0.84771	0.54976	0.552	-6.3199	2372	804	54	30	1	m	bnb	selected
0.49875	0.06587	0.52551	0.86304	0.52551	0.50684	-6.77159	2312	864	60	24	1	m	bnb	selected
0.50114	0.01796	0.53667	0.87208	0.53667	0.53754	-6.91136	2318	858	55	29	1	m	bnb	selected
0.50048	0.01397	0.53871	0.86951	0.53871	0.52551	-6.57971	2355	821	58	26	1	m	bnb	selected
0.50033	0.02794	0.53606	0.87268	0.53606	0.5355	-7.01425	2305	871	55	29	1	m	bnb	selected
0.49905	0.12974	0.51651	0.86123	0.51651	0.50951	-6.71245	2329	847	60	24	1	m	bnb	selected
0.50059	0.02196	0.53305	0.8662	0.53305	0.49698	-6.89637	2325	851	62	22	1	m	bnb	selected
0.49868	0.16367	0.5153	0.87331	0.5153	0.51515	-6.99098	2327	849	59	25	1	m	bnb	selected
0.50011	0.07784	0.52383	0.85621	0.52383	0.50936	-6.66075	2328	848	60	24	1	m	bnb	selected
0.50147	0.01597	0.53859	0.86757	0.53859	0.50936	-6.50641	2328	848	60	24	1	m	bnb	selected
0.50003	0.02794	0.5339	0.87803	0.5339	0.53033	-6.73894	2310	866	56	28	1	m	bnb	selected
0.50045	0.002	0.54766	0.87096	0.54766	0.54161	-6.86714	2306	870	54	30	1	m	bnb	selected
0.50053	0.002	0.58294	0.86129	0.58294	0.55581	-7.09571	2245	931	50	34	2	m	bnb	selected
0.49936	0.002	0.59957	0.86274	0.59957	0.5668	-6.94876	2277	899	49	35	2	m	bnb	selected
0.50041	0.002	0.59371	0.8597	0.59371	0.55584	-6.99865	2283	893	51	33	2	m	bnb	selected
0.50114	0.002	0.60448	0.864	0.60448	0.57776	-6.95589	2271	905	47	37	2	m	bnb	selected
0.49929	0.002	0.60613	0.84933	0.60613	0.59392	-6.87439	2298	878	45	39	2	m	bnb	selected
0.50057	0.002	0.5837	0.86543	0.5837	0.55597	-7.26941	2246	930	50	34	2	m	bnb	selected
0.49976	0.002	0.5992	0.8703	0.5992	0.57981	-7.1307	2284	892	47	37	2	m	bnb	selected
0.50048	0.002	0.60728	0.8473	0.60728	0.58186	-6.78985	2297	879	47	37	2	m	bnb	selected
0.49838	0.002	0.60216	0.86828	0.60216	0.57852	-7.24623	2238	938	46	38	2	m	bnb	selected
0.49994	0.002	0.616	0.85824	0.616	0.5651	-6.77226	2304	872	50	34	2	m	bnb	selected
0.5008	0.002	0.58691	0.84876	0.58691	0.54192	-6.77829	2308	868	54	30	2	m	bnb	selected
0.50047	0.002	0.59282	0.86119	0.59282	0.57134	-6.98413	2268	908	48	36	2	m	bnb	selected
0.49985	0.002	0.58992	0.85384	0.58992	0.54879	-6.929	2276	900	52	32	2	m	bnb	selected
0.4998	0.002	0.5973	0.85958	0.5973	0.57887	-7.09638	2278	898	47	37	2	m	bnb	selected
0.50006	0.002	0.59541	0.87539	0.59541	0.56255	-7.28471	2250	926	49	35	2	m	bnb	selected
0.50064	0.002	0.60752	0.85406	0.60752	0.61332	-7.10068	2270	906	41	43	2	m	bnb	selected
0.4998	0.002	0.59635	0.87675	0.59635	0.56617	-7.32918	2273	903	49	35	2	m	bnb	selected
0.50033	0.002	0.58279	0.85231	0.58279	0.57414	-7.21399	2248	928	47	37	2	m	bnb	selected
0.5	0.002	0.60143	0.8609	0.60143	0.5668	-7.00504	2277	899	49	35	2	m	bnb	selected
0.49904	0.002	0.58693	0.84994	0.58693	0.556	-6.75976	2284	892	51	33	2	m	bnb	selected
0.50042	0.13972	0.51933	0.83672	0.51933	0.50211	-6.91545	2282	894	60	24	3	m	bnb	selected
0.49962	0.01996	0.53457	0.84394	0.53457	0.51415	-7.28721	2245	931	57	27	3	m	bnb	selected
0.49924	0.10379	0.51915	0.85746	0.51915	0.48861	-7.50939	2234	942	61	23	3	m	bnb	selected
0.49936	0.002	0.54462	0.84975	0.54462	0.51207	-7.49735	2194	982	56	28	3	m	bnb	selected
0.49914	0.00998	0.53718	0.87226	0.53718	0.51273	-7.23977	2236	940	57	27	3	m	bnb	selected
0.49953	0.51697	0.49795	0.84965	0.49795	0.49223	-6.95689	2257	919	61	23	3	m	bnb	selected
0.49991	0.09581	0.52168	0.86254	0.52168	0.50237	-7.2944	2208	968	58	26	3	m	bnb	selected
0.49954	0.08383	0.52278	0.86282	0.52278	0.5132	-7.14082	2239	937	57	27	3	m	bnb	selected
0.50038	0.00399	0.54323	0.86884	0.54323	0.51496	-6.92812	2288	888	58	26	3	m	bnb	selected
