test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp	fold	gen	model	subset
0.49891	0.28743	0.50914	0.6574	0.52642	0.51278	-12.56315	913	2263	22	62	1	combine	lrc	top29
0.50113	0.002	0.55187	0.66229	0.56016	0.56176	-6.48241	2434	742	54	30	1	combine	lrc	top29
0.5003	0.002	0.56212	0.65513	0.5535	0.54005	-5.86382	2523	653	60	24	1	combine	lrc	top29
0.49986	0.03194	0.52893	0.64696	0.53736	0.54123	-7.29003	2228	948	52	32	1	combine	lrc	top29
0.4989	0.002	0.56283	0.65544	0.5487	0.53409	-10.85813	1313	1863	29	55	1	combine	lrc	top29
0.50003	0.02395	0.53785	0.66638	0.53889	0.53667	-7.36605	2199	977	52	32	2	combine	lrc	top29
0.49992	0.002	0.55394	0.66673	0.55366	0.55634	-9.20172	1719	1457	36	48	2	combine	lrc	top29
0.49897	0.01796	0.53216	0.66579	0.53902	0.51852	-10.23151	1441	1735	35	49	2	combine	lrc	top29
0.50159	0.01198	0.54409	0.66996	0.53856	0.50476	-9.98839	1467	1709	38	46	2	combine	lrc	top29
0.49916	0.06786	0.52607	0.66565	0.52719	0.51382	-11.45339	1033	2143	25	59	2	combine	lrc	top29
0.49998	0.002	0.55491	0.6639	0.54452	0.50645	-12.80897	835	2341	21	63	2	combine	lrc	top29
0.49949	0.00599	0.53628	0.65488	0.53132	0.53907	-10.45703	1269	1907	27	57	2	combine	lrc	top29
0.50072	0.05988	0.5286	0.64585	0.54473	0.49453	-10.6921	1213	1963	33	51	2	combine	lrc	top29
0.49882	0.01397	0.53348	0.66019	0.53236	0.54354	-8.20383	1978	1198	45	39	2	combine	lrc	top29
0.49924	0.00399	0.55022	0.68728	0.52818	0.51546	-9.10384	1724	1452	43	41	2	combine	lrc	top29
0.49956	0.002	0.57401	0.684	0.55419	0.51685	-9.24259	1695	1481	42	42	2	combine	lrc	top29
0.50065	0.002	0.57963	0.64868	0.56397	0.52733	-12.97458	892	2284	19	65	2	combine	lrc	top29
0.50029	0.00798	0.5409	0.6816	0.53946	0.5083	-11.3407	1187	1989	30	54	2	combine	lrc	top29
0.49973	0.44311	0.50323	0.65299	0.51252	0.50536	-9.95498	1433	1743	37	47	2	combine	lrc	top29
0.49988	0.00998	0.54139	0.67745	0.53106	0.52176	-5.83963	2558	618	64	20	2	combine	lrc	top29
0.49932	0.44511	0.50165	0.68438	0.51767	0.52455	-8.23315	1933	1243	47	37	2	combine	lrc	top29
0.50031	0.33333	0.50828	0.67737	0.50652	0.48438	-10.0304	1451	1725	41	43	2	combine	lrc	top29
0.49929	0.002	0.56737	0.67753	0.55729	0.52409	-9.66552	1552	1624	37	47	2	combine	lrc	top29
0.49999	0.002	0.54613	0.6561	0.53039	0.51873	-11.40764	1102	2074	26	58	2	combine	lrc	top29
0.49857	0.00998	0.53746	0.66159	0.53733	0.50205	-6.60084	2395	781	63	21	2	combine	lrc	top29
0.50041	0.04391	0.53273	0.65859	0.50961	0.5207	-7.14759	2211	965	55	29	3	combine	lrc	top29
0.50064	0.02196	0.53198	0.67361	0.53197	0.53203	-6.79913	2283	893	55	29	3	combine	lrc	top29
0.49937	0.002	0.56675	0.64702	0.53958	0.53722	-13.21478	917	2259	18	66	3	combine	lrc	top29
0.50086	0.06786	0.52568	0.66265	0.51693	0.53424	-7.71981	2108	1068	50	34	3	combine	lrc	top29
0.49936	0.00998	0.53791	0.66379	0.54098	0.52632	-5.42432	2587	589	64	20	3	combine	lrc	top29
0.49949	0.02994	0.53028	0.66818	0.54021	0.51255	-11.52322	1214	1962	30	54	3	combine	lrc	top29
0.49941	0.002	0.54732	0.65453	0.5608	0.52546	-11.08876	1296	1880	30	54	3	combine	lrc	top29
0.49975	0.002	0.58239	0.6539	0.574	0.53599	-9.04441	1741	1435	40	44	3	combine	lrc	top29
0.49975	0.002	0.55906	0.6224	0.54224	0.53421	-9.97308	1465	1711	33	51	3	combine	lrc	top29
0.49942	0.002	0.55782	0.6546	0.5359	0.54443	-5.7973	2513	663	59	25	3	combine	lrc	top29
0.50053	0.01198	0.54419	0.63517	0.56018	0.54289	-11.94655	953	2223	18	66	3	combine	lrc	top29
0.49999	0.002	0.57559	0.64807	0.54452	0.51019	-11.45814	1199	1977	30	54	3	combine	lrc	top29
0.5003	0.01397	0.5355	0.63931	0.54691	0.52697	-7.18384	2213	963	54	30	3	combine	lrc	top29
0.49969	0.002	0.5674	0.62339	0.541	0.51444	-4.98845	2814	362	72	12	3	combine	lrc	top29
0.50153	0.002	0.54648	0.64641	0.56606	0.51573	-11.07051	1272	1904	31	53	3	combine	lrc	top29
0.49949	0.01397	0.53954	0.65951	0.54064	0.51755	-7.21666	2191	985	55	29	3	combine	lrc	top29
0.49996	0.002	0.54443	0.67761	0.55786	0.5537	-10.00475	1551	1625	32	52	3	combine	lrc	top29
0.49981	0.002	0.56189	0.64429	0.50998	0.48744	-15.15499	563	2613	17	67	3	combine	lrc	top29
0.50109	0.00998	0.53905	0.63361	0.54173	0.53484	-6.96727	2263	913	54	30	3	combine	lrc	top29
0.50095	0.00399	0.54427	0.65268	0.53742	0.5305	-10.8651	1328	1848	30	54	3	combine	lrc	top29
0.5004	0.002	0.56398	0.6408	0.53932	0.51927	-11.36657	992	2184	23	61	4	combine	lrc	top29
0.49915	0.002	0.55085	0.65947	0.54198	0.53205	-5.35298	2699	477	66	18	4	combine	lrc	top29
0.49878	0.5489	0.49738	0.66638	0.5237	0.52167	-9.98761	1461	1715	35	49	4	combine	lrc	top29
0.5002	0.00998	0.53765	0.65758	0.52994	0.50095	-7.29332	2199	977	58	26	4	combine	lrc	top29
0.50092	0.0519	0.52658	0.61943	0.50771	0.52016	-9.65422	1527	1649	37	47	4	combine	lrc	top29
0.4993	0.002	0.5469	0.64839	0.55954	0.50909	-17.68035	209	2967	4	80	4	combine	lrc	top29
0.49874	0.002	0.54489	0.65538	0.55564	0.54799	-11.88308	1061	2115	20	64	4	combine	lrc	top29
0.49994	0.002	0.54045	0.63881	0.53221	0.53273	-7.51225	2174	1002	52	32	4	combine	lrc	top29
0.49953	0.01796	0.53532	0.65947	0.50484	0.48292	-11.29339	1177	1999	34	50	4	combine	lrc	top29
0.49972	0.03393	0.52892	0.64675	0.53149	0.49236	-4.51481	2825	351	76	8	4	combine	lrc	top29
0.50069	0.002	0.54832	0.67704	0.53293	0.53005	-10.23386	1363	1813	31	53	4	combine	lrc	top29
0.49973	0.002	0.55783	0.67883	0.56841	0.51741	-5.51453	2606	570	66	18	4	combine	lrc	top29
0.50163	0.07385	0.52539	0.64394	0.52776	0.50946	-7.86387	2064	1112	53	31	4	combine	lrc	top29
0.49973	0.2994	0.5096	0.65097	0.53935	0.54335	-5.25528	2733	443	65	19	4	combine	lrc	top29
0.49996	0.26148	0.51037	0.69674	0.4999	0.50319	-11.28402	1268	1908	33	51	4	combine	lrc	top29
0.49971	0.08982	0.52125	0.66323	0.52253	0.49515	-13.34681	801	2375	22	62	4	combine	lrc	top29
0.50008	0.002	0.55206	0.65337	0.53235	0.53554	-11.126	1171	2005	25	59	4	combine	lrc	top29
0.50142	0.00798	0.54809	0.65682	0.54543	0.51469	-4.31077	2929	247	75	9	4	combine	lrc	top29
0.50131	0.002	0.55789	0.65599	0.57652	0.56327	-6.77208	2368	808	52	32	4	combine	lrc	top29
0.49987	0.00998	0.53937	0.65299	0.54212	0.54383	-8.35729	1942	1234	44	40	4	combine	lrc	top29
0.50215	0.16168	0.51861	0.90227	0.52786	0.5343	-20.87275	639	2538	11	72	0	m	nn	top29
0.49974	0.79042	0.48563	0.84721	0.54286	0.5259	-17.18289	777	2400	16	67	0	m	nn	top29
0.49943	0.84032	0.48377	0.87372	0.53022	0.532	-6.97798	2232	945	53	30	0	m	nn	top29
0.5006	0.72056	0.49126	0.89078	0.51712	0.50249	-16.74415	1011	2166	26	57	0	m	nn	top29
0.49918	0.002	0.55223	0.90948	0.57095	0.56331	-11.0205	1742	1435	35	48	0	m	nn	top29
0.49991	0.002	0.54627	0.9091	0.58551	0.54203	-6.99809	2334	843	54	29	0	m	nn	top29
0.4989	0.09182	0.52201	0.89843	0.5323	0.49425	-7.74495	2107	1070	56	27	0	m	nn	top29
0.50061	0.002	0.56934	0.83925	0.60394	0.56677	-6.97881	2185	992	46	37	0	m	nn	top29
0.50008	0.01796	0.53694	0.83811	0.54133	0.52589	-7.1034	2308	869	56	27	0	m	nn	top29
0.50033	0.18164	0.515	0.84588	0.55316	0.53855	-13.18274	1355	1822	29	54	0	m	nn	top29
0.49972	0.26946	0.51029	0.90525	0.47502	0.52674	-18.10785	1012	2165	22	61	0	m	nn	top29
0.49986	0.49301	0.49973	0.85099	0.50442	0.5234	-4.06062	2675	502	66	17	0	m	nn	top29
0.50082	0.002	0.55991	0.90297	0.53166	0.53341	-12.15102	1552	1625	35	48	0	m	nn	top29
0.49826	0.002	0.58188	0.87711	0.48907	0.51643	-9.38253	1980	1197	49	34	0	m	nn	top29
0.49991	0.00399	0.55482	0.88544	0.54577	0.54412	-6.57852	2309	868	53	30	0	m	nn	top29
0.49971	0.002	0.58433	0.82594	0.51047	0.50233	-11.5244	1699	1478	44	39	0	m	nn	top29
0.49992	0.002	0.56337	0.8713	0.56426	0.51976	-19.57809	738	2439	16	67	0	m	nn	top29
0.50052	0.002	0.56685	0.93192	0.56093	0.52149	-11.25735	1859	1318	45	38	0	m	nn	top29
0.50025	0.00399	0.53675	0.8479	0.48327	0.48685	-10.50326	1792	1385	49	34	0	m	nn	top29
0.49915	0.00599	0.54808	0.70929	0.54224	0.53409	-9.32377	1786	1391	41	42	0	m	nn	top29
0.50032	0.002	0.54828	1.0	0.53648	0.50301	-11.16325	2023	1153	53	31	1	m	nn	top29
0.49988	0.002	0.56963	0.98655	0.58878	0.56863	-18.67162	1419	1757	26	58	1	m	nn	top29
0.49939	0.11377	0.51921	0.97812	0.50364	0.47174	-4.28721	2694	482	76	8	1	m	nn	top29
0.50071	0.08184	0.52578	0.95149	0.57905	0.56174	-18.94098	1224	1952	22	62	1	m	nn	top29
0.5008	0.002	0.57892	0.99935	0.56274	0.54466	-15.69216	1607	1569	35	49	1	m	nn	top29
0.49848	0.10778	0.51861	0.99966	0.50752	0.52839	-20.13649	1239	1937	28	56	1	m	nn	top29
0.50007	0.36727	0.50649	0.99825	0.49791	0.4866	-12.46714	1881	1295	52	32	1	m	nn	top29
0.50096	0.002	0.60063	0.98702	0.6042	0.56847	-8.40697	2212	964	47	37	1	m	nn	top29
0.50042	0.02794	0.53475	0.99555	0.52873	0.5105	-17.81409	1390	1786	35	49	1	m	nn	top29
0.50048	0.93812	0.47707	0.98646	0.4988	0.51658	-20.00555	1164	2012	28	56	1	m	nn	top29
0.50037	0.02994	0.52989	0.99897	0.54973	0.54418	-13.54308	1793	1383	40	44	1	m	nn	top29
0.50033	0.002	0.58449	0.99379	0.57985	0.55252	-12.71753	1846	1330	40	44	1	m	nn	top29
0.49972	0.00599	0.54166	0.99416	0.55061	0.51688	-23.22214	939	2237	22	62	1	m	nn	top29
0.4994	0.002	0.57279	0.94462	0.55635	0.50818	-32.7755	241	2935	5	79	1	m	nn	top29
0.50123	0.03593	0.53194	0.99857	0.53607	0.5281	-17.04079	1464	1712	34	50	1	m	nn	top29
0.5004	0.002	0.58579	0.97979	0.50744	0.49911	-5.04085	2641	535	70	14	1	m	nn	top29
0.49921	0.26946	0.50873	0.99949	0.49273	0.48545	-15.80222	1609	1567	45	39	1	m	nn	top29
0.50001	0.002	0.58955	0.99869	0.52504	0.5125	-15.60689	1554	1622	39	45	1	m	nn	top29
0.50026	0.9521	0.474	0.99483	0.51894	0.54068	-14.12829	1733	1443	39	45	1	m	nn	top29
0.49971	0.002	0.56755	0.99894	0.50744	0.49304	-14.06992	1695	1481	46	38	1	m	nn	top29
0.50039	0.002	0.54804	0.99773	0.54253	0.54421	-11.99744	1831	1345	41	43	2	m	nn	top29
0.49958	0.002	0.59387	0.9998	0.52786	0.54351	-11.69118	1940	1236	44	40	2	m	nn	top29
0.50017	0.0978	0.52143	0.99841	0.49438	0.49754	-14.92922	1648	1528	44	40	2	m	nn	top29
0.50003	0.04391	0.52769	0.98507	0.54026	0.5421	-20.24566	948	2228	18	66	2	m	nn	top29
0.49912	0.26347	0.50978	0.99963	0.54005	0.51497	-18.31439	1305	1871	32	52	2	m	nn	top29
0.49916	0.00399	0.53804	0.99812	0.51804	0.51498	-11.50839	1910	1266	48	36	2	m	nn	top29
0.49897	0.01996	0.53565	0.99869	0.55855	0.53621	-21.71143	1024	2152	21	63	2	m	nn	top29
0.5009	0.01397	0.53606	0.99693	0.49515	0.48495	-15.29248	1568	1608	44	40	2	m	nn	top29
0.50129	0.60679	0.49686	0.99972	0.52332	0.51629	-18.77939	1389	1787	34	50	2	m	nn	top29
0.50149	0.02196	0.53822	0.98611	0.56804	0.56266	-9.75714	1986	1190	42	42	2	m	nn	top29
0.49986	0.002	0.56269	1.0	0.58531	0.55239	-12.8811	1883	1293	41	43	2	m	nn	top29
0.50087	0.02994	0.53488	0.99999	0.54998	0.5237	-11.35651	2041	1135	50	34	2	m	nn	top29
0.49943	0.69261	0.49126	0.99907	0.51138	0.49914	-11.43373	1885	1291	50	34	2	m	nn	top29
0.50016	0.002	0.58319	0.98465	0.54012	0.51834	-9.79255	2007	1169	50	34	2	m	nn	top29
0.5006	0.002	0.5633	0.99956	0.56746	0.54316	-9.61994	2089	1087	48	36	2	m	nn	top29
0.50018	0.08383	0.52243	0.99824	0.52626	0.54407	-8.37479	2246	930	52	32	2	m	nn	top29
0.5007	0.02794	0.5342	0.98899	0.55173	0.55452	-15.45741	1405	1771	28	56	2	m	nn	top29
0.50013	0.002	0.61375	0.91559	0.61242	0.5809	-14.86559	1081	2095	15	69	2	m	nn	top29
0.50009	0.0499	0.52777	0.99931	0.53592	0.52695	-12.84887	1797	1379	43	41	2	m	nn	top29
0.49948	0.002	0.57122	0.98562	0.57696	0.54287	-8.68054	2125	1051	49	35	2	m	nn	top29
0.5004	0.002	0.55207	0.99874	0.53179	0.50789	-21.37642	1260	1916	32	52	3	m	nn	top29
0.50094	0.00998	0.54488	0.99411	0.5126	0.51966	-11.09992	2091	1085	52	32	3	m	nn	top29
0.49968	0.02196	0.53335	0.97164	0.52502	0.50606	-28.72949	530	2646	13	71	3	m	nn	top29
0.50009	0.01198	0.5397	0.98245	0.55546	0.54682	-22.95987	978	2198	18	66	3	m	nn	top29
0.50083	0.00599	0.54913	0.97825	0.55023	0.55413	-6.43911	2499	677	57	27	3	m	nn	top29
0.50057	0.37924	0.50569	0.96732	0.50807	0.49614	-19.20606	1261	1915	34	50	3	m	nn	top29
0.50013	0.00998	0.53586	0.97983	0.52223	0.49645	-27.23256	658	2518	18	66	3	m	nn	top29
0.4997	0.998	0.45193	0.99612	0.52582	0.51882	-14.37567	1821	1355	45	39	3	m	nn	top29
0.5009	0.82435	0.48534	0.99177	0.49695	0.48511	-10.6937	2174	1002	60	24	3	m	nn	top29
0.50092	0.002	0.54802	0.97493	0.53526	0.46683	-20.61071	1037	2139	33	51	3	m	nn	top29
0.49945	0.002	0.54573	0.90702	0.56866	0.50368	-34.38325	99	3077	2	82	3	m	nn	top29
0.49894	0.50898	0.49879	0.95761	0.50697	0.50993	-9.83834	2067	1109	53	31	3	m	nn	top29
0.49867	0.00399	0.54124	0.98741	0.46719	0.48241	-12.99209	1930	1246	54	30	3	m	nn	top29
0.50013	0.002	0.56119	0.98126	0.54995	0.51419	-19.8575	1111	2065	27	57	3	m	nn	top29
0.50108	0.002	0.56168	0.97307	0.55536	0.53859	-10.1542	2060	1116	48	36	3	m	nn	top29
0.49944	0.01796	0.53333	0.99812	0.59129	0.57543	-18.3441	1500	1676	27	57	3	m	nn	top29
0.5003	0.05589	0.52682	0.99909	0.53896	0.53197	-17.21496	1602	1574	37	47	3	m	nn	top29
0.50082	0.002	0.55597	0.96086	0.52277	0.51581	-7.66944	2369	807	60	24	3	m	nn	top29
0.49914	0.00599	0.54148	0.95971	0.52847	0.5288	-18.49708	1166	2010	26	58	3	m	nn	top29
0.50099	0.002	0.56168	0.96476	0.53944	0.54536	-8.17789	2292	884	53	31	3	m	nn	top29
0.50013	0.3493	0.5061	0.9982	0.53219	0.53693	-12.9015	1936	1240	45	39	4	m	nn	top29
0.49958	0.15369	0.51758	0.98449	0.52073	0.49267	-17.48199	1428	1748	39	45	4	m	nn	top29
0.49845	0.00998	0.53745	0.98164	0.52951	0.50509	-4.8937	2679	497	70	14	4	m	nn	top29
0.50013	0.002	0.56077	0.99877	0.56794	0.55363	-15.77095	1664	1512	35	49	4	m	nn	top29
0.50053	0.54092	0.49877	0.99267	0.57676	0.55958	-13.58868	1853	1323	39	45	4	m	nn	top29
0.50016	0.04391	0.52715	0.99669	0.51385	0.47851	-13.16926	1943	1233	55	29	4	m	nn	top29
0.49988	0.00599	0.54404	0.9995	0.52064	0.4934	-12.5099	1962	1214	53	31	4	m	nn	top29
0.49978	0.002	0.54794	0.99652	0.55785	0.53978	-17.21359	1576	1600	35	49	4	m	nn	top29
0.49997	0.03393	0.52967	0.98275	0.51621	0.4985	-19.56637	1276	1900	34	50	4	m	nn	top29
0.49838	0.002	0.5639	0.99407	0.57852	0.56061	-21.02226	1179	1997	21	63	4	m	nn	top29
0.50042	0.03593	0.52894	0.99399	0.5408	0.53814	-17.28471	1490	1686	33	51	4	m	nn	top29
0.50191	0.99202	0.46129	0.9956	0.52871	0.53266	-15.50305	1682	1494	39	45	4	m	nn	top29
0.49888	0.00998	0.5351	0.99156	0.53823	0.54346	-25.15072	881	2295	16	68	4	m	nn	top29
0.499	0.03593	0.53025	0.9976	0.46098	0.48871	-12.98876	1970	1206	54	30	4	m	nn	top29
0.49928	0.00599	0.54408	0.98606	0.51274	0.49536	-22.85396	1067	2109	29	55	4	m	nn	top29
0.49934	0.002	0.58422	0.9898	0.53386	0.52869	-25.88089	825	2351	17	67	4	m	nn	top29
0.50166	0.00998	0.53964	0.99453	0.53704	0.52706	-8.90007	2327	849	57	27	4	m	nn	top29
0.50043	0.31737	0.50822	0.98042	0.51815	0.49267	-9.73273	2222	954	60	24	4	m	nn	top29
0.49937	0.72655	0.48859	0.99893	0.52555	0.54675	-11.42786	2074	1102	47	37	4	m	nn	top29
0.50059	0.00399	0.54606	0.99969	0.52647	0.50984	-19.39251	1348	1828	34	50	4	m	nn	top29
0.49965	0.43513	0.50236	0.80408	0.49555	0.51591	-6.2829	2436	741	61	22	0	f	nn	top29
0.49971	0.70659	0.49151	0.74639	0.46965	0.52161	-16.3247	367	2810	6	77	0	f	nn	top29
0.49974	0.91417	0.47646	0.75391	0.45465	0.4983	-4.90136	2860	317	75	8	0	f	nn	top29
0.50027	0.88224	0.4816	0.72236	0.49176	0.5113	-15.57817	378	2799	8	75	0	f	nn	top29
0.50046	0.95609	0.47119	0.75242	0.4774	0.50862	-11.88111	1050	2127	26	57	0	f	nn	top29
0.5004	0.28144	0.51127	0.7583	0.49116	0.49908	-15.55045	798	2379	21	62	0	f	nn	top29
0.50021	0.71657	0.49063	0.75562	0.50387	0.49683	-3.28712	3042	135	80	3	0	f	nn	top29
0.50055	0.8982	0.48026	0.72351	0.48944	0.50102	-7.30841	2150	1027	56	27	0	f	nn	top29
0.50112	0.92814	0.47662	0.77893	0.5268	0.52265	-6.91975	2364	813	58	25	0	f	nn	top29
0.50035	0.77844	0.48701	0.77524	0.46619	0.49626	-17.94023	359	2818	10	73	0	f	nn	top29
0.4991	0.48902	0.49936	0.69796	0.48842	0.50317	-6.95139	2623	554	68	15	0	f	nn	top29
0.50096	0.27146	0.51045	0.70426	0.50477	0.49238	-5.58364	2631	546	70	13	0	f	nn	top29
0.5013	0.97405	0.46717	0.7204	0.472	0.4991	-7.5795	2444	733	64	19	0	f	nn	top29
0.49951	0.06587	0.5251	0.85384	0.47747	0.50966	-6.88968	2358	819	60	23	0	f	nn	top29
0.50089	1.0	0.45192	0.69886	0.46987	0.46173	-17.11428	331	2846	15	68	0	f	nn	top29
0.49924	0.71058	0.48988	0.67121	0.47019	0.47192	-8.56617	1812	1365	52	31	0	f	nn	top29
0.49885	0.66267	0.49184	0.74514	0.471	0.46943	-15.2506	533	2644	19	64	0	f	nn	top29
0.50009	0.06387	0.52572	0.74812	0.51128	0.48255	-4.5538	2913	264	79	4	0	f	nn	top29
0.49721	0.9521	0.46708	0.70303	0.45209	0.49247	-6.5876	2555	622	68	15	0	f	nn	top29
0.4986	0.9521	0.46953	0.8236	0.51082	0.50727	-4.62454	2917	260	75	8	0	f	nn	top29
0.50059	0.40719	0.50466	0.9613	0.55474	0.56904	-7.78531	2329	847	50	34	1	f	nn	top29
0.50042	0.1976	0.51538	0.9334	0.52228	0.51166	-7.24935	2267	909	58	26	1	f	nn	top29
0.49949	0.12176	0.51737	0.98583	0.48342	0.50703	-17.97471	1368	1808	35	49	1	f	nn	top29
0.50009	0.1477	0.51595	0.95589	0.52446	0.48293	-6.45885	2387	789	66	18	1	f	nn	top29
0.50025	0.002	0.55127	0.9921	0.51441	0.52984	-12.23135	1891	1285	45	39	1	f	nn	top29
0.4999	0.11776	0.51926	0.97378	0.51697	0.50079	-8.42201	2198	978	58	26	1	f	nn	top29
0.49998	0.00599	0.54422	0.97151	0.58821	0.52429	-26.06598	608	2568	12	72	1	f	nn	top29
0.50043	0.002	0.58706	0.97136	0.56296	0.5217	-21.84493	894	2282	20	64	1	f	nn	top29
0.5018	0.002	0.55447	0.98972	0.53236	0.51624	-20.1512	1124	2052	27	57	1	f	nn	top29
0.50099	0.57884	0.49722	0.97445	0.53375	0.51888	-17.35804	1292	1884	31	53	1	f	nn	top29
0.49986	0.00998	0.53829	0.92938	0.57184	0.51022	-25.0607	443	2733	10	74	1	f	nn	top29
0.49965	0.02395	0.53296	0.98389	0.53571	0.52793	-14.92694	1652	1524	39	45	1	f	nn	top29
0.49844	0.47106	0.5006	0.97802	0.48468	0.51546	-21.93747	930	2246	22	62	1	f	nn	top29
0.49985	0.2016	0.51487	0.95592	0.54381	0.53416	-11.70517	1805	1371	42	42	1	f	nn	top29
0.5003	0.02595	0.53256	0.9742	0.50935	0.50946	-18.02482	1270	1906	32	52	1	f	nn	top29
0.50007	0.02196	0.53127	0.97292	0.49306	0.50022	-7.55712	2270	906	60	24	1	f	nn	top29
0.49958	0.21158	0.51195	0.94686	0.51466	0.52014	-18.44671	1111	2065	26	58	1	f	nn	top29
0.50056	0.0499	0.52869	0.96901	0.51972	0.49351	-5.64452	2492	684	67	17	1	f	nn	top29
0.50015	0.54491	0.49801	0.98098	0.52164	0.51619	-14.24758	1653	1523	41	43	1	f	nn	top29
0.50025	0.01397	0.53987	0.98884	0.52936	0.52221	-7.42147	2334	842	58	26	1	f	nn	top29
0.50055	0.06188	0.52554	1.0	0.50849	0.49373	-16.74014	1586	1590	43	41	2	f	nn	top29
0.50007	0.31138	0.50868	1.0	0.53122	0.52969	-15.11089	1701	1475	40	44	2	f	nn	top29
0.49963	0.82635	0.48513	1.0	0.47528	0.50037	-16.13989	1666	1510	44	40	2	f	nn	top29
0.4993	0.03194	0.52881	1.0	0.53123	0.51571	-15.91731	1650	1526	41	43	2	f	nn	top29
0.49899	0.50699	0.49863	1.0	0.43022	0.4622	-15.20702	1726	1450	52	32	2	f	nn	top29
0.49962	0.39721	0.50391	1.0	0.47269	0.48652	-16.93644	1578	1598	44	40	2	f	nn	top29
0.5003	0.99601	0.4551	1.0	0.45973	0.47562	-15.71021	1660	1516	48	36	2	f	nn	top29
0.49844	0.002	0.55541	1.0	0.59607	0.54724	-15.2081	1699	1477	37	47	2	f	nn	top29
0.50132	0.70659	0.49272	1.0	0.53279	0.52025	-16.05296	1641	1535	40	44	2	f	nn	top29
0.49944	0.00798	0.5422	1.0	0.51524	0.4885	-15.60717	1704	1472	47	37	2	f	nn	top29
0.49946	0.98802	0.45747	1.0	0.47737	0.50097	-16.40143	1632	1544	43	41	2	f	nn	top29
0.49963	0.16966	0.51642	1.0	0.55013	0.52025	-16.25625	1641	1535	40	44	2	f	nn	top29
0.4986	0.11577	0.51938	1.0	0.49986	0.49316	-16.00165	1658	1518	45	39	2	f	nn	top29
0.50071	0.02794	0.53398	1.0	0.52599	0.50954	-16.79137	1573	1603	40	44	2	f	nn	top29
0.49924	0.00399	0.54344	1.0	0.53942	0.53086	-16.48056	1595	1581	37	47	2	f	nn	top29
0.49924	0.5489	0.49698	1.0	0.52541	0.54157	-15.64858	1663	1513	37	47	2	f	nn	top29
0.50059	0.002	0.56627	1.0	0.52128	0.53131	-16.77991	1560	1616	36	48	2	f	nn	top29
0.50022	0.49501	0.501	1.0	0.49223	0.4954	-15.318	1710	1466	46	38	2	f	nn	top29
0.49995	0.70659	0.49172	1.0	0.4713	0.48724	-15.40086	1696	1480	47	37	2	f	nn	top29
0.50053	0.00998	0.5434	1.0	0.52306	0.50331	-16.31994	1609	1567	42	42	2	f	nn	top29
0.49999	0.91417	0.47617	0.95814	0.51989	0.53349	-14.35311	1347	1829	30	54	3	f	nn	top29
0.49927	0.12575	0.51713	0.98902	0.51105	0.52697	-9.66953	2024	1152	49	35	3	f	nn	top29
0.50032	0.57884	0.49682	0.99132	0.50967	0.49916	-16.11732	1318	1858	35	49	3	f	nn	top29
0.50045	0.23752	0.51247	0.97452	0.54946	0.49906	-14.70885	1393	1783	37	47	3	f	nn	top29
0.50035	0.4012	0.50465	0.9969	0.54376	0.53539	-12.31921	1775	1401	41	43	3	f	nn	top29
0.49901	0.37924	0.50366	0.98936	0.49725	0.50046	-20.08588	986	2190	26	58	3	f	nn	top29
0.5003	0.28743	0.50945	0.9957	0.49453	0.49705	-16.08705	1418	1758	38	46	3	f	nn	top29
0.50024	0.18762	0.51487	0.99226	0.52614	0.52538	-12.1396	1787	1389	43	41	3	f	nn	top29
0.50023	0.07585	0.52418	0.98102	0.56176	0.5589	-14.86201	1395	1781	27	57	3	f	nn	top29
0.50008	0.01996	0.53564	0.99544	0.50903	0.5001	-14.67053	1513	1663	40	44	3	f	nn	top29
0.5005	0.00399	0.54969	0.99026	0.5097	0.52179	-13.3621	1613	1563	39	45	3	f	nn	top29
0.49991	0.24152	0.51136	0.98866	0.52057	0.49247	-19.93522	973	2203	27	57	3	f	nn	top29
0.49984	0.0519	0.53006	0.99011	0.55118	0.53107	-16.86659	1256	1920	28	56	3	f	nn	top29
0.49901	0.59681	0.49523	0.97249	0.48949	0.48205	-13.82202	1474	1702	42	42	3	f	nn	top29
0.50035	0.11976	0.51942	0.9718	0.5513	0.53332	-13.09616	1535	1641	35	49	3	f	nn	top29
0.49913	0.06786	0.52414	0.9857	0.53274	0.54088	-13.86613	1583	1593	35	49	3	f	nn	top29
0.50113	0.78244	0.48904	0.97655	0.48738	0.48537	-17.75489	1117	2059	32	52	3	f	nn	top29
0.49921	0.15569	0.51663	0.99344	0.55709	0.5201	-14.66496	1451	1725	35	49	3	f	nn	top29
0.4995	0.39122	0.50421	0.99754	0.5212	0.51493	-8.35307	2250	926	57	27	3	f	nn	top29
0.49985	0.85629	0.48224	0.98657	0.46443	0.4609	-10.74062	1869	1307	56	28	3	f	nn	top29
0.49861	0.32735	0.5053	0.99294	0.50633	0.49432	-18.86985	1136	2040	31	53	4	f	nn	top29
0.49841	0.09182	0.52039	1.0	0.54369	0.53353	-14.03356	1801	1375	42	42	4	f	nn	top29
0.50085	0.002	0.58809	0.98998	0.55345	0.55789	-14.47436	1502	1674	30	54	4	f	nn	top29
0.49979	0.00599	0.54184	0.96657	0.55367	0.52313	-8.33221	2113	1063	52	32	4	f	nn	top29
0.50053	0.01198	0.53588	0.99991	0.53143	0.49824	-16.29063	1539	1637	41	43	4	f	nn	top29
