,test_perm,test_pval,test_score,train_score,auc_prob,auc_pred,r2,tn,fp,fn,tp,fold,gen,model,subset
18,0.49891,0.03194,0.53,0.75707,0.53,0.50809,-9.28509,1715,1461,44,40,4,m,qda,top29
19,0.50004,0.002,0.55923,0.73877,0.55923,0.51845,-9.40506,1743,1433,43,41,4,m,qda,top29
0,0.50057,0.00399,0.54941,0.85235,0.54941,0.54346,-9.99141,1675,1501,37,47,1,f,qda,top29
1,0.50166,0.12375,0.52027,0.84954,0.52027,0.52576,-10.06668,1676,1500,40,44,1,f,qda,top29
2,0.50033,0.18563,0.51637,0.8433,0.51637,0.48067,-10.89354,1503,1673,43,41,1,f,qda,top29
3,0.49948,0.79641,0.48604,0.82285,0.48604,0.47902,-10.24055,1606,1570,46,38,1,f,qda,top29
4,0.49989,0.02395,0.53242,0.83237,0.53242,0.5063,-10.17805,1628,1548,42,42,1,f,qda,top29
5,0.49974,0.01996,0.53277,0.85528,0.53277,0.53852,-10.67536,1568,1608,35,49,1,f,qda,top29
6,0.50081,0.17964,0.5167,0.83505,0.5167,0.48384,-10.46338,1561,1615,44,40,1,f,qda,top29
7,0.49978,0.002,0.54989,0.84201,0.54989,0.53398,-10.38821,1577,1599,36,48,1,f,qda,top29
8,0.49872,0.01996,0.53246,0.85376,0.53246,0.54626,-10.29206,1655,1521,36,48,1,f,qda,top29
9,0.49988,0.36327,0.50619,0.84435,0.50619,0.51804,-10.3249,1627,1549,40,44,1,f,qda,top29
10,0.50002,0.04192,0.52729,0.84427,0.52729,0.50938,-9.57868,1761,1415,45,39,1,f,qda,top29
11,0.50003,0.002,0.55694,0.84562,0.55694,0.53968,-10.19166,1651,1525,37,47,1,f,qda,top29
12,0.49966,0.31337,0.50792,0.84721,0.50792,0.51222,-10.38322,1590,1586,40,44,1,f,qda,top29
13,0.49919,0.79641,0.48579,0.83221,0.48579,0.44857,-10.47783,1526,1650,49,35,1,f,qda,top29
14,0.50072,0.11776,0.51997,0.8307,0.51997,0.5085,-9.9543,1642,1534,42,42,1,f,qda,top29
15,0.49858,0.57685,0.49491,0.83528,0.49491,0.50132,-9.97064,1672,1504,44,40,1,f,qda,top29
16,0.49993,0.26747,0.51023,0.82751,0.51023,0.51616,-10.60466,1615,1561,40,44,1,f,qda,top29
17,0.499,0.01597,0.53894,0.82957,0.53894,0.5273,-9.89113,1648,1528,39,45,1,f,qda,top29
18,0.49947,0.01996,0.53477,0.85355,0.53477,0.54431,-10.50449,1567,1609,34,50,1,f,qda,top29
19,0.4999,0.17565,0.51538,0.84242,0.51538,0.5097,-10.35249,1574,1602,40,44,1,f,qda,top29
0,0.49943,0.002,0.53864,0.83998,0.53864,0.54292,-9.65869,1785,1391,40,44,2,f,qda,top29
1,0.50081,0.002,0.54427,0.85786,0.54427,0.52541,-9.86492,1825,1351,44,40,2,f,qda,top29
2,0.49848,0.002,0.54767,0.84763,0.54767,0.5403,-9.43366,1844,1332,42,42,2,f,qda,top29
3,0.49987,0.77046,0.48754,0.87204,0.48754,0.4978,-11.23132,1574,1602,42,42,2,f,qda,top29
4,0.50089,0.17764,0.51512,0.86006,0.51512,0.5239,-10.57902,1702,1474,41,43,2,f,qda,top29
5,0.50163,0.16567,0.517,0.85926,0.517,0.54056,-10.02158,1770,1406,40,44,2,f,qda,top29
6,0.49846,0.06587,0.52222,0.8678,0.52222,0.51433,-10.66185,1679,1497,42,42,2,f,qda,top29
7,0.49909,0.00399,0.54496,0.8401,0.54496,0.53675,-9.98629,1708,1468,39,45,2,f,qda,top29
8,0.50014,0.00399,0.54809,0.85464,0.54809,0.53316,-10.31517,1723,1453,40,44,2,f,qda,top29
9,0.49955,0.00798,0.5358,0.86217,0.5358,0.51782,-9.94074,1739,1437,43,41,2,f,qda,top29
10,0.50067,0.12575,0.51966,0.85154,0.51966,0.53263,-10.52938,1644,1532,38,46,2,f,qda,top29
11,0.50088,0.002,0.57816,0.83948,0.57816,0.56449,-10.02199,1733,1443,35,49,2,f,qda,top29
12,0.50039,0.78244,0.48962,0.85346,0.48962,0.49458,-10.61346,1667,1509,45,39,2,f,qda,top29
13,0.50047,0.08383,0.52286,0.86623,0.52286,0.51933,-10.57582,1673,1503,41,43,2,f,qda,top29
14,0.50215,0.00399,0.54929,0.85579,0.54929,0.54242,-10.09882,1744,1432,39,45,2,f,qda,top29
15,0.49961,0.002,0.54851,0.86736,0.54851,0.56352,-10.67131,1689,1487,34,50,2,f,qda,top29
16,0.49988,0.19561,0.51353,0.8545,0.51353,0.51546,-10.24138,1724,1452,43,41,2,f,qda,top29
17,0.50123,0.002,0.56678,0.83549,0.56678,0.55073,-10.1164,1759,1417,38,46,2,f,qda,top29
18,0.50035,0.18962,0.51418,0.83677,0.51418,0.50261,-9.90662,1718,1458,45,39,2,f,qda,top29
19,0.49946,0.39721,0.50422,0.84305,0.50422,0.5034,-11.14047,1534,1642,40,44,2,f,qda,top29
0,0.50062,0.04591,0.53112,0.81614,0.53112,0.52478,-9.92156,1632,1544,39,45,4,f,qda,top29
1,0.50016,0.00399,0.54476,0.81279,0.54476,0.51181,-10.39545,1474,1702,37,47,4,f,qda,top29
2,0.50047,0.002,0.55921,0.82687,0.55921,0.54201,-9.96335,1628,1548,36,48,4,f,qda,top29
3,0.50098,0.06188,0.52451,0.80816,0.52451,0.49956,-9.60535,1623,1553,43,41,4,f,qda,top29
4,0.50024,0.38922,0.50376,0.82035,0.50376,0.51653,-9.74262,1693,1483,42,42,4,f,qda,top29
5,0.50004,0.17964,0.51567,0.83626,0.51567,0.5011,-9.77888,1595,1581,42,42,4,f,qda,top29
6,0.50055,0.23952,0.51112,0.8376,0.51112,0.49962,-9.46938,1699,1477,45,39,4,f,qda,top29
7,0.50001,0.03593,0.53193,0.82882,0.53193,0.52192,-10.03698,1576,1600,38,46,4,f,qda,top29
8,0.49845,0.01796,0.53201,0.82651,0.53201,0.544,-10.02796,1565,1611,34,50,4,f,qda,top29
9,0.49932,0.002,0.56247,0.81476,0.56247,0.54491,-10.17266,1533,1643,33,51,4,f,qda,top29
10,0.50056,0.01198,0.53603,0.83502,0.53603,0.53496,-10.07285,1621,1555,37,47,4,f,qda,top29
11,0.50044,0.002,0.56285,0.83441,0.56285,0.56261,-10.15628,1532,1644,30,54,4,f,qda,top29
12,0.50084,0.002,0.55378,0.81014,0.55378,0.53653,-9.95972,1631,1545,37,47,4,f,qda,top29
13,0.49865,0.02196,0.53265,0.82006,0.53265,0.51411,-9.81818,1602,1574,40,44,4,f,qda,top29
14,0.50002,0.002,0.56675,0.84875,0.56675,0.55143,-10.11647,1650,1526,35,49,4,f,qda,top29
15,0.50042,0.01597,0.53713,0.81198,0.53713,0.52406,-9.44074,1703,1473,41,43,4,f,qda,top29
16,0.49985,0.00798,0.54285,0.81681,0.54285,0.51358,-10.09213,1523,1653,38,46,4,f,qda,top29
17,0.49962,0.04192,0.52901,0.83047,0.52901,0.51987,-10.17773,1563,1613,38,46,4,f,qda,top29
18,0.49901,0.16567,0.51485,0.8384,0.51485,0.48025,-10.1391,1576,1600,45,39,4,f,qda,top29
19,0.50096,0.07585,0.52574,0.83089,0.52574,0.51889,-9.42203,1708,1468,42,42,4,f,qda,top29
0,0.50039,0.07186,0.52361,0.90821,0.52361,0.51817,-10.65439,1590,1586,39,45,1,combine,qda,top29
1,0.49922,0.03593,0.52722,0.89639,0.52722,0.53161,-9.95204,1751,1425,41,43,1,combine,qda,top29
2,0.50078,0.002,0.57358,0.87942,0.57358,0.55243,-9.80698,1732,1444,37,47,1,combine,qda,top29
3,0.49922,0.002,0.59782,0.8978,0.59782,0.5706,-9.78772,1734,1442,34,50,1,combine,qda,top29
4,0.50031,0.002,0.56036,0.92701,0.56036,0.53536,-9.75083,1737,1439,40,44,1,combine,qda,top29
5,0.50073,0.01597,0.53863,0.90123,0.53863,0.53845,-10.14698,1681,1495,38,46,1,combine,qda,top29
6,0.50115,0.002,0.57997,0.89965,0.57997,0.5712,-9.83885,1700,1476,33,51,1,combine,qda,top29
7,0.49985,0.002,0.55992,0.91191,0.55992,0.5485,-9.98684,1707,1469,37,47,1,combine,qda,top29
8,0.50006,0.002,0.55657,0.91377,0.55657,0.53035,-9.62077,1743,1433,41,43,1,combine,qda,top29
9,0.50005,0.002,0.55296,0.90888,0.55296,0.52582,-9.53602,1752,1424,42,42,1,combine,qda,top29
10,0.49976,0.002,0.54866,0.90082,0.54866,0.54862,-10.35581,1670,1506,36,48,1,combine,qda,top29
11,0.49973,0.002,0.55528,0.90408,0.55528,0.54343,-10.16573,1637,1539,36,48,1,combine,qda,top29
12,0.49931,0.06188,0.52385,0.9018,0.52385,0.52762,-10.32645,1650,1526,39,45,1,combine,qda,top29
13,0.49964,0.4511,0.50256,0.91431,0.50256,0.5074,-10.12579,1635,1541,42,42,1,combine,qda,top29
14,0.50099,0.002,0.56395,0.89945,0.56395,0.57231,-10.02105,1707,1469,33,51,1,combine,qda,top29
15,0.49935,0.002,0.54647,0.90846,0.54647,0.53045,-10.52885,1668,1508,39,45,1,combine,qda,top29
16,0.50078,0.002,0.55645,0.90417,0.55645,0.50356,-11.28055,1535,1641,40,44,1,combine,qda,top29
17,0.50125,0.002,0.57054,0.90174,0.57054,0.57593,-9.69947,1730,1446,33,51,1,combine,qda,top29
18,0.50053,0.00599,0.54537,0.89825,0.54537,0.54655,-10.56749,1619,1557,35,49,1,combine,qda,top29
19,0.49858,0.002,0.56063,0.89486,0.56063,0.53934,-10.66147,1611,1565,36,48,1,combine,qda,top29
0,0.49994,0.002,0.54618,0.85606,0.54618,0.53832,-10.02789,1718,1458,39,45,3,combine,qda,top29
1,0.4998,0.02196,0.53213,0.85242,0.53213,0.52062,-10.11337,1719,1457,42,42,3,combine,qda,top29
2,0.49841,0.02395,0.53056,0.86129,0.53056,0.51984,-9.53229,1714,1462,42,42,3,combine,qda,top29
3,0.49948,0.02196,0.53159,0.85627,0.53159,0.53571,-10.12054,1777,1399,41,43,3,combine,qda,top29
4,0.50107,0.34731,0.50711,0.84968,0.50711,0.51713,-10.03985,1659,1517,41,43,3,combine,qda,top29
5,0.50037,0.002,0.55061,0.85346,0.55061,0.54648,-9.65918,1732,1444,38,46,3,combine,qda,top29
6,0.50021,0.06587,0.52582,0.84664,0.52582,0.54071,-9.75907,1771,1405,40,44,3,combine,qda,top29
7,0.50017,0.002,0.57861,0.86558,0.57861,0.56743,-10.01791,1676,1500,33,51,3,combine,qda,top29
8,0.50012,0.04391,0.53119,0.88097,0.53119,0.52576,-9.84856,1676,1500,40,44,3,combine,qda,top29
9,0.50119,0.002,0.56292,0.87964,0.56292,0.57082,-9.27873,1811,1365,36,48,3,combine,qda,top29
10,0.5006,0.00399,0.56342,0.87105,0.56342,0.57111,-9.36312,1775,1401,35,49,3,combine,qda,top29
11,0.49958,0.002,0.55879,0.85523,0.55879,0.5518,-10.06958,1728,1448,37,47,3,combine,qda,top29
12,0.49951,0.002,0.54542,0.87636,0.54542,0.52254,-9.49845,1769,1407,43,41,3,combine,qda,top29
13,0.50032,0.00399,0.54764,0.87178,0.54764,0.52144,-9.69902,1762,1414,43,41,3,combine,qda,top29
14,0.49928,0.002,0.56615,0.86293,0.56615,0.53757,-9.63095,1751,1425,40,44,3,combine,qda,top29
15,0.50066,0.00798,0.54094,0.86809,0.54094,0.54229,-9.24923,1781,1395,40,44,3,combine,qda,top29
16,0.50034,0.002,0.56589,0.84197,0.56589,0.55372,-9.54625,1778,1398,38,46,3,combine,qda,top29
17,0.49988,0.002,0.55753,0.85204,0.55753,0.53848,-9.8189,1719,1457,39,45,3,combine,qda,top29
18,0.50019,0.00399,0.54922,0.87513,0.54922,0.54559,-9.37668,1802,1374,40,44,3,combine,qda,top29
19,0.4998,0.00599,0.54742,0.86139,0.54742,0.53924,-10.057,1686,1490,38,46,3,combine,qda,top29
0,0.49895,0.002,0.57955,0.96069,0.59348,0.55356,-8.86619,1777,1399,38,46,3,m,rfc,top29
1,0.5007,0.002,0.57048,0.96964,0.55997,0.53814,-8.91193,1679,1497,38,46,3,m,rfc,top29
2,0.50075,0.002,0.57148,0.92342,0.56529,0.54585,-9.0011,1728,1448,38,46,3,m,rfc,top29
3,0.4986,0.002,0.57478,0.96286,0.57575,0.56122,-8.88386,1750,1426,36,48,3,m,rfc,top29
4,0.50024,0.002,0.57794,0.94585,0.57122,0.54226,-8.93679,1743,1433,39,45,3,m,rfc,top29
5,0.50033,0.04192,0.53294,0.9302,0.52616,0.50809,-8.89755,1715,1461,44,40,3,m,rfc,top29
6,0.50027,0.00399,0.55383,0.94027,0.55557,0.53826,-8.974,1642,1534,37,47,3,m,rfc,top29
7,0.50019,0.02794,0.53233,0.9452,0.5336,0.52598,-9.28947,1564,1612,37,47,3,m,rfc,top29
8,0.49979,0.002,0.57629,0.95849,0.59123,0.55404,-8.81684,1780,1396,38,46,3,m,rfc,top29
9,0.50013,0.17764,0.51689,0.95227,0.51489,0.51014,-9.05002,1728,1448,44,40,3,m,rfc,top29
10,0.4987,0.01996,0.53628,0.95342,0.54287,0.51788,-8.85115,1815,1361,45,39,3,m,rfc,top29
11,0.49974,0.002,0.55992,0.93379,0.55884,0.53471,-9.29741,1506,1670,34,50,3,m,rfc,top29
12,0.5004,0.02595,0.53197,0.96022,0.53424,0.53281,-8.73352,1872,1304,44,40,3,m,rfc,top29
13,0.49967,0.002,0.56593,0.94427,0.56768,0.54491,-8.88293,1722,1454,38,46,3,m,rfc,top29
14,0.5008,0.00399,0.54152,0.93945,0.53215,0.5181,-9.01671,1703,1473,42,42,3,m,rfc,top29
15,0.49961,0.002,0.59214,0.96034,0.5957,0.58144,-8.88312,1765,1411,33,51,3,m,rfc,top29
16,0.50047,0.002,0.55837,0.92803,0.56608,0.52103,-9.23037,1835,1341,45,39,3,m,rfc,top29
17,0.4992,0.002,0.55775,0.96666,0.55754,0.54774,-8.78581,1740,1436,38,46,3,m,rfc,top29
18,0.49975,0.00599,0.54049,0.94524,0.53487,0.55007,-9.22539,1717,1459,37,47,3,m,rfc,top29
19,0.49929,0.00399,0.55169,0.95188,0.55046,0.52503,-9.06565,1747,1429,42,42,3,m,rfc,top29
0,0.5,0.89421,0.47991,0.96803,0.47241,0.47297,-9.29093,1589,1588,46,37,0,f,rfc,top29
1,0.49996,1.0,0.43204,0.96298,0.43929,0.47099,-9.31886,1653,1524,48,35,0,f,rfc,top29
2,0.5007,0.99202,0.46093,0.96839,0.46947,0.46411,-9.30582,1571,1606,47,36,0,f,rfc,top29
3,0.50093,0.28343,0.50905,0.96646,0.51346,0.50615,-9.22901,1685,1492,43,40,0,f,rfc,top29
4,0.49952,0.73453,0.48827,0.96257,0.48088,0.50752,-9.37453,1732,1445,44,39,0,f,rfc,top29
5,0.50026,0.97804,0.46706,0.96535,0.46107,0.46533,-9.38851,1617,1560,48,35,0,f,rfc,top29
6,0.50136,0.44311,0.50455,0.9652,0.51085,0.5106,-9.38619,1675,1502,42,41,0,f,rfc,top29
7,0.49985,0.81437,0.4853,0.96001,0.49207,0.50356,-9.30332,1592,1585,41,42,0,f,rfc,top29
8,0.49884,0.80838,0.48478,0.96232,0.47777,0.49201,-9.29997,1710,1467,46,37,0,f,rfc,top29
9,0.50014,0.91617,0.4784,0.96459,0.49609,0.50127,-9.19978,1654,1523,43,40,0,f,rfc,top29
10,0.4992,1.0,0.44508,0.96568,0.44152,0.43887,-9.3411,1602,1575,52,31,0,f,rfc,top29
11,0.50142,0.83832,0.48562,0.96862,0.49874,0.48367,-9.22314,1657,1520,46,37,0,f,rfc,top29
12,0.50098,0.45908,0.50254,0.9652,0.5061,0.48841,-9.56711,1534,1643,42,41,0,f,rfc,top29
13,0.5,0.98004,0.4633,0.94068,0.45482,0.44813,-9.59135,1546,1631,49,34,0,f,rfc,top29
14,0.50082,0.99401,0.45918,0.97158,0.45733,0.47785,-9.48521,1620,1557,46,37,0,f,rfc,top29
15,0.5005,0.9022,0.47926,0.9727,0.47414,0.45825,-9.3146,1572,1605,48,35,0,f,rfc,top29
16,0.49938,1.0,0.43715,0.94925,0.44281,0.47052,-9.75896,1650,1527,48,35,0,f,rfc,top29
17,0.50073,0.32934,0.50785,0.97902,0.51888,0.53198,-9.2347,1696,1481,39,44,0,f,rfc,top29
18,0.50036,0.38922,0.50468,0.97109,0.5043,0.51022,-9.27337,1596,1581,40,43,0,f,rfc,top29
19,0.49964,0.34731,0.50559,0.96903,0.49581,0.49891,-9.27476,1639,1538,43,40,0,f,rfc,top29
0,0.5001,0.02994,0.5307,0.97501,0.53334,0.54967,-9.24361,1601,1575,34,50,1,f,rfc,top29
1,0.50054,0.03992,0.53074,0.98109,0.52398,0.53616,-9.14988,1553,1623,35,49,1,f,rfc,top29
2,0.49931,0.00399,0.54625,0.98013,0.53842,0.54371,-9.11617,1601,1575,35,49,1,f,rfc,top29
3,0.50092,0.00599,0.54626,0.98196,0.56775,0.56617,-9.01454,1668,1508,33,51,1,f,rfc,top29
4,0.50018,0.48902,0.50131,0.97152,0.51086,0.51178,-9.22847,1625,1551,41,43,1,f,rfc,top29
5,0.50123,0.01796,0.53589,0.98077,0.5319,0.50699,-9.37178,1519,1657,39,45,1,f,rfc,top29
6,0.50053,0.28343,0.50937,0.97703,0.50767,0.52942,-9.23616,1548,1628,36,48,1,f,rfc,top29
7,0.49866,0.08782,0.52221,0.98365,0.5218,0.52803,-9.2331,1577,1599,37,47,1,f,rfc,top29
8,0.49931,0.06786,0.52486,0.97483,0.51843,0.52523,-9.40173,1597,1579,38,46,1,f,rfc,top29
9,0.50125,0.05389,0.5269,0.9647,0.54094,0.54035,-9.38379,1504,1672,33,51,1,f,rfc,top29
10,0.50094,0.22555,0.51398,0.98097,0.52111,0.52778,-9.19264,1651,1525,39,45,1,f,rfc,top29
11,0.49948,0.1976,0.51205,0.99051,0.50219,0.49742,-9.37077,1496,1680,40,44,1,f,rfc,top29
12,0.49815,0.002,0.55451,0.97857,0.55882,0.52863,-9.31367,1543,1633,36,48,1,f,rfc,top29
13,0.50078,0.02595,0.53335,0.98613,0.53639,0.53165,-9.23554,1600,1576,37,47,1,f,rfc,top29
14,0.50002,0.002,0.56385,0.98565,0.56148,0.53128,-9.34353,1522,1654,35,49,1,f,rfc,top29
15,0.49981,0.24152,0.51105,0.97939,0.50795,0.51115,-9.20888,1621,1555,41,43,1,f,rfc,top29
16,0.49942,0.07186,0.52251,0.97634,0.51416,0.49792,-9.23887,1537,1639,41,43,1,f,rfc,top29
17,0.50045,0.07585,0.52407,0.98049,0.53032,0.51137,-9.25465,1509,1667,38,46,1,f,rfc,top29
18,0.49984,0.002,0.54473,0.98213,0.53885,0.53896,-9.21657,1533,1643,34,50,1,f,rfc,top29
19,0.49931,0.01796,0.53404,0.97562,0.5322,0.49118,-9.19275,1532,1644,42,42,1,f,rfc,top29
0,0.49897,0.01397,0.53846,0.65683,0.5321,0.55792,-9.03282,1746,1431,36,47,0,m,svc,top29
1,0.50004,0.00399,0.54343,0.65566,0.54319,0.52942,-9.02388,1718,1459,40,43,0,m,svc,top29
2,0.50058,0.01198,0.54084,0.65467,0.54057,0.53216,-9.01416,1812,1365,42,41,0,m,svc,top29
3,0.4996,0.002,0.56101,0.64325,0.55711,0.54349,-8.97818,1884,1293,42,41,0,m,svc,top29
4,0.50014,0.22355,0.51231,0.66427,0.511,0.52359,-9.23708,1681,1496,40,43,0,m,svc,top29
5,0.50106,0.002,0.56429,0.64662,0.56462,0.53847,-9.02109,1699,1478,38,45,0,m,svc,top29
6,0.50013,0.002,0.5524,0.6394,0.55159,0.54742,-9.11093,1641,1536,35,48,0,m,svc,top29
7,0.49968,0.02595,0.53301,0.63973,0.52841,0.53466,-8.97161,1981,1196,46,37,0,m,svc,top29
8,0.50068,0.002,0.56465,0.63382,0.55616,0.5289,-8.93899,1753,1424,41,42,0,m,svc,top29
9,0.49962,0.48902,0.5,0.38594,0.45789,0.52149,-9.24167,1859,1318,45,38,0,m,svc,top29
10,0.50033,0.03194,0.53079,0.62307,0.55715,0.56802,-9.0285,1925,1252,39,44,0,m,svc,top29
11,0.49869,0.002,0.56709,0.65555,0.56681,0.56559,-8.89901,1833,1344,37,46,0,m,svc,top29
12,0.50039,0.002,0.56057,0.64353,0.56,0.53196,-8.97015,1849,1328,43,40,0,m,svc,top29
13,0.50027,0.00399,0.55942,0.65941,0.55989,0.53468,-8.84841,1828,1349,42,41,0,m,svc,top29
14,0.50041,0.002,0.55339,0.66887,0.55239,0.53243,-8.89921,1852,1325,43,40,0,m,svc,top29
15,0.49966,0.002,0.55231,0.64216,0.55631,0.5764,-8.80729,1940,1237,38,45,0,m,svc,top29
16,0.50015,0.00399,0.55929,0.66288,0.56007,0.56323,-8.90293,1818,1359,37,46,0,m,svc,top29
17,0.50046,0.00599,0.54516,0.66404,0.54488,0.5485,-8.89031,1801,1376,39,44,0,m,svc,top29
18,0.49974,0.03593,0.53,0.65924,0.53078,0.53998,-9.1443,1632,1545,36,47,0,m,svc,top29
19,0.49984,0.03393,0.52887,0.6815,0.52829,0.52335,-9.04091,1756,1421,42,41,0,m,svc,top29
0,0.49978,0.002,0.59007,0.7409,0.59044,0.56225,-8.81776,1870,1306,39,45,1,m,svc,top29
1,0.49946,0.002,0.56945,0.71873,0.56729,0.557,-8.90204,1761,1415,37,47,1,m,svc,top29
2,0.50043,0.002,0.58943,0.73792,0.58656,0.54799,-8.82852,1855,1321,41,43,1,m,svc,top29
3,0.49916,0.002,0.59896,0.76322,0.59786,0.57554,-8.87995,1841,1335,36,48,1,m,svc,top29
4,0.49971,0.002,0.62355,0.76079,0.62387,0.6122,-8.86184,1847,1329,30,54,1,m,svc,top29
5,0.50036,0.01796,0.53591,0.74627,0.53589,0.53776,-8.99811,1601,1575,36,48,1,m,svc,top29
6,0.49972,0.002,0.59487,0.73542,0.60105,0.60244,-8.88268,1785,1391,30,54,1,m,svc,top29
7,0.49998,0.002,0.55593,0.74843,0.55546,0.54919,-8.86254,1787,1389,39,45,1,m,svc,top29
8,0.4998,0.002,0.55904,0.27564,0.44376,0.52906,-9.00269,1697,1479,40,44,1,m,svc,top29
9,0.50049,0.002,0.5843,0.73861,0.59068,0.58128,-8.93978,1764,1412,33,51,1,m,svc,top29
10,0.5017,0.002,0.55889,0.74914,0.5578,0.55476,-8.914,1709,1467,36,48,1,m,svc,top29
11,0.50067,0.00399,0.55665,0.78065,0.55673,0.53832,-9.24713,1718,1458,39,45,1,m,svc,top29
12,0.50122,0.002,0.57818,0.74474,0.57803,0.55048,-8.92313,1833,1343,40,44,1,m,svc,top29
13,0.50018,0.002,0.57459,0.75726,0.57483,0.53842,-9.00091,1643,1533,37,47,1,m,svc,top29
14,0.50057,0.002,0.59091,0.75563,0.59161,0.57174,-8.89773,1779,1397,35,49,1,m,svc,top29
15,0.49939,0.002,0.60885,0.76103,0.60938,0.58761,-8.90238,1653,1523,29,55,1,m,svc,top29
16,0.49948,0.002,0.58847,0.74258,0.58921,0.57073,-8.89323,1697,1479,33,51,1,m,svc,top29
17,0.49898,0.03593,0.53099,0.75527,0.53109,0.5296,-8.9341,1587,1589,37,47,1,m,svc,top29
18,0.50047,0.002,0.58194,0.75469,0.5836,0.55186,-8.8351,1804,1372,39,45,1,m,svc,top29
19,0.49897,0.002,0.58783,0.75777,0.58643,0.561,-8.94677,1673,1503,34,50,1,m,svc,top29
0,0.49992,0.002,0.6089,0.76239,0.60898,0.60468,-8.89603,1648,1528,26,58,3,m,svc,top29
1,0.49956,0.002,0.56987,0.75892,0.56977,0.53747,-8.81072,1826,1350,42,42,3,m,svc,top29
2,0.5002,0.002,0.58492,0.74196,0.58605,0.55032,-8.70782,1832,1344,40,44,3,m,svc,top29
3,0.49861,0.002,0.56813,0.74122,0.56797,0.56692,-8.81341,1824,1352,37,47,3,m,svc,top29
4,0.49985,0.002,0.57211,0.73284,0.57379,0.51307,-8.93911,1671,1505,42,42,3,m,svc,top29
5,0.49876,0.002,0.56961,0.74916,0.57012,0.56018,-8.79432,1630,1546,33,51,3,m,svc,top29
6,0.4983,0.002,0.55094,0.74352,0.55209,0.54506,-8.77847,1723,1453,38,46,3,m,svc,top29
7,0.50029,0.002,0.5861,0.748,0.58562,0.55615,-8.93843,1680,1496,35,49,3,m,svc,top29
8,0.49992,0.002,0.56727,0.73395,0.5647,0.54059,-8.84662,1808,1368,41,43,3,m,svc,top29
9,0.49934,0.002,0.54943,0.73008,0.54594,0.52481,-8.73793,1859,1317,45,39,3,m,svc,top29
10,0.49939,0.01198,0.5416,0.74679,0.53691,0.53215,-8.88976,1830,1346,43,41,3,m,svc,top29
11,0.49992,0.002,0.57677,0.75317,0.57737,0.56414,-8.72596,1882,1294,39,45,3,m,svc,top29
12,0.49946,0.002,0.60041,0.75157,0.60084,0.58677,-8.93458,1572,1604,27,57,3,m,svc,top29
13,0.50053,0.002,0.58545,0.72041,0.58468,0.5531,-8.91384,1585,1591,33,51,3,m,svc,top29
14,0.50141,0.002,0.60808,0.74922,0.60819,0.58415,-8.77579,1631,1545,29,55,3,m,svc,top29
15,0.50035,0.002,0.55918,0.75153,0.55998,0.54441,-8.84485,1492,1684,32,52,3,m,svc,top29
16,0.50027,0.002,0.573,0.73875,0.5732,0.55432,-8.88063,1744,1432,37,47,3,m,svc,top29
17,0.50026,0.002,0.57939,0.74252,0.57705,0.56141,-8.7863,1789,1387,37,47,3,m,svc,top29
18,0.49949,0.002,0.58486,0.76081,0.58541,0.5951,-8.81632,1814,1362,32,52,3,m,svc,top29
19,0.50037,0.002,0.56476,0.76266,0.56476,0.55114,-8.81015,1686,1490,36,48,3,m,svc,top29
0,0.50031,0.05389,0.52658,0.81361,0.52689,0.51615,-8.80384,1804,1372,45,39,4,m,svc,top29
1,0.5007,0.07784,0.52342,0.81852,0.52404,0.52506,-8.80964,1785,1391,43,41,4,m,svc,top29
2,0.49942,0.00798,0.53851,0.81923,0.53801,0.51104,-8.7807,1885,1291,48,36,4,m,svc,top29
3,0.50025,0.002,0.58176,0.82384,0.58149,0.56018,-8.70775,1819,1357,38,46,4,m,svc,top29
4,0.49964,0.00399,0.55563,0.82115,0.55652,0.55463,-8.82871,1935,1241,42,42,4,m,svc,top29
5,0.50024,0.00399,0.54712,0.82509,0.54693,0.54423,-8.70407,2058,1118,47,37,4,m,svc,top29
6,0.49885,0.002,0.57053,0.82385,0.57184,0.54708,-8.92574,1698,1478,37,47,4,m,svc,top29
7,0.49968,0.002,0.54949,0.8137,0.53757,0.49892,-8.89016,1808,1368,48,36,4,m,svc,top29
8,0.49966,0.002,0.57436,0.82586,0.57452,0.56752,-9.08167,1790,1386,36,48,4,m,svc,top29
9,0.49929,0.002,0.56614,0.80753,0.5665,0.56141,-8.75243,1789,1387,37,47,4,m,svc,top29
10,0.50025,0.00798,0.53724,0.8307,0.53817,0.53845,-8.89936,1681,1495,38,46,4,m,svc,top29
11,0.50074,0.00399,0.54855,0.83777,0.5485,0.54424,-8.85329,1869,1307,42,42,4,m,svc,top29
12,0.49976,0.01796,0.53377,0.81353,0.53343,0.52638,-8.80685,1869,1307,45,39,4,m,svc,top29
13,0.50117,0.62475,0.49559,0.49108,0.49111,0.51895,-8.96043,1784,1392,44,40,4,m,svc,top29
14,0.49952,0.002,0.55399,0.80496,0.55041,0.54131,-8.85503,1926,1250,44,40,4,m,svc,top29
15,0.49952,0.002,0.57146,0.81889,0.57133,0.54386,-8.75184,1791,1385,40,44,4,m,svc,top29
16,0.49977,0.002,0.55269,0.82315,0.55267,0.53454,-8.96355,1694,1482,39,45,4,m,svc,top29
17,0.50044,0.00599,0.552,0.83268,0.5527,0.51819,-8.75424,1817,1359,45,39,4,m,svc,top29
