,test_perm,test_pval,test_score,train_score,auc_prob,auc_pred,r2,tn,fp,fn,tp,fold,gen,model,subset
11,0.50074,0.00399,0.54855,0.83777,0.5485,0.54424,-8.85329,1869,1307,42,42,4,m,svc,top29
12,0.49976,0.01796,0.53377,0.81353,0.53343,0.52638,-8.80685,1869,1307,45,39,4,m,svc,top29
13,0.50117,0.62475,0.49559,0.49108,0.49111,0.51895,-8.96043,1784,1392,44,40,4,m,svc,top29
14,0.49952,0.002,0.55399,0.80496,0.55041,0.54131,-8.85503,1926,1250,44,40,4,m,svc,top29
15,0.49952,0.002,0.57146,0.81889,0.57133,0.54386,-8.75184,1791,1385,40,44,4,m,svc,top29
16,0.49977,0.002,0.55269,0.82315,0.55267,0.53454,-8.96355,1694,1482,39,45,4,m,svc,top29
17,0.50044,0.00599,0.552,0.83268,0.5527,0.51819,-8.75424,1817,1359,45,39,4,m,svc,top29
18,0.50054,0.02196,0.5364,0.82411,0.53779,0.54298,-8.8702,1861,1315,42,42,4,m,svc,top29
19,0.49928,0.03593,0.52823,0.80181,0.53179,0.53252,-8.77376,1908,1268,45,39,4,m,svc,top29
0,0.49904,0.11577,0.51905,1.0,0.51511,0.49981,-9.04242,1683,1494,44,39,0,f,svc,top29
1,0.50026,0.98403,0.46422,1.0,0.46456,0.47327,-8.97686,1744,1433,50,33,0,f,svc,top29
2,0.50007,0.91218,0.4784,1.0,0.47803,0.4986,-9.0704,1637,1540,43,40,0,f,svc,top29
3,0.49865,0.87625,0.47994,0.0,0.51769,0.4768,-9.15875,1843,1334,52,31,0,f,svc,top29
4,0.49941,0.09182,0.52127,0.0,0.53183,0.44701,-9.18819,1692,1485,53,30,0,f,svc,top29
5,0.50045,0.72056,0.49151,1.0,0.48217,0.5082,-9.07011,1698,1479,43,40,0,f,svc,top29
6,0.49837,0.99601,0.45748,0.5,0.5,0.51276,-9.07581,1727,1450,43,40,0,f,svc,top29
7,0.49888,0.998,0.45362,1.0,0.45712,0.48028,-9.04163,1712,1465,48,35,0,f,svc,top29
8,0.50038,0.09182,0.52277,1.0,0.52204,0.50898,-9.02394,1703,1474,43,40,0,f,svc,top29
9,0.50123,0.57485,0.49823,0.0,0.50194,0.49918,-9.11426,1679,1498,44,39,0,f,svc,top29
10,0.50007,0.99202,0.46274,1.0,0.46868,0.46724,-9.05111,1744,1433,51,32,0,f,svc,top29
11,0.50058,0.48902,0.50116,0.53652,0.50136,0.50516,-9.07177,1717,1460,44,39,0,f,svc,top29
12,0.50063,0.48703,0.50098,1.0,0.53038,0.53603,-9.04379,1760,1417,40,43,0,f,svc,top29
13,0.50047,0.46307,0.50195,0.61862,0.48508,0.50489,-9.06537,1677,1500,43,40,0,f,svc,top29
14,0.5004,0.20559,0.51499,1.0,0.52543,0.50253,-9.06031,1662,1515,43,40,0,f,svc,top29
15,0.49967,1.0,0.42808,1.0,0.42808,0.42015,-8.99833,1751,1426,59,24,0,f,svc,top29
16,0.5013,0.45908,0.50241,0.42836,0.48575,0.46461,-9.08138,1689,1488,50,33,0,f,svc,top29
17,0.49991,0.93413,0.47554,1.0,0.47309,0.48504,-8.96197,1704,1473,47,36,0,f,svc,top29
18,0.50138,0.65669,0.49567,1.0,0.48781,0.47453,-9.0024,1752,1425,50,33,0,f,svc,top29
19,0.50037,0.14172,0.51784,1.0,0.48065,0.47106,-9.00235,1730,1447,50,33,0,f,svc,top29
0,0.49956,0.01996,0.53695,0.77437,0.53577,0.53228,-8.93902,1604,1572,37,47,3,combine,svc,top29
1,0.49844,0.002,0.54518,0.78759,0.5454,0.55149,-8.91561,1726,1450,37,47,3,combine,svc,top29
2,0.50064,0.002,0.57453,0.79263,0.5744,0.55039,-8.81767,1719,1457,37,47,3,combine,svc,top29
3,0.50043,0.002,0.56541,0.78365,0.56599,0.54941,-8.87107,1675,1501,36,48,3,combine,svc,top29
4,0.49941,0.002,0.57748,0.78362,0.57922,0.54113,-8.87674,1698,1478,38,46,3,combine,svc,top29
5,0.50079,1.0,0.45978,0.72922,0.52767,0.54764,-8.93219,1815,1361,40,44,3,combine,svc,top29
6,0.49998,0.00399,0.54598,0.79091,0.54588,0.5319,-8.8516,1715,1461,40,44,3,combine,svc,top29
7,0.50012,0.00399,0.54041,0.79264,0.53803,0.50175,-8.8536,1826,1350,48,36,3,combine,svc,top29
8,0.49933,0.00599,0.53878,0.79582,0.53818,0.52501,-8.99413,1520,1656,36,48,3,combine,svc,top29
9,0.49968,0.002,0.56177,0.78955,0.56202,0.54018,-8.87286,1692,1484,38,46,3,combine,svc,top29
10,0.50043,0.002,0.56301,0.79085,0.5624,0.52069,-8.94955,1606,1570,39,45,3,combine,svc,top29
11,0.50197,0.002,0.59335,0.80106,0.59337,0.56793,-8.84236,1717,1459,34,50,3,combine,svc,top29
12,0.50061,0.02994,0.52993,0.77936,0.52933,0.49241,-8.89488,1691,1485,46,38,3,combine,svc,top29
13,0.49935,0.00599,0.5416,0.77427,0.54174,0.5161,-8.94842,1539,1637,38,46,3,combine,svc,top29
14,0.50121,0.002,0.56327,0.78735,0.56386,0.53978,-8.94357,1576,1600,35,49,3,combine,svc,top29
15,0.50024,0.002,0.55064,0.77451,0.53725,0.5005,-8.95429,1629,1547,43,41,3,combine,svc,top29
16,0.50037,0.002,0.55327,0.79482,0.55301,0.54847,-8.99119,1669,1507,36,48,3,combine,svc,top29
17,0.49973,0.002,0.575,0.7924,0.57499,0.56856,-8.84736,1532,1644,29,55,3,combine,svc,top29
18,0.50058,0.00399,0.55035,0.78088,0.55118,0.51471,-8.99376,1568,1608,39,45,3,combine,svc,top29
19,0.4994,0.00998,0.53797,0.78019,0.53789,0.53968,-8.92342,1651,1525,37,47,3,combine,svc,top29
0,0.50016,0.08583,0.52338,0.86475,0.52338,0.52346,-7.86754,2216,961,54,29,0,m,bnb,selected
1,0.49925,0.05788,0.52677,0.86833,0.52677,0.51633,-7.73746,2209,968,55,28,0,m,bnb,selected
2,0.49956,0.05589,0.52717,0.85044,0.52717,0.52656,-7.2576,2274,903,55,28,0,m,bnb,selected
3,0.49918,0.07585,0.52301,0.8556,0.52301,0.50057,-7.3284,2262,915,59,24,0,m,bnb,selected
4,0.49899,0.41717,0.50266,0.85586,0.50266,0.4716,-7.53691,2231,946,63,20,0,m,bnb,selected
5,0.49981,0.06188,0.52628,0.84836,0.52628,0.51467,-7.35071,2275,902,57,26,0,m,bnb,selected
6,0.50008,0.02794,0.53361,0.84051,0.53361,0.5262,-7.09153,2310,867,56,27,0,m,bnb,selected
7,0.5006,0.06387,0.52503,0.86084,0.52503,0.51381,-7.83436,2193,984,55,28,0,m,bnb,selected
8,0.50024,0.06986,0.52453,0.85618,0.52453,0.50837,-7.69756,2235,942,57,26,0,m,bnb,selected
9,0.4998,0.00798,0.54288,0.85604,0.54288,0.48428,-7.28435,2235,942,61,22,0,m,bnb,selected
10,0.49996,0.00798,0.54339,0.84431,0.54339,0.51053,-7.05864,2287,890,58,25,0,m,bnb,selected
11,0.50008,0.00998,0.54281,0.84128,0.54281,0.52121,-7.40455,2240,937,55,28,0,m,bnb,selected
12,0.50087,0.03992,0.52891,0.86842,0.52891,0.53645,-7.87021,2222,955,52,31,0,m,bnb,selected
13,0.50041,0.00798,0.54201,0.85912,0.54201,0.51916,-7.56548,2227,950,55,28,0,m,bnb,selected
14,0.49997,0.10978,0.51956,0.85263,0.51956,0.51184,-7.29756,2257,920,57,26,0,m,bnb,selected
15,0.49988,0.00798,0.5378,0.86156,0.5378,0.51984,-7.97089,2193,984,54,29,0,m,bnb,selected
16,0.49909,0.03792,0.52778,0.85649,0.52778,0.52613,-7.44718,2233,944,54,29,0,m,bnb,selected
17,0.49912,0.61078,0.49575,0.85032,0.49575,0.49341,-7.07407,2293,884,61,22,0,m,bnb,selected
18,0.50009,0.03992,0.52911,0.86035,0.52911,0.49853,-7.71222,2249,928,59,24,0,m,bnb,selected
19,0.50034,0.20359,0.51314,0.84391,0.51314,0.49361,-7.34587,2256,921,60,23,0,m,bnb,selected
0,0.49917,0.02994,0.53327,0.87019,0.53327,0.50807,-6.86308,2282,894,59,25,1,m,bnb,selected
1,0.49884,0.02395,0.53278,0.8721,0.53278,0.5405,-6.76907,2299,877,54,30,1,m,bnb,selected
2,0.50047,0.11577,0.51897,0.85427,0.51897,0.51972,-6.37289,2356,820,59,25,1,m,bnb,selected
3,0.50116,0.02994,0.52997,0.87939,0.52997,0.54334,-6.92908,2317,859,54,30,1,m,bnb,selected
4,0.5011,0.01198,0.54363,0.86247,0.54363,0.53285,-6.65728,2326,850,56,28,1,m,bnb,selected
5,0.50071,0.00998,0.54288,0.88779,0.54288,0.55115,-6.99436,2291,885,52,32,1,m,bnb,selected
6,0.50082,0.02395,0.53372,0.85964,0.53372,0.53351,-6.46731,2368,808,57,27,1,m,bnb,selected
7,0.50111,0.00399,0.54464,0.88548,0.54464,0.55134,-6.72452,2330,846,53,31,1,m,bnb,selected
8,0.50016,0.002,0.54976,0.84771,0.54976,0.552,-6.3199,2372,804,54,30,1,m,bnb,selected
9,0.49875,0.06587,0.52551,0.86304,0.52551,0.50684,-6.77159,2312,864,60,24,1,m,bnb,selected
10,0.50114,0.01796,0.53667,0.87208,0.53667,0.53754,-6.91136,2318,858,55,29,1,m,bnb,selected
11,0.50048,0.01397,0.53871,0.86951,0.53871,0.52551,-6.57971,2355,821,58,26,1,m,bnb,selected
12,0.50033,0.02794,0.53606,0.87268,0.53606,0.5355,-7.01425,2305,871,55,29,1,m,bnb,selected
13,0.49905,0.12974,0.51651,0.86123,0.51651,0.50951,-6.71245,2329,847,60,24,1,m,bnb,selected
14,0.50059,0.02196,0.53305,0.8662,0.53305,0.49698,-6.89637,2325,851,62,22,1,m,bnb,selected
15,0.49868,0.16367,0.5153,0.87331,0.5153,0.51515,-6.99098,2327,849,59,25,1,m,bnb,selected
16,0.50011,0.07784,0.52383,0.85621,0.52383,0.50936,-6.66075,2328,848,60,24,1,m,bnb,selected
17,0.50147,0.01597,0.53859,0.86757,0.53859,0.50936,-6.50641,2328,848,60,24,1,m,bnb,selected
18,0.50003,0.02794,0.5339,0.87803,0.5339,0.53033,-6.73894,2310,866,56,28,1,m,bnb,selected
19,0.50045,0.002,0.54766,0.87096,0.54766,0.54161,-6.86714,2306,870,54,30,1,m,bnb,selected
0,0.50053,0.002,0.58294,0.86129,0.58294,0.55581,-7.09571,2245,931,50,34,2,m,bnb,selected
1,0.49936,0.002,0.59957,0.86274,0.59957,0.5668,-6.94876,2277,899,49,35,2,m,bnb,selected
2,0.50041,0.002,0.59371,0.8597,0.59371,0.55584,-6.99865,2283,893,51,33,2,m,bnb,selected
3,0.50114,0.002,0.60448,0.864,0.60448,0.57776,-6.95589,2271,905,47,37,2,m,bnb,selected
4,0.49929,0.002,0.60613,0.84933,0.60613,0.59392,-6.87439,2298,878,45,39,2,m,bnb,selected
5,0.50057,0.002,0.5837,0.86543,0.5837,0.55597,-7.26941,2246,930,50,34,2,m,bnb,selected
6,0.49976,0.002,0.5992,0.8703,0.5992,0.57981,-7.1307,2284,892,47,37,2,m,bnb,selected
7,0.50048,0.002,0.60728,0.8473,0.60728,0.58186,-6.78985,2297,879,47,37,2,m,bnb,selected
8,0.49838,0.002,0.60216,0.86828,0.60216,0.57852,-7.24623,2238,938,46,38,2,m,bnb,selected
9,0.49994,0.002,0.616,0.85824,0.616,0.5651,-6.77226,2304,872,50,34,2,m,bnb,selected
10,0.5008,0.002,0.58691,0.84876,0.58691,0.54192,-6.77829,2308,868,54,30,2,m,bnb,selected
11,0.50047,0.002,0.59282,0.86119,0.59282,0.57134,-6.98413,2268,908,48,36,2,m,bnb,selected
12,0.49985,0.002,0.58992,0.85384,0.58992,0.54879,-6.929,2276,900,52,32,2,m,bnb,selected
13,0.4998,0.002,0.5973,0.85958,0.5973,0.57887,-7.09638,2278,898,47,37,2,m,bnb,selected
14,0.50006,0.002,0.59541,0.87539,0.59541,0.56255,-7.28471,2250,926,49,35,2,m,bnb,selected
15,0.50064,0.002,0.60752,0.85406,0.60752,0.61332,-7.10068,2270,906,41,43,2,m,bnb,selected
16,0.4998,0.002,0.59635,0.87675,0.59635,0.56617,-7.32918,2273,903,49,35,2,m,bnb,selected
17,0.50033,0.002,0.58279,0.85231,0.58279,0.57414,-7.21399,2248,928,47,37,2,m,bnb,selected
18,0.5,0.002,0.60143,0.8609,0.60143,0.5668,-7.00504,2277,899,49,35,2,m,bnb,selected
19,0.49904,0.002,0.58693,0.84994,0.58693,0.556,-6.75976,2284,892,51,33,2,m,bnb,selected
0,0.50042,0.13972,0.51933,0.83672,0.51933,0.50211,-6.91545,2282,894,60,24,3,m,bnb,selected
1,0.49962,0.01996,0.53457,0.84394,0.53457,0.51415,-7.28721,2245,931,57,27,3,m,bnb,selected
2,0.49924,0.10379,0.51915,0.85746,0.51915,0.48861,-7.50939,2234,942,61,23,3,m,bnb,selected
3,0.49936,0.002,0.54462,0.84975,0.54462,0.51207,-7.49735,2194,982,56,28,3,m,bnb,selected
4,0.49914,0.00998,0.53718,0.87226,0.53718,0.51273,-7.23977,2236,940,57,27,3,m,bnb,selected
5,0.49953,0.51697,0.49795,0.84965,0.49795,0.49223,-6.95689,2257,919,61,23,3,m,bnb,selected
6,0.49991,0.09581,0.52168,0.86254,0.52168,0.50237,-7.2944,2208,968,58,26,3,m,bnb,selected
7,0.49954,0.08383,0.52278,0.86282,0.52278,0.5132,-7.14082,2239,937,57,27,3,m,bnb,selected
8,0.50038,0.00399,0.54323,0.86884,0.54323,0.51496,-6.92812,2288,888,58,26,3,m,bnb,selected
9,0.50014,0.01198,0.53955,0.85977,0.53955,0.53607,-7.34358,2233,943,53,31,3,m,bnb,selected
10,0.49855,0.15768,0.51499,0.85584,0.51499,0.47966,-7.34287,2215,961,62,22,3,m,bnb,selected
11,0.49993,0.002,0.54724,0.85963,0.54724,0.55317,-6.95435,2266,910,51,33,3,m,bnb,selected
12,0.50034,0.14172,0.51671,0.86098,0.51671,0.48454,-7.30774,2246,930,62,22,3,m,bnb,selected
13,0.50135,0.02994,0.53099,0.88554,0.53099,0.50124,-7.8389,2163,1013,57,27,3,m,bnb,selected
14,0.49949,0.38124,0.50551,0.85493,0.50551,0.49191,-7.13231,2255,921,61,23,3,m,bnb,selected
15,0.50003,0.04192,0.52866,0.87726,0.52866,0.49295,-7.75732,2186,990,59,25,3,m,bnb,selected
16,0.50067,0.29541,0.50971,0.85125,0.50971,0.4881,-7.40667,2193,983,60,24,3,m,bnb,selected
17,0.50105,0.09182,0.52253,0.8714,0.52253,0.5127,-7.48252,2198,978,56,28,3,m,bnb,selected
18,0.50046,0.04192,0.53103,0.86131,0.53103,0.52668,-7.0673,2249,927,55,29,3,m,bnb,selected
19,0.49947,0.05988,0.52596,0.85982,0.52596,0.50253,-7.48281,2209,967,58,26,3,m,bnb,selected
0,0.50013,0.01996,0.53266,0.85043,0.53266,0.50639,-6.65519,2347,829,61,23,4,m,bnb,selected
1,0.4999,0.00998,0.54045,0.85621,0.54045,0.50451,-6.71986,2335,841,61,23,4,m,bnb,selected
2,0.50073,0.00399,0.53901,0.86867,0.53901,0.52721,-6.83552,2328,848,57,27,4,m,bnb,selected
3,0.49984,0.002,0.56187,0.86309,0.56187,0.5228,-6.88927,2300,876,57,27,4,m,bnb,selected
4,0.50119,0.01597,0.53699,0.85519,0.53699,0.51059,-7.05059,2298,878,59,25,4,m,bnb,selected
5,0.49887,0.00798,0.5439,0.87374,0.5439,0.54019,-7.43324,2297,879,54,30,4,m,bnb,selected
6,0.4998,0.06387,0.52256,0.87038,0.52256,0.50775,-7.15352,2280,896,59,25,4,m,bnb,selected
7,0.49995,0.00599,0.54167,0.86839,0.54167,0.52215,-7.33429,2258,918,56,28,4,m,bnb,selected
8,0.49888,0.002,0.56408,0.85495,0.56408,0.52879,-6.84302,2338,838,57,27,4,m,bnb,selected
9,0.50008,0.07585,0.52399,0.86204,0.52399,0.52548,-6.97163,2317,859,57,27,4,m,bnb,selected
10,0.49908,0.01796,0.53474,0.86568,0.53474,0.50196,-7.23365,2281,895,60,24,4,m,bnb,selected
11,0.50036,0.02994,0.53232,0.86524,0.53232,0.51698,-7.32313,2263,913,57,27,4,m,bnb,selected
12,0.50045,0.00599,0.54893,0.85639,0.54893,0.49449,-6.70463,2347,829,63,21,4,m,bnb,selected
13,0.49966,0.08583,0.52295,0.85148,0.52295,0.53909,-7.15193,2290,886,54,30,4,m,bnb,selected
14,0.50026,0.01597,0.53748,0.84884,0.53748,0.50432,-7.16229,2296,880,60,24,4,m,bnb,selected
15,0.50057,0.002,0.55316,0.85374,0.55316,0.51266,-6.83942,2349,827,60,24,4,m,bnb,selected
16,0.5013,0.01198,0.53818,0.85101,0.53818,0.50107,-6.68622,2351,825,62,22,4,m,bnb,selected
17,0.49958,0.00998,0.53863,0.85001,0.53863,0.48744,-6.67036,2340,836,64,20,4,m,bnb,selected
18,0.50058,0.002,0.55594,0.86931,0.55594,0.52907,-7.1626,2302,874,56,28,4,m,bnb,selected
19,0.50075,0.002,0.55501,0.86183,0.55501,0.528,-6.94489,2333,843,57,27,4,m,bnb,selected
0,0.50202,0.002,0.58723,0.87107,0.58723,0.52892,-7.08844,2289,888,55,28,0,f,bnb,selected
1,0.50093,0.002,0.58293,0.84922,0.58293,0.53872,-6.75812,2313,864,54,29,0,f,bnb,selected
2,0.49976,0.002,0.57942,0.85595,0.57942,0.54128,-6.84563,2291,886,53,30,0,f,bnb,selected
3,0.50243,0.002,0.58952,0.84922,0.58952,0.53663,-6.58593,2338,839,55,28,0,f,bnb,selected
4,0.49953,0.002,0.58338,0.85864,0.58338,0.53967,-6.7957,2319,858,54,29,0,f,bnb,selected
5,0.50104,0.002,0.58862,0.86791,0.58862,0.56569,-7.1322,2293,884,49,34,0,f,bnb,selected
6,0.49857,0.002,0.58918,0.84975,0.58918,0.52939,-6.98871,2292,885,55,28,0,f,bnb,selected
7,0.50018,0.002,0.57543,0.85728,0.57543,0.53735,-7.15084,2266,911,53,30,0,f,bnb,selected
8,0.4998,0.002,0.57953,0.86713,0.57953,0.53306,-6.99984,2277,900,54,29,0,f,bnb,selected
9,0.50003,0.002,0.59544,0.86664,0.59544,0.54699,-6.94467,2289,888,52,31,0,f,bnb,selected
10,0.49927,0.002,0.59833,0.85984,0.59833,0.54427,-6.55845,2310,867,53,30,0,f,bnb,selected
11,0.49874,0.002,0.58949,0.86961,0.58949,0.54652,-6.96727,2286,891,52,31,0,f,bnb,selected
12,0.49884,0.002,0.57424,0.86721,0.57424,0.56156,-6.97561,2305,872,50,33,0,f,bnb,selected
13,0.4993,0.002,0.59206,0.84943,0.59206,0.55297,-6.69202,2327,850,52,31,0,f,bnb,selected
14,0.50041,0.002,0.56017,0.85085,0.56017,0.52373,-7.31526,2256,921,55,28,0,f,bnb,selected
15,0.49993,0.002,0.57707,0.84452,0.57707,0.50829,-6.79081,2311,866,59,24,0,f,bnb,selected
16,0.49829,0.002,0.61038,0.84784,0.61038,0.54711,-6.56739,2328,849,53,30,0,f,bnb,selected
17,0.49851,0.002,0.5918,0.86009,0.5918,0.55219,-6.79143,2322,855,52,31,0,f,bnb,selected
18,0.49894,0.002,0.59878,0.84627,0.59878,0.55246,-6.38038,2362,815,53,30,0,f,bnb,selected
19,0.49942,0.002,0.57936,0.86158,0.57936,0.54479,-7.02243,2275,902,52,31,0,f,bnb,selected
0,0.49932,0.07186,0.52382,0.86008,0.52382,0.53389,-7.24649,2257,919,54,30,1,f,bnb,selected
1,0.49982,0.01796,0.53733,0.84786,0.53733,0.52951,-7.13687,2267,909,55,29,1,f,bnb,selected
2,0.50035,0.06986,0.52426,0.8538,0.52426,0.51229,-6.9639,2271,905,58,26,1,f,bnb,selected
3,0.50025,0.52495,0.49984,0.86309,0.49984,0.50895,-7.80415,2212,964,57,27,1,f,bnb,selected
4,0.5011,0.22156,0.51286,0.86417,0.51286,0.53531,-7.32479,2266,910,54,30,1,f,bnb,selected
5,0.49928,0.03393,0.52797,0.86692,0.52797,0.54063,-7.3579,2262,914,53,31,1,f,bnb,selected
6,0.49826,0.01198,0.53413,0.87042,0.53413,0.53997,-7.61181,2220,956,52,32,1,f,bnb,selected
7,0.49963,0.12176,0.51893,0.85703,0.51893,0.51981,-7.2152,2281,895,57,27,1,f,bnb,selected
8,0.4989,0.00399,0.54273,0.86583,0.54273,0.54107,-7.45027,2227,949,52,32,1,f,bnb,selected
9,0.50132,0.002,0.54621,0.84659,0.54621,0.53565,-6.81785,2306,870,55,29,1,f,bnb,selected
10,0.50016,0.01796,0.53697,0.86136,0.53697,0.54753,-7.26015,2268,908,52,32,1,f,bnb,selected
11,0.50046,0.08383,0.52421,0.87866,0.52421,0.52272,-7.94442,2186,990,54,30,1,f,bnb,selected
12,0.49876,0.07784,0.5233,0.86411,0.5233,0.5405,-7.08673,2299,877,54,30,1,f,bnb,selected
13,0.4998,0.14571,0.51847,0.84956,0.51847,0.5206,-7.21718,2286,890,57,27,1,f,bnb,selected
14,0.50185,0.00998,0.54128,0.85591,0.54128,0.54687,-7.36091,2226,950,51,33,1,f,bnb,selected
15,0.50066,0.41118,0.50468,0.85843,0.50468,0.51462,-7.21707,2248,928,57,27,1,f,bnb,selected
16,0.50001,0.06587,0.52672,0.86973,0.52672,0.53371,-7.2517,2218,958,53,31,1,f,bnb,selected
17,0.50076,0.08782,0.5238,0.85887,0.5238,0.52372,-6.97439,2268,908,56,28,1,f,bnb,selected
18,0.49939,0.21158,0.51221,0.86665,0.51221,0.52212,-7.52395,2220,956,55,29,1,f,bnb,selected
19,0.50025,0.01796,0.53325,0.86641,0.53325,0.55156,-7.42008,2218,958,50,34,1,f,bnb,selected
0,0.49988,0.01796,0.53491,0.8641,0.53491,0.53222,-6.81508,2322,854,56,28,2,f,bnb,selected
1,0.50022,0.01397,0.5397,0.86229,0.5397,0.55805,-7.00107,2297,879,51,33,2,f,bnb,selected
2,0.4997,0.03393,0.53011,0.86925,0.53011,0.53521,-6.77113,2341,835,56,28,2,f,bnb,selected
3,0.49944,0.01397,0.53569,0.85963,0.53569,0.51953,-6.82614,2317,859,58,26,2,f,bnb,selected
4,0.49986,0.00399,0.55352,0.86371,0.55352,0.55587,-6.82538,2321,855,52,32,2,f,bnb,selected
5,0.4999,0.00399,0.54728,0.85826,0.54728,0.54161,-6.88208,2306,870,54,30,2,f,bnb,selected
6,0.49997,0.01597,0.53747,0.86167,0.53747,0.5137,-7.03482,2280,896,58,26,2,f,bnb,selected
7,0.49951,0.00399,0.55052,0.8477,0.55052,0.57893,-6.77868,2354,822,49,35,2,f,bnb,selected
8,0.49945,0.002,0.55429,0.87849,0.55429,0.55052,-7.20244,2287,889,52,32,2,f,bnb,selected
9,0.50014,0.01198,0.53456,0.86316,0.53456,0.52189,-6.817,2332,844,58,26,2,f,bnb,selected
10,0.50057,0.12774,0.51917,0.85425,0.51917,0.52142,-6.79435,2329,847,58,26,2,f,bnb,selected
11,0.50052,0.002,0.55352,0.86615,0.55352,0.56526,-6.87855,2305,871,50,34,2,f,bnb,selected
12,0.49957,0.01397,0.53433,0.84452,0.53433,0.53269,-6.79646,2325,851,56,28,2,f,bnb,selected
13,0.49939,0.00399,0.55102,0.86189,0.55102,0.54712,-6.79053,2341,835,54,30,2,f,bnb,selected
14,0.50073,0.01397,0.53721,0.85272,0.53721,0.54885,-6.37805,2352,824,54,30,2,f,bnb,selected
15,0.49991,0.00399,0.55694,0.87955,0.55694,0.54315,-7.1888,2278,898,53,31,2,f,bnb,selected
16,0.49899,0.002,0.54869,0.87179,0.54869,0.53975,-6.7084,2332,844,55,29,2,f,bnb,selected
17,0.49937,0.05788,0.52698,0.8541,0.52698,0.51468,-6.77064,2324,852,59,25,2,f,bnb,selected
18,0.50047,0.01996,0.53413,0.86063,0.53413,0.53364,-6.68093,2331,845,56,28,2,f,bnb,selected
19,0.50026,0.01796,0.53926,0.86313,0.53926,0.54444,-6.72534,2324,852,54,30,2,f,bnb,selected
0,0.50041,0.002,0.56344,0.84508,0.56344,0.54942,-6.96355,2280,896,52,32,3,f,bnb,selected
1,0.49981,0.00599,0.54581,0.86748,0.54581,0.52445,-7.51397,2197,979,54,30,3,f,bnb,selected
2,0.4999,0.00399,0.54173,0.86399,0.54173,0.52728,-7.4314,2215,961,54,30,3,f,bnb,selected
3,0.4999,0.002,0.56627,0.86561,0.56627,0.54092,-7.512,2226,950,52,32,3,f,bnb,selected
4,0.50009,0.002,0.56339,0.8537,0.56339,0.55033,-7.05427,2248,928,51,33,3,f,bnb,selected
5,0.5004,0.002,0.56263,0.86674,0.56263,0.52385,-7.08047,2231,945,55,29,3,f,bnb,selected
6,0.49998,0.01198,0.53706,0.85204,0.53706,0.52089,-7.08902,2250,926,56,28,3,f,bnb,selected
7,0.49982,0.002,0.55437,0.86374,0.55437,0.54655,-7.29256,2224,952,51,33,3,f,bnb,selected
8,0.5017,0.002,0.56585,0.86924,0.56585,0.54265,-7.17023,2237,939,52,32,3,f,bnb,selected
9,0.50048,0.002,0.56198,0.87513,0.56198,0.56082,-7.39972,2239,937,49,35,3,f,bnb,selected
10,0.49873,0.002,0.56727,0.85901,0.56727,0.55348,-6.98687,2268,908,51,33,3,f,bnb,selected
11,0.49948,0.002,0.56353,0.84853,0.56353,0.55099,-6.68026,2290,886,52,32,3,f,bnb,selected
12,0.49901,0.00399,0.55278,0.86155,0.55278,0.519,-7.13562,2238,938,56,28,3,f,bnb,selected
13,0.49929,0.002,0.56933,0.8436,0.56933,0.55493,-6.67475,2315,861,52,32,3,f,bnb,selected
14,0.50039,0.002,0.55218,0.85051,0.55218,0.53984,-7.24992,2257,919,53,31,3,f,bnb,selected
15,0.49947,0.002,0.56391,0.85409,0.56391,0.54236,-6.79194,2273,903,53,31,3,f,bnb,selected
16,0.50037,0.002,0.55704,0.85887,0.55704,0.52495,-7.13257,2238,938,55,29,3,f,bnb,selected
17,0.4988,0.00798,0.54036,0.8669,0.54036,0.51475,-7.27214,2211,965,56,28,3,f,bnb,selected
18,0.49911,0.002,0.55297,0.85156,0.55297,0.52715,-7.02137,2252,924,55,29,3,f,bnb,selected
19,0.49933,0.00399,0.55169,0.86206,0.55169,0.54173,-6.8865,2269,907,53,31,3,f,bnb,selected
0,0.50165,0.16766,0.51758,0.84918,0.51758,0.52813,-7.14658,2296,880,56,28,4,f,bnb,selected
1,0.49955,0.62076,0.49416,0.83531,0.49416,0.50495,-6.98404,2300,876,60,24,4,f,bnb,selected
2,0.50047,0.6986,0.49252,0.85027,0.49252,0.48939,-7.4483,2239,937,61,23,4,f,bnb,selected
3,0.49969,0.3014,0.50712,0.83466,0.50712,0.47767,-7.41262,2278,898,64,20,4,f,bnb,selected
4,0.49885,0.15569,0.51562,0.8575,0.51562,0.52391,-7.02372,2307,869,57,27,4,f,bnb,selected
5,0.49974,0.17764,0.51478,0.85284,0.51478,0.52652,-7.48044,2248,928,55,29,4,f,bnb,selected
6,0.50071,0.49102,0.50079,0.84365,0.50079,0.50618,-7.24132,2270,906,59,25,4,f,bnb,selected
7,0.49886,0.73653,0.48877,0.84941,0.48877,0.48769,-7.34786,2266,910,62,22,4,f,bnb,selected
8,0.49966,0.20758,0.51242,0.84571,0.51242,0.49742,-7.01976,2290,886,61,23,4,f,bnb,selected
9,0.49955,0.26946,0.50942,0.85292,0.50942,0.51667,-7.38716,2261,915,57,27,4,f,bnb,selected
10,0.49991,0.18363,0.51358,0.84284,0.51358,0.50851,-7.36291,2247,929,58,26,4,f,bnb,selected
11,0.49892,0.35329,0.50584,0.8354,0.50584,0.52939,-6.99778,2304,872,56,28,4,f,bnb,selected
12,0.50042,0.499,0.50093,0.84192,0.50093,0.49181,-6.85786,2330,846,63,21,4,f,bnb,selected
