	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	420	0.49444	0.37624	0.55549	0.50484	0.55549	0.55616	-8.34476	1619	1557	32	50
1	420	0.49444	0.37624	0.55132	0.50484	0.55132	0.55616	-8.34476	1619	1557	32	50
2	420	0.49444	0.37624	0.55253	0.50484	0.55253	0.55616	-8.34476	1619	1557	32	50
3	420	0.49444	0.37624	0.55269	0.50484	0.55269	0.55616	-8.34476	1619	1557	32	50
4	420	0.49444	0.37624	0.55074	0.50484	0.55074	0.55616	-8.34476	1619	1557	32	50
5	420	0.49444	0.37624	0.5503	0.50484	0.5503	0.55616	-8.34476	1619	1557	32	50
6	420	0.49444	0.37624	0.55417	0.50484	0.55417	0.55616	-8.34476	1619	1557	32	50
7	420	0.49444	0.37624	0.55542	0.50484	0.55542	0.55616	-8.34476	1619	1557	32	50
8	420	0.49444	0.37624	0.552	0.50484	0.552	0.55616	-8.34476	1619	1557	32	50
9	420	0.49444	0.37624	0.55133	0.50484	0.55133	0.55616	-8.34476	1619	1557	32	50
