number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
357	0.53480	0.52093	0.50494	0.50494	1.06454	0.88087	0.50071	0.20792	0.52074
357	0.52882	0.51993	0.87264	0.87264	1.22847	0.95173	0.50086	0.22772	0.52203
357	0.53371	0.53095	0.88552	0.88552	1.40614	0.92698	0.50104	0.25743	0.51833
357	0.52206	0.48184	0.53384	0.53384	0.94140	1.09547	0.50065	0.33663	0.51388
357	0.54373	0.53203	0.66963	0.66963	1.13580	0.87877	0.50086	0.23762	0.52234
357	0.53066	0.52164	0.65207	0.65207	1.08787	0.91475	0.50128	0.25743	0.52096
357	0.52802	0.52451	0.56043	0.56043	1.08256	0.87929	0.50068	0.22772	0.52239
357	0.52388	0.50394	0.59965	0.59965	1.01430	0.98241	0.50151	0.22772	0.52466
357	0.52643	0.48504	0.42427	0.42427	0.95846	1.10704	0.50197	0.24752	0.52168
357	0.53169	0.50787	0.40826	0.40826	1.02144	0.94076	0.50081	0.31683	0.51464
