number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
382	0.47785	0.48537	0.18055	0.18055	0.96744	1.28763	0.50225	0.10891	0.53030
382	0.51679	0.51847	0.89751	0.89751	1.28479	0.95755	0.50295	0.22772	0.51963
382	0.53896	0.54031	0.84126	0.84126	1.35220	0.89545	0.50083	0.06931	0.52990
382	0.49562	0.50530	0.77986	0.77986	1.03285	0.98435	0.50071	0.14851	0.52542
382	0.52852	0.53228	0.83113	0.83113	1.26356	0.91449	0.50133	0.09901	0.52909
382	0.48828	0.49217	0.22042	0.22042	0.98207	1.12306	0.50321	0.08911	0.53063
382	0.53654	0.53287	0.73561	0.73561	1.17000	0.89283	0.50221	0.41584	0.50555
382	0.51679	0.51847	0.89751	0.89751	1.28479	0.95755	0.49955	0.36634	0.50559
382	0.52394	0.52227	0.79515	0.79515	1.14814	0.93630	0.50048	0.44554	0.50461
382	0.52976	0.53135	0.75063	0.75063	1.17138	0.90112	0.49886	0.31683	0.50898
