	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	473	0.50106	0.0495	0.4795	0.54453	0.4795	0.49558	-8.31336	1748	1427	46	37
1	473	0.50106	0.0495	0.4795	0.54453	0.4795	0.49558	-8.31336	1748	1427	46	37
2	473	0.50106	0.0495	0.4795	0.54453	0.4795	0.49558	-8.31336	1748	1427	46	37
3	473	0.50106	0.0495	0.4795	0.54453	0.4795	0.49558	-8.31336	1748	1427	46	37
4	473	0.50106	0.0495	0.4795	0.54453	0.4795	0.49558	-8.31336	1748	1427	46	37
5	473	0.50106	0.0495	0.4795	0.54453	0.4795	0.49558	-8.31336	1748	1427	46	37
6	473	0.50106	0.0495	0.4795	0.54453	0.4795	0.49558	-8.31336	1748	1427	46	37
7	473	0.50106	0.0495	0.4795	0.54453	0.4795	0.49558	-8.31336	1748	1427	46	37
8	473	0.50106	0.0495	0.4795	0.54453	0.4795	0.49558	-8.31336	1748	1427	46	37
9	473	0.50106	0.0495	0.4795	0.54453	0.4795	0.49558	-8.31336	1748	1427	46	37
