	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	114	0.49545	0.76238	0.49684	0.47543	0.49684	0.48741	-8.37707	1507	1668	41	42
1	114	0.49545	0.76238	0.49684	0.47543	0.49684	0.48741	-8.37707	1507	1668	41	42
2	114	0.49545	0.76238	0.49684	0.47543	0.49684	0.48741	-8.37707	1507	1668	41	42
3	114	0.49545	0.76238	0.49684	0.47543	0.49684	0.48741	-8.37707	1507	1668	41	42
4	114	0.49545	0.76238	0.49684	0.47543	0.49684	0.48741	-8.37707	1507	1668	41	42
5	114	0.49545	0.76238	0.49684	0.47543	0.49684	0.48741	-8.37707	1507	1668	41	42
6	114	0.49545	0.76238	0.49684	0.47543	0.49684	0.48741	-8.37707	1507	1668	41	42
7	114	0.49545	0.76238	0.49684	0.47543	0.49684	0.48741	-8.37707	1507	1668	41	42
8	114	0.49545	0.76238	0.49684	0.47543	0.49684	0.48741	-8.37707	1507	1668	41	42
9	114	0.49545	0.76238	0.49684	0.47543	0.49684	0.48741	-8.37707	1507	1668	41	42
