	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	472	0.90025	0.88119	0.59085	0.88902	0.59085	0.56503	-8.343820000000001	1622	1553	31	52
1	472	0.90024	0.63366	0.58091	0.89673	0.58091	0.55751	-8.34667	1613	1562	33	50
2	472	0.8999	0.78218	0.5983	0.89116	0.5983	0.55798	-8.34586	1615	1560	32	51
3	472	0.90038	0.54455	0.56386	0.89828	0.56386	0.55171	-8.34657	1613	1562	33	50
4	472	0.89988	0.92079	0.59064	0.88808	0.59064	0.54841	-8.35226	1593	1582	33	50
5	472	0.90014	0.92079	0.58694	0.88715	0.58694	0.56582	-8.34247	1627	1548	31	52
6	472	0.9004	1.0	0.56127	0.8769	0.56127	0.55499	-8.350999999999999	1597	1578	33	50
7	472	0.9003	0.87129	0.56263	0.89067	0.56263	0.53779	-8.34036	1639	1536	37	46
8	472	0.89985	0.67327	0.58461	0.89606	0.58461	0.55735	-8.34694	1612	1563	33	50
9	472	0.89988	0.76238	0.58033	0.89231	0.58033	0.54227	-8.36295	1554	1621	34	49
