number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
347	0.48507	0.47234	0.12006	0.12006	0.94082	1.84914	0.50059	0.52475	0.50023
347	0.54738	0.52987	0.71829	0.71829	1.14567	0.89872	0.49654	0.33663	0.50452
347	0.53330	0.52868	0.29485	0.29485	1.06977	0.67747	0.50147	0.33663	0.50681
347	0.51517	0.52104	0.87969	0.87969	1.25863	0.94973	0.50139	0.08911	0.52740
347	0.53584	0.54593	0.63751	0.63751	1.17994	0.81231	0.49953	0.17822	0.51978
347	0.52023	0.51935	0.94179	0.94179	1.84786	0.95945	0.49945	0.24752	0.51220
347	0.49691	0.51451	0.12042	0.12042	1.03103	0.55474	0.50216	0.54455	0.50183
347	0.52319	0.49962	0.88188	0.88188	0.99520	1.00090	0.50027	0.09901	0.52255
347	0.46127	0.48102	0.20721	0.20721	0.95693	1.31990	0.50128	0.07921	0.52671
347	0.51108	0.51413	0.49448	0.49448	1.04292	0.91724	0.49711	0.25743	0.51123
