number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
263	0.55233	0.53968	0.66284	0.66284	1.16528	0.84734	0.50474	0.68317	0.48755
263	0.55233	0.53968	0.66284	0.66284	1.16528	0.84734	0.50474	0.68317	0.48755
263	0.55233	0.53968	0.66284	0.66284	1.16528	0.84734	0.50474	0.68317	0.48755
263	0.55233	0.53968	0.66284	0.66284	1.16528	0.84734	0.50474	0.68317	0.48755
263	0.55233	0.53968	0.66284	0.66284	1.16528	0.84734	0.50474	0.68317	0.48755
263	0.55233	0.53968	0.66284	0.66284	1.16528	0.84734	0.50474	0.68317	0.48755
263	0.55233	0.53968	0.66284	0.66284	1.16528	0.84734	0.50474	0.68317	0.48755
263	0.55233	0.53968	0.66284	0.66284	1.16528	0.84734	0.50474	0.68317	0.48755
263	0.55233	0.53968	0.66284	0.66284	1.16528	0.84734	0.50474	0.68317	0.48755
263	0.55233	0.53968	0.66284	0.66284	1.16528	0.84734	0.50474	0.68317	0.48755
