	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	417	0.50128	0.91089	0.5216	0.46073	0.5216	0.52739	-8.3092	1762	1413	42	41
1	417	0.50128	0.91089	0.5216	0.46073	0.5216	0.52739	-8.3092	1762	1413	42	41
2	417	0.50128	0.91089	0.5216	0.46073	0.5216	0.52739	-8.3092	1762	1413	42	41
3	417	0.50128	0.91089	0.5216	0.46073	0.5216	0.52739	-8.3092	1762	1413	42	41
4	417	0.50128	0.91089	0.5216	0.46073	0.5216	0.52739	-8.3092	1762	1413	42	41
5	417	0.50128	0.91089	0.5216	0.46073	0.5216	0.52739	-8.3092	1762	1413	42	41
6	417	0.50128	0.91089	0.5216	0.46073	0.5216	0.52739	-8.3092	1762	1413	42	41
7	417	0.50128	0.91089	0.5216	0.46073	0.5216	0.52739	-8.3092	1762	1413	42	41
8	417	0.50128	0.91089	0.5216	0.46073	0.5216	0.52739	-8.3092	1762	1413	42	41
9	417	0.50128	0.91089	0.5216	0.46073	0.5216	0.52739	-8.3092	1762	1413	42	41
