number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
207	0.52087	0.51837	0.79772	0.79772	1.12385	0.94778	0.50144	0.41584	0.50642
207	0.51537	0.51525	0.80133	0.80133	1.10482	0.95699	0.50148	0.42574	0.50642
207	0.51537	0.51525	0.80133	0.80133	1.10482	0.95699	0.50185	0.41584	0.50642
207	0.52087	0.51837	0.79772	0.79772	1.12385	0.94778	0.50194	0.43564	0.50642
207	0.52115	0.51852	0.79794	0.79794	1.12504	0.94735	0.50189	0.44554	0.50642
207	0.52087	0.51837	0.79772	0.79772	1.12385	0.94778	0.50191	0.42574	0.50642
207	0.51537	0.51525	0.80133	0.80133	1.10482	0.95699	0.50129	0.42574	0.50642
207	0.52115	0.51852	0.79794	0.79794	1.12504	0.94735	0.50137	0.40594	0.50642
207	0.52115	0.51852	0.79794	0.79794	1.12504	0.94735	0.50229	0.43564	0.50642
207	0.51537	0.51525	0.80133	0.80133	1.10482	0.95699	0.50182	0.43564	0.50642
