number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
378	0.46937	0.48906	0.70421	0.70421	0.94873	1.03815	0.49913	0.12871	0.52662
378	0.46937	0.48906	0.70421	0.70421	0.94873	1.03815	0.49913	0.12871	0.52662
378	0.46937	0.48906	0.70421	0.70421	0.94873	1.03815	0.49913	0.12871	0.52662
378	0.46937	0.48906	0.70421	0.70421	0.94873	1.03815	0.49913	0.12871	0.52662
378	0.46937	0.48906	0.70421	0.70421	0.94873	1.03815	0.49913	0.12871	0.52662
378	0.46937	0.48906	0.70421	0.70421	0.94873	1.03815	0.49913	0.12871	0.52662
378	0.46937	0.48906	0.70421	0.70421	0.94873	1.03815	0.49913	0.12871	0.52662
378	0.46937	0.48906	0.70421	0.70421	0.94873	1.03815	0.49913	0.12871	0.52662
378	0.46937	0.48906	0.70421	0.70421	0.94873	1.03815	0.49913	0.12871	0.52662
378	0.46937	0.48906	0.70421	0.70421	0.94873	1.03815	0.49913	0.12871	0.52662
