	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	87	0.49619	0.51485	0.52116	0.49597	0.52116	0.52538	-8.17028	2391	784	58	25
1	87	0.49619	0.51485	0.52116	0.49597	0.52116	0.52538	-8.17028	2391	784	58	25
2	87	0.49619	0.51485	0.52116	0.49597	0.52116	0.52538	-8.17028	2391	784	58	25
3	87	0.49619	0.51485	0.52116	0.49597	0.52116	0.52538	-8.17028	2391	784	58	25
4	87	0.49619	0.51485	0.52116	0.49597	0.52116	0.52538	-8.17028	2391	784	58	25
5	87	0.49619	0.51485	0.52116	0.49597	0.52116	0.52538	-8.17028	2391	784	58	25
6	87	0.49619	0.51485	0.52116	0.49597	0.52116	0.52538	-8.17028	2391	784	58	25
7	87	0.49619	0.51485	0.52116	0.49597	0.52116	0.52538	-8.17028	2391	784	58	25
8	87	0.49619	0.51485	0.52116	0.49597	0.52116	0.52538	-8.17028	2391	784	58	25
9	87	0.49619	0.51485	0.52116	0.49597	0.52116	0.52538	-8.17028	2391	784	58	25
