	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	499	0.49831	0.13861	0.56179	0.5268	0.56179	0.5	-8.03848	3176	0	84	0
1	499	0.50063	0.67327	0.51213	0.48496	0.51213	0.5	-8.99871	0	3176	0	84
2	499	0.49798	0.9604	0.55898	0.44304	0.55898	0.5	-8.99871	0	3176	0	84
3	499	0.49956	0.0297	0.55085	0.55286	0.55085	0.5	-8.99871	0	3176	0	84
4	499	0.50084	0.37624	0.56371	0.50755	0.56371	0.5	-8.99871	0	3176	0	84
5	499	0.50007	0.91089	0.53588	0.46518	0.53588	0.5	-8.03848	3176	0	84	0
6	499	0.50003	0.70297	0.5364	0.48461	0.5364	0.5	-8.03848	3176	0	84	0
7	499	0.4971	0.86139	0.53013	0.47146	0.53013	0.5	-8.03848	3176	0	84	0
8	499	0.50002	0.83168	0.5363	0.47093	0.5363	0.5	-8.03848	3176	0	84	0
9	499	0.49933	0.25743	0.51671	0.5162	0.51671	0.5	-8.03848	3176	0	84	0
