number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
420	0.55549	0.55616	0.65524	0.65524	1.22919	0.77972	0.49444	0.37624	0.50484
420	0.55132	0.55616	0.65524	0.65524	1.22919	0.77972	0.49444	0.37624	0.50484
420	0.55253	0.55616	0.65524	0.65524	1.22919	0.77972	0.49444	0.37624	0.50484
420	0.55269	0.55616	0.65524	0.65524	1.22919	0.77972	0.49444	0.37624	0.50484
420	0.55074	0.55616	0.65524	0.65524	1.22919	0.77972	0.49444	0.37624	0.50484
420	0.55030	0.55616	0.65524	0.65524	1.22919	0.77972	0.49444	0.37624	0.50484
420	0.55417	0.55616	0.65524	0.65524	1.22919	0.77972	0.49444	0.37624	0.50484
420	0.55542	0.55616	0.65524	0.65524	1.22919	0.77972	0.49444	0.37624	0.50484
420	0.55200	0.55616	0.65524	0.65524	1.22919	0.77972	0.49444	0.37624	0.50484
420	0.55133	0.55616	0.65524	0.65524	1.22919	0.77972	0.49444	0.37624	0.50484
