number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
288	0.47413	0.48562	0.90558	0.90558	0.74345	1.03239	0.50080	0.59406	0.49592
288	0.47413	0.48562	0.90558	0.90558	0.74345	1.03239	0.50080	0.59406	0.49592
288	0.47413	0.48562	0.90558	0.90558	0.74345	1.03239	0.50080	0.59406	0.49592
288	0.47413	0.48562	0.90558	0.90558	0.74345	1.03239	0.50080	0.59406	0.49592
288	0.47413	0.48562	0.90558	0.90558	0.74345	1.03239	0.50080	0.59406	0.49592
288	0.47413	0.48562	0.90558	0.90558	0.74345	1.03239	0.50080	0.59406	0.49592
288	0.47413	0.48562	0.90558	0.90558	0.74345	1.03239	0.50080	0.59406	0.49592
288	0.47413	0.48562	0.90558	0.90558	0.74345	1.03239	0.50080	0.59406	0.49592
288	0.47413	0.48562	0.90558	0.90558	0.74345	1.03239	0.50080	0.59406	0.49592
288	0.47413	0.48562	0.90558	0.90558	0.74345	1.03239	0.50080	0.59406	0.49592
