number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
47	0.47487	0.49787	0.76119	0.76119	0.98782	1.00655	0.50368	0.18812	0.52722
47	0.47487	0.49787	0.76119	0.76119	0.98782	1.00655	0.50368	0.18812	0.52722
47	0.47487	0.49787	0.76119	0.76119	0.98782	1.00655	0.50368	0.18812	0.52722
47	0.47487	0.49787	0.76119	0.76119	0.98782	1.00655	0.50368	0.18812	0.52722
47	0.47487	0.49787	0.76119	0.76119	0.98782	1.00655	0.50368	0.18812	0.52722
47	0.47487	0.49787	0.76119	0.76119	0.98782	1.00655	0.50368	0.18812	0.52722
47	0.47487	0.49787	0.76119	0.76119	0.98782	1.00655	0.50368	0.18812	0.52722
47	0.47487	0.49787	0.76119	0.76119	0.98782	1.00655	0.50368	0.18812	0.52722
47	0.47487	0.49787	0.76119	0.76119	0.98782	1.00655	0.50368	0.18812	0.52722
47	0.47487	0.49787	0.76119	0.76119	0.98782	1.00655	0.50368	0.18812	0.52722
