number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
242	0.49675	0.50642	0.64606	0.64606	1.02575	0.97435	0.50091	0.46535	0.50229
242	0.49675	0.50642	0.64606	0.64606	1.02575	0.97435	0.50091	0.46535	0.50229
242	0.49675	0.50642	0.64606	0.64606	1.02575	0.97435	0.50091	0.46535	0.50229
242	0.49675	0.50642	0.64606	0.64606	1.02575	0.97435	0.50091	0.46535	0.50229
242	0.49675	0.50642	0.64606	0.64606	1.02575	0.97435	0.50091	0.46535	0.50229
242	0.49675	0.50642	0.64606	0.64606	1.02575	0.97435	0.50091	0.46535	0.50229
242	0.49675	0.50642	0.64606	0.64606	1.02575	0.97435	0.50091	0.46535	0.50229
242	0.49675	0.50642	0.64606	0.64606	1.02575	0.97435	0.50091	0.46535	0.50229
242	0.49675	0.50642	0.64606	0.64606	1.02575	0.97435	0.50091	0.46535	0.50229
242	0.49675	0.50642	0.64606	0.64606	1.02575	0.97435	0.50091	0.46535	0.50229
