number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
196	0.45737	0.46452	0.55801	0.55801	0.88069	1.17512	0.50702	0.46535	0.50818
196	0.48111	0.49506	0.34609	0.34609	0.98739	1.04568	0.49916	0.33663	0.50535
196	0.53508	0.53115	0.63811	0.63811	1.12236	0.87309	0.50216	0.03960	0.54239
196	0.52350	0.52622	0.55217	0.55217	1.08705	0.86815	0.49971	0.01980	0.54444
196	0.46127	0.48801	0.34308	0.34308	0.96947	1.11204	0.49808	0.41584	0.50053
196	0.50332	0.50391	0.30621	0.30621	1.00962	0.95801	0.50192	0.08911	0.53027
196	0.47840	0.48843	0.22706	0.22706	0.97334	1.17589	0.50082	0.71287	0.48904
196	0.50249	0.50244	0.72491	0.72491	1.01222	0.99186	0.50178	0.21782	0.52034
196	0.49774	0.50334	0.80095	0.80095	1.02298	0.99057	0.50114	0.36634	0.50791
196	0.46590	0.47764	0.79764	0.79764	0.84829	1.06339	0.50157	0.06931	0.53382
