	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	179	0.50692	0.16832	0.57417	0.53763	0.57417	0.57833	-8.35117	1594	1581	29	54
1	179	0.50692	0.16832	0.57417	0.53763	0.57417	0.57848	-8.35089	1595	1580	29	54
2	179	0.50692	0.16832	0.57417	0.53763	0.57417	0.57833	-8.35117	1594	1581	29	54
3	179	0.50692	0.16832	0.57417	0.53763	0.57417	0.57833	-8.35117	1594	1581	29	54
4	179	0.50692	0.16832	0.57416	0.53763	0.57416	0.57833	-8.35117	1594	1581	29	54
5	179	0.50692	0.16832	0.57416	0.53763	0.57416	0.57848	-8.35089	1595	1580	29	54
6	179	0.50692	0.16832	0.57416	0.53763	0.57416	0.57833	-8.35117	1594	1581	29	54
7	179	0.50692	0.16832	0.57417	0.53763	0.57417	0.57833	-8.35117	1594	1581	29	54
8	179	0.50692	0.16832	0.57417	0.53767	0.57417	0.57833	-8.35117	1594	1581	29	54
9	179	0.50692	0.16832	0.57417	0.53767	0.57417	0.57833	-8.35117	1594	1581	29	54
