number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
368	0.57011	0.50000	0.00126	0.00126	1.00000	1.00000	0.88277	0.31683	0.90243
368	0.57361	0.50000	0.00126	0.00126	1.00000	1.00000	0.88048	0.14851	0.90890
368	0.56976	0.50000	0.00126	0.00126	1.00000	1.00000	0.87908	0.96040	0.78730
368	0.53180	0.50000	0.96197	0.96197	1.00000	1.00000	0.87490	0.46535	0.89639
368	0.53936	0.50000	0.96197	0.96197	1.00000	1.00000	0.87311	0.21782	0.90315
368	0.56830	0.50000	0.00126	0.00126	1.00000	1.00000	0.87079	0.90099	0.80254
368	0.54703	0.50000	0.96197	0.96197	1.00000	1.00000	0.88150	0.41584	0.89714
368	0.54736	0.50000	0.96197	0.96197	1.00000	1.00000	0.88398	0.49505	0.89547
368	0.54541	0.50000	0.96197	0.96197	1.00000	1.00000	0.87628	0.11881	0.90776
368	0.55226	0.50000	0.00126	0.00126	1.00000	1.00000	0.87237	0.34653	0.89631
