number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
497	0.60230	0.57455	0.65627	0.65627	1.30462	0.70796	0.89829	0.28713	0.90351
497	0.54414	0.52171	0.66712	0.66712	1.09146	0.91737	0.89852	0.47525	0.89903
497	0.53270	0.50808	0.66415	0.66415	1.03383	0.96904	0.89868	0.43564	0.89921
497	0.57529	0.54517	0.66673	0.66673	1.18983	0.82761	0.89893	0.36634	0.90224
497	0.53338	0.52332	0.65987	0.65987	1.09648	0.90969	0.89817	0.33663	0.90180
497	0.55304	0.53656	0.64187	0.64187	1.14474	0.85223	0.89882	0.47525	0.89925
497	0.59762	0.59503	0.65071	0.65071	1.38263	0.62239	0.89855	0.14851	0.90777
497	0.60140	0.58278	0.66019	0.66019	1.34131	0.67851	0.89895	0.50495	0.89908
497	0.54021	0.51159	0.66007	0.66007	1.04800	0.95518	0.89791	0.08911	0.91264
497	0.55554	0.53368	0.64717	0.64717	1.13503	0.86556	0.89879	0.28713	0.90474
