number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
328	0.54667	0.55038	0.72681	0.72681	1.25237	0.83229	0.49614	0.15842	0.51740
328	0.54667	0.55038	0.72681	0.72681	1.25237	0.83229	0.49667	0.27723	0.51170
328	0.54667	0.55038	0.72681	0.72681	1.25237	0.83229	0.49614	0.21782	0.51475
328	0.54667	0.55038	0.72681	0.72681	1.25237	0.83229	0.49575	0.18812	0.51452
328	0.54667	0.55038	0.72681	0.72681	1.25237	0.83229	0.49595	0.19802	0.51444
328	0.54667	0.55038	0.72681	0.72681	1.25237	0.83229	0.49669	0.16832	0.51740
328	0.54667	0.55038	0.72681	0.72681	1.25237	0.83229	0.49601	0.23762	0.51147
328	0.54667	0.55038	0.72681	0.72681	1.25237	0.83229	0.49719	0.18812	0.51475
328	0.54667	0.55038	0.72681	0.72681	1.25237	0.83229	0.49690	0.19802	0.51444
328	0.54667	0.55038	0.72681	0.72681	1.25237	0.83229	0.49622	0.20792	0.51435
