number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
114	0.49684	0.48741	0.62293	0.62293	0.95204	1.05305	0.49545	0.76238	0.47543
114	0.49684	0.48741	0.62293	0.62293	0.95204	1.05305	0.49545	0.76238	0.47543
114	0.49684	0.48741	0.62293	0.62293	0.95204	1.05305	0.49545	0.76238	0.47543
114	0.49684	0.48741	0.62293	0.62293	0.95204	1.05305	0.49545	0.76238	0.47543
114	0.49684	0.48741	0.62293	0.62293	0.95204	1.05305	0.49545	0.76238	0.47543
114	0.49684	0.48741	0.62293	0.62293	0.95204	1.05305	0.49545	0.76238	0.47543
114	0.49684	0.48741	0.62293	0.62293	0.95204	1.05305	0.49545	0.76238	0.47543
114	0.49684	0.48741	0.62293	0.62293	0.95204	1.05305	0.49545	0.76238	0.47543
114	0.49684	0.48741	0.62293	0.62293	0.95204	1.05305	0.49545	0.76238	0.47543
114	0.49684	0.48741	0.62293	0.62293	0.95204	1.05305	0.49545	0.76238	0.47543
