	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	275	0.49984	0.67327	0.45781	0.48354	0.45781	0.53187	-8.33063	1676	1499	38	45
1	275	0.49984	0.67327	0.53768	0.48354	0.53768	0.53187	-8.33063	1676	1499	38	45
2	275	0.49984	0.67327	0.54484	0.48354	0.54484	0.53187	-8.33063	1676	1499	38	45
3	275	0.49984	0.67327	0.45506	0.48354	0.45506	0.53187	-8.33063	1676	1499	38	45
4	275	0.49984	0.67327	0.49953	0.48354	0.49953	0.53187	-8.33063	1676	1499	38	45
5	275	0.49984	0.67327	0.5	0.48354	0.5	0.53187	-8.33063	1676	1499	38	45
6	275	0.49984	0.67327	0.47166	0.48354	0.47166	0.53187	-8.33063	1676	1499	38	45
7	275	0.49984	0.67327	0.46348	0.48354	0.46348	0.53187	-8.33063	1676	1499	38	45
8	275	0.49984	0.67327	0.46252	0.48354	0.46252	0.53187	-8.33063	1676	1499	38	45
9	275	0.49984	0.67327	0.49969	0.48354	0.49969	0.53187	-8.33063	1676	1499	38	45
