	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	263	0.50474	0.68317	0.55233	0.48755	0.55233	0.53968	-8.33716	1651	1524	37	46
1	263	0.50474	0.68317	0.55233	0.48755	0.55233	0.53968	-8.33716	1651	1524	37	46
2	263	0.50474	0.68317	0.55233	0.48755	0.55233	0.53968	-8.33716	1651	1524	37	46
3	263	0.50474	0.68317	0.55233	0.48755	0.55233	0.53968	-8.33716	1651	1524	37	46
4	263	0.50474	0.68317	0.55233	0.48755	0.55233	0.53968	-8.33716	1651	1524	37	46
5	263	0.50474	0.68317	0.55233	0.48755	0.55233	0.53968	-8.33716	1651	1524	37	46
6	263	0.50474	0.68317	0.55233	0.48755	0.55233	0.53968	-8.33716	1651	1524	37	46
7	263	0.50474	0.68317	0.55233	0.48755	0.55233	0.53968	-8.33716	1651	1524	37	46
8	263	0.50474	0.68317	0.55233	0.48755	0.55233	0.53968	-8.33716	1651	1524	37	46
9	263	0.50474	0.68317	0.55233	0.48755	0.55233	0.53968	-8.33716	1651	1524	37	46
