	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	280	0.49775	0.23762	0.51921	0.5166	0.51921	0.51604	-8.3889	1463	1712	36	47
1	280	0.49775	0.23762	0.51921	0.5166	0.51921	0.51604	-8.3889	1463	1712	36	47
2	280	0.49775	0.23762	0.51921	0.5166	0.51921	0.51604	-8.3889	1463	1712	36	47
3	280	0.49775	0.23762	0.51921	0.5166	0.51921	0.51604	-8.3889	1463	1712	36	47
4	280	0.49775	0.23762	0.51921	0.5166	0.51921	0.51604	-8.3889	1463	1712	36	47
5	280	0.49775	0.23762	0.51921	0.5166	0.51921	0.51604	-8.3889	1463	1712	36	47
6	280	0.49775	0.23762	0.51921	0.5166	0.51921	0.51604	-8.3889	1463	1712	36	47
7	280	0.49775	0.23762	0.51921	0.5166	0.51921	0.51604	-8.3889	1463	1712	36	47
8	280	0.49775	0.23762	0.51921	0.5166	0.51921	0.51604	-8.3889	1463	1712	36	47
9	280	0.49775	0.23762	0.51921	0.5166	0.51921	0.51604	-8.3889	1463	1712	36	47
