	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	156	0.50112	0.14851	0.51652	0.52478	0.51652	0.50512	-8.31146	1754	1422	44	38
1	156	0.50112	0.14851	0.51652	0.52478	0.51652	0.50512	-8.31146	1754	1422	44	38
2	156	0.50112	0.14851	0.51652	0.52478	0.51652	0.50512	-8.31146	1754	1422	44	38
3	156	0.50112	0.14851	0.51652	0.52478	0.51652	0.50512	-8.31146	1754	1422	44	38
4	156	0.50112	0.14851	0.51652	0.52478	0.51652	0.50512	-8.31146	1754	1422	44	38
5	156	0.50112	0.14851	0.51652	0.52478	0.51652	0.50512	-8.31146	1754	1422	44	38
6	156	0.50112	0.14851	0.51652	0.52478	0.51652	0.50512	-8.31146	1754	1422	44	38
7	156	0.50112	0.14851	0.51652	0.52478	0.51652	0.50512	-8.31146	1754	1422	44	38
8	156	0.50112	0.14851	0.51652	0.52478	0.51652	0.50512	-8.31146	1754	1422	44	38
9	156	0.50112	0.14851	0.51652	0.52478	0.51652	0.50512	-8.31146	1754	1422	44	38
