number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
126	0.46041	0.52683	0.66091	0.66091	1.11132	0.89640	0.49931	0.41584	0.50270
126	0.45553	0.52683	0.66091	0.66091	1.11132	0.89640	0.49931	0.41584	0.50270
126	0.46383	0.52683	0.66091	0.66091	1.11132	0.89640	0.49931	0.41584	0.50270
126	0.45766	0.52683	0.66091	0.66091	1.11132	0.89640	0.49931	0.41584	0.50270
126	0.54095	0.52683	0.66091	0.66091	1.11132	0.89640	0.49931	0.41584	0.50270
126	0.44602	0.52683	0.66091	0.66091	1.11132	0.89640	0.49931	0.41584	0.50270
126	0.51833	0.52683	0.66091	0.66091	1.11132	0.89640	0.49931	0.41584	0.50270
126	0.45461	0.52683	0.66091	0.66091	1.11132	0.89640	0.49931	0.41584	0.50270
126	0.55325	0.52683	0.66091	0.66091	1.11132	0.89640	0.49931	0.41584	0.50270
126	0.45087	0.52683	0.66091	0.66091	1.11132	0.89640	0.49931	0.41584	0.50270
