	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	365	0.82773	0.23762	0.55455	0.89151	0.55455	0.5	-8.03848	0	3176	0	84
1	365	0.83478	0.80198	0.55577	0.78775	0.55577	0.5	-8.99871	0	3176	0	84
2	365	0.82156	0.32673	0.5534	0.86906	0.5534	0.5	-8.03848	0	3176	0	84
3	365	0.83382	0.62376	0.52707	0.80258	0.52707	0.5	-8.99871	0	3176	0	84
4	365	0.83001	0.61386	0.54801	0.79911	0.54801	0.5	-8.03848	0	3176	0	84
5	365	0.82167	0.84158	0.56331	0.75923	0.56331	0.5	-8.03848	0	3176	0	84
6	365	0.82431	0.49505	0.56806	0.82054	0.56806	0.5	-8.99871	0	3176	0	84
7	365	0.83008	0.9802	0.56172	0.69352	0.56172	0.5	-8.99871	0	3176	0	84
8	365	0.83159	0.94059	0.53995	0.73593	0.53995	0.5	-8.99871	0	3176	0	84
9	365	0.82545	0.9703	0.55687	0.68287	0.55687	0.5	-8.99871	0	3176	0	84
