	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	383	0.50239	0.67327	0.44755	0.48911	0.44755	0.51328	-8.3131	1748	1427	44	39
1	383	0.50239	0.67327	0.45486	0.48911	0.45486	0.51328	-8.3131	1748	1427	44	39
2	383	0.50239	0.67327	0.45755	0.48911	0.45755	0.51328	-8.3131	1748	1427	44	39
3	383	0.50239	0.67327	0.45185	0.48911	0.45185	0.51328	-8.3131	1748	1427	44	39
4	383	0.50239	0.67327	0.5	0.48911	0.5	0.51328	-8.3131	1748	1427	44	39
5	383	0.50239	0.67327	0.4513	0.48911	0.4513	0.51328	-8.3131	1748	1427	44	39
6	383	0.50239	0.67327	0.54516	0.48911	0.54516	0.51328	-8.3131	1748	1427	44	39
7	383	0.50239	0.67327	0.55099	0.48911	0.55099	0.51328	-8.3131	1748	1427	44	39
8	383	0.50239	0.67327	0.5	0.48911	0.5	0.51328	-8.3131	1748	1427	44	39
9	383	0.50239	0.67327	0.5	0.48911	0.5	0.51328	-8.3131	1748	1427	44	39
