	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	302	0.50153	0.0099	0.51664	0.56244	0.51664	0.49853	-8.43293	1313	1862	34	49
1	302	0.50153	0.0099	0.51664	0.56244	0.51664	0.49853	-8.43293	1313	1862	34	49
2	302	0.50153	0.0099	0.51664	0.56244	0.51664	0.49853	-8.43293	1313	1862	34	49
3	302	0.50153	0.0099	0.51664	0.56244	0.51664	0.49853	-8.43293	1313	1862	34	49
4	302	0.50153	0.0099	0.51664	0.56244	0.51664	0.49853	-8.43293	1313	1862	34	49
5	302	0.50153	0.0099	0.51664	0.56244	0.51664	0.49853	-8.43293	1313	1862	34	49
6	302	0.50153	0.0099	0.51664	0.56244	0.51664	0.49853	-8.43293	1313	1862	34	49
7	302	0.50153	0.0099	0.51664	0.56244	0.51664	0.49853	-8.43293	1313	1862	34	49
8	302	0.50153	0.0099	0.51664	0.56244	0.51664	0.49853	-8.43293	1313	1862	34	49
9	302	0.50153	0.0099	0.51664	0.56244	0.51664	0.49853	-8.43293	1313	1862	34	49
