number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
316	0.55476	0.53914	0.69089	0.69089	1.17570	0.85882	0.49577	0.67327	0.48380
316	0.55639	0.53852	0.64075	0.64075	1.15216	0.84396	0.49619	0.66337	0.48554
316	0.55438	0.54805	0.68639	0.68639	1.21286	0.82478	0.49625	0.67327	0.48630
316	0.55682	0.53401	0.65321	0.65321	1.13840	0.86622	0.49631	0.67327	0.48670
316	0.55263	0.52431	0.65664	0.65664	1.09982	0.90520	0.49587	0.64356	0.48710
316	0.56169	0.54616	0.68331	0.68331	1.20279	0.83050	0.49572	0.66337	0.48412
316	0.55902	0.54170	0.65633	0.65633	1.17088	0.83711	0.49616	0.67327	0.48550
316	0.56204	0.55114	0.67223	0.67223	1.21802	0.80732	0.49612	0.68317	0.48389
316	0.54681	0.54708	0.67520	0.67520	1.20233	0.82388	0.49611	0.65347	0.48808
316	0.55812	0.53706	0.67798	0.67798	1.16059	0.86232	0.49572	0.64356	0.48732
