	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	141	0.50038	0.35644	0.5483	0.50969	0.5483	0.5249	-8.30381	1783	1392	43	40
1	141	0.50038	0.35644	0.5483	0.50969	0.5483	0.5249	-8.30381	1783	1392	43	40
2	141	0.50038	0.35644	0.5483	0.50969	0.5483	0.5249	-8.30381	1783	1392	43	40
3	141	0.50038	0.35644	0.5483	0.50969	0.5483	0.5249	-8.30381	1783	1392	43	40
4	141	0.50038	0.35644	0.5483	0.50969	0.5483	0.5249	-8.30381	1783	1392	43	40
5	141	0.50038	0.35644	0.5483	0.50969	0.5483	0.5249	-8.30381	1783	1392	43	40
6	141	0.50038	0.35644	0.5483	0.50969	0.5483	0.5249	-8.30381	1783	1392	43	40
7	141	0.50038	0.35644	0.5483	0.50969	0.5483	0.5249	-8.30381	1783	1392	43	40
8	141	0.50038	0.35644	0.5483	0.50969	0.5483	0.5249	-8.30381	1783	1392	43	40
9	141	0.50038	0.35644	0.5483	0.50969	0.5483	0.5249	-8.30381	1783	1392	43	40
