	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	254	0.49533	0.73267	0.51086	0.48282	0.51086	0.52386	-8.28704	1853	1322	44	39
1	254	0.49533	0.73267	0.51086	0.48282	0.51086	0.52386	-8.28704	1853	1322	44	39
2	254	0.49533	0.73267	0.51086	0.48282	0.51086	0.52386	-8.28704	1853	1322	44	39
3	254	0.49533	0.73267	0.51086	0.48282	0.51086	0.52386	-8.28704	1853	1322	44	39
4	254	0.49533	0.73267	0.51086	0.48282	0.51086	0.52386	-8.28704	1853	1322	44	39
5	254	0.49533	0.73267	0.51086	0.48282	0.51086	0.52386	-8.28704	1853	1322	44	39
6	254	0.49533	0.73267	0.51086	0.48282	0.51086	0.52386	-8.28704	1853	1322	44	39
7	254	0.49533	0.73267	0.51086	0.48282	0.51086	0.52386	-8.28704	1853	1322	44	39
8	254	0.49533	0.73267	0.51086	0.48282	0.51086	0.52386	-8.28704	1853	1322	44	39
9	254	0.49533	0.73267	0.51086	0.48282	0.51086	0.52386	-8.28704	1853	1322	44	39
