	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	126	0.49931	0.41584	0.46041	0.5027	0.46041	0.52683	-8.33909	1645	1530	39	44
1	126	0.49931	0.41584	0.45553	0.5027	0.45553	0.52683	-8.33909	1645	1530	39	44
2	126	0.49931	0.41584	0.46383	0.5027	0.46383	0.52683	-8.33909	1645	1530	39	44
3	126	0.49931	0.41584	0.45766	0.5027	0.45766	0.52683	-8.33909	1645	1530	39	44
4	126	0.49931	0.41584	0.54095	0.5027	0.54095	0.52683	-8.33909	1645	1530	39	44
5	126	0.49931	0.41584	0.44602	0.5027	0.44602	0.52683	-8.33909	1645	1530	39	44
6	126	0.49931	0.41584	0.51833	0.5027	0.51833	0.52683	-8.33909	1645	1530	39	44
7	126	0.49931	0.41584	0.45461	0.5027	0.45461	0.52683	-8.33909	1645	1530	39	44
8	126	0.49931	0.41584	0.55325	0.5027	0.55325	0.52683	-8.33909	1645	1530	39	44
9	126	0.49931	0.41584	0.45087	0.5027	0.45087	0.52683	-8.33909	1645	1530	39	44
