number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
383	0.44755	0.51328	0.68690	0.68690	1.05909	0.95173	0.50239	0.67327	0.48911
383	0.45486	0.51328	0.68690	0.68690	1.05909	0.95173	0.50239	0.67327	0.48911
383	0.45755	0.51328	0.68690	0.68690	1.05909	0.95173	0.50239	0.67327	0.48911
383	0.45185	0.51328	0.68690	0.68690	1.05909	0.95173	0.50239	0.67327	0.48911
383	0.50000	0.51328	0.68690	0.68690	1.05909	0.95173	0.50239	0.67327	0.48911
383	0.45130	0.51328	0.68690	0.68690	1.05909	0.95173	0.50239	0.67327	0.48911
383	0.54516	0.51328	0.68690	0.68690	1.05909	0.95173	0.50239	0.67327	0.48911
383	0.55099	0.51328	0.68690	0.68690	1.05909	0.95173	0.50239	0.67327	0.48911
383	0.50000	0.51328	0.68690	0.68690	1.05909	0.95173	0.50239	0.67327	0.48911
383	0.50000	0.51328	0.68690	0.68690	1.05909	0.95173	0.50239	0.67327	0.48911
