number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
285	0.53039	0.53788	0.85962	0.85962	1.38254	0.90553	0.49746	0.45545	0.50058
285	0.50377	0.50080	0.90339	0.90339	1.01366	0.99818	0.50022	0.99010	0.45384
285	0.55081	0.54997	0.86724	0.86724	1.53801	0.87725	0.49909	0.58416	0.49539
285	0.56669	0.56856	0.85477	0.85477	1.65881	0.82685	0.49775	0.88119	0.47015
285	0.53835	0.52533	0.77534	0.77534	1.15339	0.92435	0.49859	0.77228	0.48280
285	0.51322	0.51365	0.90496	0.90496	1.23628	0.96913	0.49942	0.53465	0.49541
285	0.51198	0.51053	0.90785	0.90785	1.19170	0.97633	0.49884	0.81188	0.47942
285	0.47341	0.49350	0.88211	0.88211	0.91659	1.01540	0.50007	0.70297	0.48946
285	0.51176	0.50490	0.90793	0.90793	1.08961	0.98901	0.49891	0.86139	0.47273
285	0.51920	0.53101	0.86526	0.86526	1.32998	0.92361	0.49861	0.55446	0.49673
