number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
489	0.54047	0.51286	0.22929	0.22929	1.02967	0.80636	0.49826	0.43564	0.50067
489	0.48807	0.49886	0.08570	0.08570	0.99761	1.05026	0.49743	0.31683	0.50642
489	0.51446	0.50634	0.91579	0.91579	1.13429	0.98599	0.49959	0.97030	0.46478
489	0.46812	0.49531	0.82830	0.82830	0.96207	1.01247	0.50077	0.82178	0.48490
489	0.50072	0.49589	0.89143	0.89143	0.94096	1.00954	0.50170	0.18812	0.51684
489	0.52077	0.53329	0.62111	0.62111	1.12595	0.85873	0.50117	0.27723	0.51477
489	0.51090	0.50925	0.46654	0.46654	1.02705	0.94147	0.49867	0.05941	0.52742
489	0.50026	0.48965	0.89733	0.89733	0.83814	1.02372	0.50085	0.20792	0.51513
489	0.50587	0.50344	0.58773	0.58773	1.01219	0.98420	0.50056	0.68317	0.49468
489	0.52311	0.51110	0.89567	0.89567	1.16751	0.97440	0.50028	0.92079	0.47530
