number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
365	0.57044	0.50000	0.00129	0.00129	1.00000		0.50659	0.18812	0.53651
365	0.57101	0.50000	0.00129	0.00129	1.00000		0.50691	0.12871	0.53950
365	0.57175	0.50000	0.96152	0.96152		1.00000	0.50681	0.12871	0.54208
365	0.56927	0.50000	0.00129	0.00129	1.00000		0.50625	0.21782	0.53219
365	0.57002	0.50000	0.00129	0.00129	1.00000		0.50671	0.16832	0.53718
365	0.57596	0.50000	0.00129	0.00129	1.00000		0.50718	0.15842	0.53923
365	0.56689	0.50000	0.96152	0.96152		1.00000	0.50683	0.15842	0.53745
365	0.56791	0.50000	0.00129	0.00129	1.00000		0.50714	0.10891	0.54440
365	0.56733	0.50000	0.96152	0.96152		1.00000	0.50716	0.22772	0.53201
365	0.56873	0.50000	0.96152	0.96152		1.00000	0.50756	0.09901	0.54694
