number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
365	0.55455	0.50000	0.96152	0.96152	1.00000	1.00000	0.82773	0.23762	0.89151
365	0.55577	0.50000	0.00129	0.00129	1.00000	1.00000	0.83478	0.80198	0.78775
365	0.55340	0.50000	0.96152	0.96152	1.00000	1.00000	0.82156	0.32673	0.86906
365	0.52707	0.50000	0.00129	0.00129	1.00000	1.00000	0.83382	0.62376	0.80258
365	0.54801	0.50000	0.96152	0.96152	1.00000	1.00000	0.83001	0.61386	0.79911
365	0.56331	0.50000	0.96152	0.96152	1.00000	1.00000	0.82167	0.84158	0.75923
365	0.56806	0.50000	0.00129	0.00129	1.00000	1.00000	0.82431	0.49505	0.82054
365	0.56172	0.50000	0.00129	0.00129	1.00000	1.00000	0.83008	0.98020	0.69352
365	0.53995	0.50000	0.00129	0.00129	1.00000	1.00000	0.83159	0.94059	0.73593
365	0.55687	0.50000	0.00129	0.00129	1.00000	1.00000	0.82545	0.97030	0.68287
