	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	307	0.71756	0.65347	0.54694	0.67191	0.54694	0.5	-8.03848	3176	0	84	0
1	307	0.73125	0.75248	0.5358	0.63306	0.5358	0.5	-8.03848	3176	0	84	0
2	307	0.70167	0.54455	0.56985	0.68701	0.56985	0.5	-8.03848	3176	0	84	0
3	307	0.68824	0.75248	0.55657	0.5632	0.55657	0.5	-8.03848	3176	0	84	0
4	307	0.71705	0.30693	0.52774	0.82669	0.52774	0.5	-8.99871	0	3176	0	84
5	307	0.71955	0.19802	0.55772	0.86242	0.55772	0.5	-8.03848	3176	0	84	0
6	307	0.70282	0.10891	0.49258	0.87619	0.49258	0.5	-8.99871	0	3176	0	84
7	307	0.71598	0.27723	0.48557	0.82468	0.48557	0.5	-8.99871	0	3176	0	84
8	307	0.72397	0.75248	0.53848	0.61466	0.53848	0.5	-8.03848	3176	0	84	0
9	307	0.68385	0.47525	0.50217	0.71539	0.50217	0.5	-8.99871	0	3176	0	84
