number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
141	0.54830	0.52490	0.69619	0.69619	1.11364	0.91133	0.50038	0.35644	0.50969
141	0.54830	0.52490	0.69619	0.69619	1.11364	0.91133	0.50038	0.35644	0.50969
141	0.54830	0.52490	0.69619	0.69619	1.11364	0.91133	0.50038	0.35644	0.50969
141	0.54830	0.52490	0.69619	0.69619	1.11364	0.91133	0.50038	0.35644	0.50969
141	0.54830	0.52490	0.69619	0.69619	1.11364	0.91133	0.50038	0.35644	0.50969
141	0.54830	0.52490	0.69619	0.69619	1.11364	0.91133	0.50038	0.35644	0.50969
141	0.54830	0.52490	0.69619	0.69619	1.11364	0.91133	0.50038	0.35644	0.50969
141	0.54830	0.52490	0.69619	0.69619	1.11364	0.91133	0.50038	0.35644	0.50969
141	0.54830	0.52490	0.69619	0.69619	1.11364	0.91133	0.50038	0.35644	0.50969
141	0.54830	0.52490	0.69619	0.69619	1.11364	0.91133	0.50038	0.35644	0.50969
