	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	172	0.50446	0.75248	0.40871	0.48042	0.40871	0.56803	-8.33873	1642	1533	32	51
1	172	0.50446	0.75248	0.40591	0.48042	0.40591	0.56803	-8.33873	1642	1533	32	51
2	172	0.50446	0.75248	0.40811	0.48042	0.40811	0.56803	-8.33873	1642	1533	32	51
3	172	0.50446	0.75248	0.40696	0.48042	0.40696	0.56803	-8.33873	1642	1533	32	51
4	172	0.50446	0.75248	0.40736	0.48042	0.40736	0.56803	-8.33873	1642	1533	32	51
5	172	0.50446	0.75248	0.40793	0.48042	0.40793	0.56803	-8.33873	1642	1533	32	51
6	172	0.50446	0.75248	0.40634	0.48042	0.40634	0.56803	-8.33873	1642	1533	32	51
7	172	0.50446	0.75248	0.40649	0.48042	0.40649	0.56803	-8.33873	1642	1533	32	51
8	172	0.50446	0.75248	0.40854	0.48042	0.40854	0.56803	-8.33873	1642	1533	32	51
9	172	0.50446	0.75248	0.5017	0.48042	0.5017	0.56803	-8.33873	1642	1533	32	51
