number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
307	0.54694	0.50000	0.96152	0.96152		1.00000	0.71756	0.65347	0.67191
307	0.53580	0.50000	0.96152	0.96152		1.00000	0.73125	0.75248	0.63306
307	0.56985	0.50000	0.96152	0.96152		1.00000	0.70167	0.54455	0.68701
307	0.55657	0.50000	0.96152	0.96152		1.00000	0.68824	0.75248	0.56320
307	0.52774	0.50000	0.00129	0.00129	1.00000		0.71705	0.30693	0.82669
307	0.55772	0.50000	0.96152	0.96152		1.00000	0.71955	0.19802	0.86242
307	0.49258	0.50000	0.00129	0.00129	1.00000		0.70282	0.10891	0.87619
307	0.48557	0.50000	0.00129	0.00129	1.00000		0.71598	0.27723	0.82468
307	0.53848	0.50000	0.96152	0.96152		1.00000	0.72397	0.75248	0.61466
307	0.50217	0.50000	0.00129	0.00129	1.00000		0.68385	0.47525	0.71539
