number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
417	0.52160	0.52739	0.69080	0.69080	1.12306	0.90125	0.50128	0.91089	0.46073
417	0.52160	0.52739	0.69080	0.69080	1.12306	0.90125	0.50128	0.91089	0.46073
417	0.52160	0.52739	0.69080	0.69080	1.12306	0.90125	0.50128	0.91089	0.46073
417	0.52160	0.52739	0.69080	0.69080	1.12306	0.90125	0.50128	0.91089	0.46073
417	0.52160	0.52739	0.69080	0.69080	1.12306	0.90125	0.50128	0.91089	0.46073
417	0.52160	0.52739	0.69080	0.69080	1.12306	0.90125	0.50128	0.91089	0.46073
417	0.52160	0.52739	0.69080	0.69080	1.12306	0.90125	0.50128	0.91089	0.46073
417	0.52160	0.52739	0.69080	0.69080	1.12306	0.90125	0.50128	0.91089	0.46073
417	0.52160	0.52739	0.69080	0.69080	1.12306	0.90125	0.50128	0.91089	0.46073
417	0.52160	0.52739	0.69080	0.69080	1.12306	0.90125	0.50128	0.91089	0.46073
