	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	378	0.49913	0.12871	0.46937	0.52662	0.46937	0.48906	-8.29579	1820	1355	49	34
1	378	0.49913	0.12871	0.46937	0.52662	0.46937	0.48906	-8.29579	1820	1355	49	34
2	378	0.49913	0.12871	0.46937	0.52662	0.46937	0.48906	-8.29579	1820	1355	49	34
3	378	0.49913	0.12871	0.46937	0.52662	0.46937	0.48906	-8.29579	1820	1355	49	34
4	378	0.49913	0.12871	0.46937	0.52662	0.46937	0.48906	-8.29579	1820	1355	49	34
5	378	0.49913	0.12871	0.46937	0.52662	0.46937	0.48906	-8.29579	1820	1355	49	34
6	378	0.49913	0.12871	0.46937	0.52662	0.46937	0.48906	-8.29579	1820	1355	49	34
7	378	0.49913	0.12871	0.46937	0.52662	0.46937	0.48906	-8.29579	1820	1355	49	34
8	378	0.49913	0.12871	0.46937	0.52662	0.46937	0.48906	-8.29579	1820	1355	49	34
9	378	0.49913	0.12871	0.46937	0.52662	0.46937	0.48906	-8.29579	1820	1355	49	34
