number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
210	0.55532	0.55045	0.65127	0.65127	1.20412	0.80045	0.90146	0.00990	0.92711
210	0.55401	0.52646	0.64015	0.64015	1.10444	0.89276	0.90108	0.04950	0.92168
210	0.56903	0.53981	0.65310	0.65310	1.16188	0.84334	0.90049	0.02970	0.92301
210	0.58562	0.57269	0.64922	0.64922	1.29222	0.71071	0.90120	0.02970	0.92439
210	0.58212	0.54885	0.63832	0.63832	1.19177	0.80084	0.90087	0.09901	0.91842
210	0.56783	0.57486	0.64282	0.64282	1.29646	0.69750	0.90105	0.03960	0.92074
210	0.58244	0.57174	0.64758	0.64758	1.28734	0.71339	0.90111	0.01980	0.92364
210	0.55184	0.54639	0.65434	0.65434	1.18913	0.81788	0.90132	0.05941	0.92092
210	0.57015	0.56270	0.66217	0.66217	1.26032	0.75803	0.90134	0.16832	0.91205
210	0.54851	0.54245	0.64758	0.64758	1.17035	0.83072	0.90108	0.03960	0.92194
