number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
499	0.56179	0.50000	0.96152	0.96152		1.00000	0.49831	0.13861	0.52680
499	0.51213	0.50000	0.00129	0.00129	1.00000		0.50063	0.67327	0.48496
499	0.55898	0.50000	0.00129	0.00129	1.00000		0.49798	0.96040	0.44304
499	0.55085	0.50000	0.00129	0.00129	1.00000		0.49956	0.02970	0.55286
499	0.56371	0.50000	0.00129	0.00129	1.00000		0.50084	0.37624	0.50755
499	0.53588	0.50000	0.96152	0.96152		1.00000	0.50007	0.91089	0.46518
499	0.53640	0.50000	0.96152	0.96152		1.00000	0.50003	0.70297	0.48461
499	0.53013	0.50000	0.96152	0.96152		1.00000	0.49710	0.86139	0.47146
499	0.53630	0.50000	0.96152	0.96152		1.00000	0.50002	0.83168	0.47093
499	0.51671	0.50000	0.96152	0.96152		1.00000	0.49933	0.25743	0.51620
