	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	47	0.50368	0.18812	0.47487	0.52722	0.47487	0.49787	-8.23881	2065	1110	54	29
1	47	0.50368	0.18812	0.47487	0.52722	0.47487	0.49787	-8.23881	2065	1110	54	29
2	47	0.50368	0.18812	0.47487	0.52722	0.47487	0.49787	-8.23881	2065	1110	54	29
3	47	0.50368	0.18812	0.47487	0.52722	0.47487	0.49787	-8.23881	2065	1110	54	29
4	47	0.50368	0.18812	0.47487	0.52722	0.47487	0.49787	-8.23881	2065	1110	54	29
5	47	0.50368	0.18812	0.47487	0.52722	0.47487	0.49787	-8.23881	2065	1110	54	29
6	47	0.50368	0.18812	0.47487	0.52722	0.47487	0.49787	-8.23881	2065	1110	54	29
7	47	0.50368	0.18812	0.47487	0.52722	0.47487	0.49787	-8.23881	2065	1110	54	29
8	47	0.50368	0.18812	0.47487	0.52722	0.47487	0.49787	-8.23881	2065	1110	54	29
9	47	0.50368	0.18812	0.47487	0.52722	0.47487	0.49787	-8.23881	2065	1110	54	29
