	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	242	0.50091	0.46535	0.49675	0.50229	0.49675	0.50642	-8.35394	1591	1584	41	42
1	242	0.50091	0.46535	0.49675	0.50229	0.49675	0.50642	-8.35394	1591	1584	41	42
2	242	0.50091	0.46535	0.49675	0.50229	0.49675	0.50642	-8.35394	1591	1584	41	42
3	242	0.50091	0.46535	0.49675	0.50229	0.49675	0.50642	-8.35394	1591	1584	41	42
4	242	0.50091	0.46535	0.49675	0.50229	0.49675	0.50642	-8.35394	1591	1584	41	42
5	242	0.50091	0.46535	0.49675	0.50229	0.49675	0.50642	-8.35394	1591	1584	41	42
6	242	0.50091	0.46535	0.49675	0.50229	0.49675	0.50642	-8.35394	1591	1584	41	42
7	242	0.50091	0.46535	0.49675	0.50229	0.49675	0.50642	-8.35394	1591	1584	41	42
8	242	0.50091	0.46535	0.49675	0.50229	0.49675	0.50642	-8.35394	1591	1584	41	42
9	242	0.50091	0.46535	0.49675	0.50229	0.49675	0.50642	-8.35394	1591	1584	41	42
