number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
71	0.56997	0.55565	0.66014	0.66014	1.22998	0.78433	0.49904	0.33663	0.51526
71	0.56997	0.55565	0.66014	0.66014	1.22998	0.78433	0.49904	0.33663	0.51526
71	0.56997	0.55565	0.66014	0.66014	1.22998	0.78433	0.49904	0.33663	0.51526
71	0.56997	0.55565	0.66014	0.66014	1.22998	0.78433	0.49904	0.33663	0.51526
71	0.56997	0.55565	0.66014	0.66014	1.22998	0.78433	0.49904	0.33663	0.51526
71	0.56997	0.55565	0.66014	0.66014	1.22998	0.78433	0.49904	0.33663	0.51526
71	0.56997	0.55565	0.66014	0.66014	1.22998	0.78433	0.49904	0.33663	0.51526
71	0.56997	0.55565	0.66014	0.66014	1.22998	0.78433	0.49904	0.33663	0.51526
71	0.56997	0.55565	0.66014	0.66014	1.22998	0.78433	0.49904	0.33663	0.51526
71	0.56997	0.55565	0.66014	0.66014	1.22998	0.78433	0.49904	0.33663	0.51526
