	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	357	0.50071	0.20792	0.5348	0.52074	0.5348	0.52093	-8.49506	1116	2059	26	57
1	357	0.50086	0.22772	0.52882	0.52203	0.52882	0.51993	-8.12736	2622	553	66	17
2	357	0.50104	0.25743	0.53371	0.51833	0.53371	0.53095	-8.11448	2692	483	66	17
3	357	0.50065	0.33663	0.52206	0.51388	0.52206	0.48184	-8.46616	1207	1968	34	49
4	357	0.50086	0.23762	0.54373	0.52234	0.54373	0.53203	-8.33037	1678	1497	39	44
5	357	0.50128	0.25743	0.53066	0.52096	0.53066	0.52164	-8.34793	1612	1563	39	44
6	357	0.50068	0.22772	0.52802	0.52239	0.52802	0.52451	-8.43957	1289	1886	29	54
7	357	0.50151	0.22772	0.52388	0.52466	0.52388	0.50394	-8.40035	1424	1751	37	46
8	357	0.50197	0.24752	0.52643	0.52168	0.52643	0.48504	-8.57573	887	2288	25	58
9	357	0.50081	0.31683	0.53169	0.51464	0.53169	0.50787	-8.59174	843	2332	20	63
