	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	368	0.88277	0.31683	0.57011	0.90243	0.57011	0.5	-8.99874	0	3177	0	83
1	368	0.88048	0.14851	0.57361	0.9089	0.57361	0.5	-8.99874	0	3177	0	83
2	368	0.87908	0.9604	0.56976	0.7873	0.56976	0.5	-8.99874	0	3177	0	83
3	368	0.8749	0.46535	0.5318	0.89639	0.5318	0.5	-8.03803	0	3177	0	83
4	368	0.87311	0.21782	0.53936	0.90315	0.53936	0.5	-8.03803	0	3177	0	83
5	368	0.87079	0.90099	0.5683	0.80254	0.5683	0.5	-8.99874	0	3177	0	83
6	368	0.8815	0.41584	0.54703	0.89714	0.54703	0.5	-8.03803	0	3177	0	83
7	368	0.88398	0.49505	0.54736	0.89547	0.54736	0.5	-8.03803	0	3177	0	83
8	368	0.87628	0.11881	0.54541	0.90776	0.54541	0.5	-8.03803	0	3177	0	83
9	368	0.87237	0.34653	0.55226	0.89631	0.55226	0.5	-8.99874	0	3177	0	83
