number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
156	0.51652	0.50512	0.68854	0.68854	1.02288	0.98146	0.50112	0.14851	0.52478
156	0.51652	0.50512	0.68854	0.68854	1.02288	0.98146	0.50112	0.14851	0.52478
156	0.51652	0.50512	0.68854	0.68854	1.02288	0.98146	0.50112	0.14851	0.52478
156	0.51652	0.50512	0.68854	0.68854	1.02288	0.98146	0.50112	0.14851	0.52478
156	0.51652	0.50512	0.68854	0.68854	1.02288	0.98146	0.50112	0.14851	0.52478
156	0.51652	0.50512	0.68854	0.68854	1.02288	0.98146	0.50112	0.14851	0.52478
156	0.51652	0.50512	0.68854	0.68854	1.02288	0.98146	0.50112	0.14851	0.52478
156	0.51652	0.50512	0.68854	0.68854	1.02288	0.98146	0.50112	0.14851	0.52478
156	0.51652	0.50512	0.68854	0.68854	1.02288	0.98146	0.50112	0.14851	0.52478
156	0.51652	0.50512	0.68854	0.68854	1.02288	0.98146	0.50112	0.14851	0.52478
