number	auc_prob	auc_pred	fbeta	f1	plr	nlr	perm_score	pval_score	train_score
349	0.51861	0.51861	0.82103	0.82103	1.14297	0.94966	0.49648	0.75248	0.47625
349	0.51864	0.52144	0.86069	0.86069	1.21966	0.94672	0.49920	0.74257	0.48352
349	0.50000	0.50000	0.96152	0.96152	1.00000	1.00000	0.49912	0.85149	0.47810
349	0.50000	0.50000	0.96152	0.96152	1.00000	1.00000	0.49960	0.68317	0.48902
349	0.50000	0.50000	0.96152	0.96152	1.00000	1.00000	0.49879	0.59406	0.49207
349	0.50000	0.50000	0.96152	0.96152	1.00000	1.00000	0.49853	0.82178	0.47951
349	0.51861	0.51861	0.82103	0.82103	1.14297	0.94966	0.49771	0.50495	0.49650
349	0.51861	0.51861	0.82103	0.82103	1.14297	0.94966	0.49912	0.95050	0.46915
349	0.50000	0.50000	0.96152	0.96152	1.00000	1.00000	0.49780	0.25743	0.51239
349	0.50000	0.50000	0.96152	0.96152	1.00000	1.00000	0.49891	0.29703	0.51190
