number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
251	0.49939	0.22355	0.51237	0.99179	0.51234	0.48971	-7.89816	2052	1124	56	28
251	0.49958	0.45908	0.50218	0.98185	0.49885	0.46257	-8.09230	1993	1183	59	25
251	0.50039	0.49501	0.50111	0.98911	0.49615	0.52042	-8.01107	2058	1118	51	33
251	0.49921	0.14970	0.51783	0.98741	0.52036	0.52102	-8.01968	2024	1152	50	34
251	0.50037	0.96407	0.46937	0.99101	0.46767	0.49148	-7.83677	2101	1075	57	27
251	0.50087	0.13972	0.51873	0.99343	0.50723	0.50710	-7.86368	2049	1127	53	31
251	0.50008	0.59481	0.49589	0.99030	0.49193	0.50801	-8.01341	2017	1159	52	32
251	0.49894	0.04790	0.52517	0.98707	0.52043	0.53655	-7.94919	2047	1129	48	36
251	0.50017	0.03194	0.53161	0.99212	0.52858	0.50515	-8.06910	1961	1215	51	33
251	0.49943	0.26148	0.50998	0.98883	0.50564	0.48379	-7.82510	2090	1086	58	26
251	0.50231	0.00399	0.54648	0.98994	0.54670	0.52912	-8.05025	1962	1214	47	37
251	0.50019	0.02595	0.53254	0.98677	0.54125	0.52616	-8.11115	1981	1195	48	36
251	0.50070	0.80040	0.48659	0.98461	0.48447	0.51072	-8.10118	2072	1104	53	31
251	0.49993	0.08982	0.52226	0.98965	0.51341	0.49948	-7.70009	2114	1062	56	28
251	0.49941	0.63473	0.49428	0.98609	0.48900	0.49214	-7.66449	2143	1033	58	26
251	0.49980	0.00399	0.54836	0.99153	0.53930	0.52008	-8.03068	2018	1158	50	34
251	0.49971	0.02994	0.53371	0.98632	0.53654	0.56114	-7.83522	2052	1124	44	40
251	0.49974	0.05190	0.52616	0.98962	0.53015	0.50448	-7.84419	2108	1068	55	29
251	0.49918	0.84431	0.48376	0.98917	0.48107	0.50458	-7.91721	2033	1143	53	31
251	0.49974	0.29142	0.50780	0.99072	0.50245	0.51132	-7.96444	2038	1138	52	32
